"is_loaded","burst_date_mother","position_mother","position_ancestor","nature_ancestor","0","1","2","3","4","5","6","7"
"no",2,"L","L","V",0.047913550701044,0.0379200456652044,0.238364343222398,0.386274196507848,0.146682108615737,0.0402846109195465,0.0502049330086741,0.0523562113595476
"yes",3,"L","L","V",0.0503263358218496,0.0396491290444167,0.245643714068129,0.385364408776003,0.142380898237129,0.0387332699245153,0.048051027284322,0.0498512168436357
"no",3,"L","L","V",0.0429887763215614,0.0343390095355069,0.222490242132803,0.38673636546352,0.156116134727602,0.0438283626103046,0.0552123555838646,0.058288753624838
"yes",4,"L","L","V",0.045165328880065,0.0359302912482938,0.229679730256133,0.386789200783252,0.151835266299694,0.0421948987628729,0.0528887398187852,0.0555165439509046
"no",4,"L","L","V",0.0385496973097388,0.0310509997500223,0.206920629793255,0.385080581341787,0.165412716127057,0.0475404765858841,0.0605973804553412,0.0648475186369144
"yes",5,"L","L","V",0.0405110101126463,0.032510812358653,0.213954372455507,0.386094985237842,0.16121067807574,0.0458327870930707,0.0581015147663601,0.0617838399001804
"no",5,"L","L","V",0.0345524537909594,0.028040913390803,0.191783822167554,0.381339812177558,0.174434785293945,0.0513989613185286,0.0663614572279163,0.0720877946327348
"yes",6,"L","L","V",0.036318078922252,0.0293762983023074,0.198606301638428,0.383295604913816,0.170375231002844,0.0496278602301214,0.0636934393483716,0.0687071856418588
"no",6,"L","L","V",0.0309563419498779,0.0252925347819725,0.177185329036293,0.375587982346048,0.183036263953115,0.0553750138894576,0.0724992942172212,0.0800672398260154
"yes",7,"L","L","V",0.0325444007296215,0.0265109680642024,0.183751373217733,0.378446610622579,0.179186506425571,0.0535544736784972,0.0696624511013091,0.0763432161604869
"no",7,"L","L","V",0.0277237546517785,0.0227890590628636,0.163208425228835,0.367937235142563,0.191066017710011,0.059432628198377,0.0789975140409659,0.0888453659646049
"yes",8,"L","L","V",0.0291509704454916,0.0238982264972705,0.169482856774185,0.371643196495811,0.18749512514354,0.0575799311924791,0.0759990186251621,0.0847506748260607
"no",8,"L","L","V",0.0248200813735521,0.0205135148157199,0.149915376729596,0.358533831209942,0.198372597222695,0.0635284545317198,0.0858332946969396,0.0984828494198349
"yes",9,"L","L","V",0.0261018293676273,0.0215211315296817,0.155872384950974,0.363016696060191,0.19514914991481,0.0616642208955853,0.0826847815401743,0.0939898057409563
"no",9,"L","L","V",0.0222135788220115,0.0184490969813394,0.13734915442653,0.347552898728231,0.204809572136657,0.0676119833140791,0.0929730676936713,0.109040647897481
"yes",10,"L","L","V",0.0233639478505387,0.0193627664285078,0.142971466123229,0.352729823689215,0.201999179100889,0.0657600428263099,0.0896912125711928,0.104121561410118
"no",10,"L","L","V",0.0198752216212369,0.0165794218467614,0.125535473404658,0.33519231050272,0.210241185794848,0.0716261189736648,0.100371363851336,0.120578904004775
"yes",11,"L","L","V",0.0209070840122619,0.0174065287619026,0.130813394975702,0.340970911477733,0.207903893696334,0.0698131980243188,0.0969783837851026,0.115206605266645
"no",11,"L","L","V",0.0177785406685191,0.0148887157017905,0.114485010731105,0.321666005336785,0.214547996519175,0.0755081937898613,0.107969914748629,0.133155622504135
"yes",12,"L","L","V",0.0187036268604105,0.0156363478161364,0.119415406088105,0.327947442085865,0.212735749170283,0.0737633975467792,0.104493937431035,0.127304093001385
"no",12,"L","L","V",0.0158994552029983,0.013361948084338,0.104195676155038,0.307197092521957,0.217632135137556,0.0791914454969921,0.115697130770725,0.146825116630395
