datesUnik;tempMoyheure;tempMoy
09/09/2010;20.16697917;20.9
10/09/2010;19.92885417;21.24
11/09/2010;19.3953125;20.98
12/09/2010;19.67447917;20.23
13/09/2010;18.95854167;20.29
14/09/2010;17.5609375;17.75
15/09/2010;18.21427083;19.755
16/09/2010;18.1596875;19.37
17/09/2010;18.83197917;18.75
18/09/2010;19.22635417;19.595
19/09/2010;18.65760417;19.385
20/09/2010;18.47354167;19.44
21/09/2010;18.83302083;20.2
22/09/2010;18.65177083;19.08
23/09/2010;19.9121875;21.24
24/09/2010;18.24270833;19.71
25/09/2010;18.05989583;18.865
26/09/2010;18.65302083;19.83
27/09/2010;18.9421875;19.575
28/09/2010;20.353125;21.355
29/09/2010;19.85520833;20.445
30/09/2010;19.65677083;21.08
01/10/2010;19.300625;20.455
02/10/2010;20.63020833;21.99
03/10/2010;20.30770833;21.34
04/10/2010;20.77083333;21.34
05/10/2010;21.02510417;21.54
06/10/2010;20.94822917;21.49
07/10/2010;20.78708333;21.625
08/10/2010;20.67052083;21.48
09/10/2010;21.05479167;22.205
10/10/2010;18.90385417;19.4
11/10/2010;19.38572917;20.185
12/10/2010;20.01989583;20.295
13/10/2010;20.94479167;22.065
14/10/2010;19.78447917;20.235
15/10/2010;20.3584375;20.895
16/10/2010;20.84385417;21.31
17/10/2010;21.00510417;21.895
18/10/2010;20.7303125;21.675
19/10/2010;21.2709375;22.22
20/10/2010;20.9509375;21.985
21/10/2010;21.294375;22.565
22/10/2010;22.0221875;22.765
23/10/2010;21.02864583;22.035
24/10/2010;20.740625;21.615
25/10/2010;20.82010417;22.175
26/10/2010;21.91947917;23.225
27/10/2010;21.318125;21.7
28/10/2010;20.2646875;21.825
29/10/2010;20.5221875;21.37
30/10/2010;20.888125;21.835
31/10/2010;20.38645833;20.935
01/11/2010;20.71979167;20.79
02/11/2010;21.60614583;22.46
03/11/2010;20.20635417;21.835
04/11/2010;20.58197917;21.235
05/11/2010;21.374375;22.56
06/11/2010;20.97802083;21.815
07/11/2010;20.36895833;20.415
08/11/2010;20.57208333;21.42
09/11/2010;20.78760417;21.575
10/11/2010;21.15;22.11
11/11/2010;20.3878125;21.37
12/11/2010;21.12104167;22.18
13/11/2010;21.49208333;22.44
14/11/2010;20.5609375;21.27
15/11/2010;20.75114583;22.075
16/11/2010;19.48020833;20.325
17/11/2010;20.67989583;21.54
18/11/2010;22.26135417;23.29
19/11/2010;22.4290625;23.57
20/11/2010;21.32395833;23.145
21/11/2010;21.05854167;22.425
22/11/2010;21.69864583;22.335
23/11/2010;22.195625;23.365
24/11/2010;21.44895833;22.55
25/11/2010;20.51395833;21.075
26/11/2010;20.92614583;21.735
27/11/2010;21.3728125;22.64
28/11/2010;22.75416667;22.825
29/11/2010;23.79520833;24.925
30/11/2010;21.43083333;21.09
01/12/2010;21.7909375;22.29
02/12/2010;21.476875;21.955
03/12/2010;21.23635417;21.3
04/12/2010;20.34177083;21.475
05/12/2010;21.20208333;21.975
06/12/2010;21.789375;22.82
07/12/2010;22.36895833;23.265
08/12/2010;21.59104167;22.395
09/12/2010;22.03083333;22.64
10/12/2010;23.01833333;24.34
11/12/2010;22.2490625;22.655
12/12/2010;22.88770833;22.905
13/12/2010;21.6496875;21.605
14/12/2010;22.46041667;22.74
15/12/2010;22.03322917;23.07
16/12/2010;24.08510417;25.97
17/12/2010;23.12104167;24.615
18/12/2010;22.01947917;22.665
19/12/2010;22.7328125;24.215
20/12/2010;23.07020833;24.15
21/12/2010;23.71145833;24.54
22/12/2010;23.40875;24.655
23/12/2010;24.76489583;24.96
24/12/2010;24.20541667;24.555
25/12/2010;24.05083333;25.245
26/12/2010;23.91197917;24.045
27/12/2010;23.51760417;23.845
28/12/2010;23.10427083;23.205
29/12/2010;23.76729167;25.13
30/12/2010;23.40697917;24.085
31/12/2010;23.6753125;24.805
01/01/2011;22.55;23.18
