Date de relevéUC;Traitement;Plant;UC disparue;numéro de l'Unité de Croissance;Position ;Diamètre basal UC (mm);IA Type;IA Diam stade F;IL1 Type;IL1 Diam stade F;IL2 Type;IL2 Diam stade F;IL3 Type;IL3 Diam stade F;IL4 Type;IL4 Diam Stade F;IL5 Type;IL5 Diam stadeF;IL6 Type;IL6 Diam stadeF
03/07/2006;PS;B13;P;383;A;6,9;F;8,5;F;3,0;F;5,2;;;;;;;;
03/07/2006;PS;B13;P;387;L;2,8;F;6,4;;;;;;;;;;;;
03/07/2006;PS;B13;P;388;A;7,0;F;9,3;F;5,9;F;4,8;F;5,2;F;3,8;;;;
03/07/2006;PS;B13;P;389;A;4,9;F;7,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;390;A;3,8;F;7,8;;;;;;;;;;;;
03/07/2006;PS;B13;P;391;L;3,1;F;7,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;392;L;3,8;F;7,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;393;A;6,1;F;9,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;394;A;7,4;F;8,4;F;4,3;F;4,7;;;;;;;;
03/07/2006;PS;B13;P;395;A;6,9;F;6,6;;;;;;;;;;;;
03/07/2006;PS;B13;P;397;A;7,1;F;9,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;398;A;6,0;F;5,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;399;A;7,7;F;7,4;F;4,8;F;4,8;F;4,3;F;5,5;;;;
03/07/2006;PS;B13;P;400;A;8,6;F;10,3;F;3,5;F;5,7;F;5,6;F;5,4;;;;
03/07/2006;PS;B13;P;401;L;5,4;F;6,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;402;L;4,3;F;6,5;;;;;;;;;;;;
03/07/2006;PS;B13;P;403;A;4,7;F;6,4;;;;;;;;;;;;
03/07/2006;PS;B13;P;404;A;6,7;F;9,4;F;3,9;;;;;;;;;;
03/07/2006;PS;B13;P;406;L;2,8;F;4,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;407;L;4,1;F;4,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;408;A;6,8;F;6,8;;;;;;;;;;;;
03/07/2006;PS;B13;P;409;A;6,8;F;6,2;F;3,8;F;6,0;;;;;;;;
03/07/2006;PS;B13;P;410;A;6,6;F;6,7;F;4,4;;;;;;;;;;
03/07/2006;PS;B13;P;412;A;5,1;F;6,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;414;A;4,0;F;5,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;416;A;4,6;F;5,6;;;;;;;;;;;;
03/07/2006;PS;B13;P;417;A;3,2;F;4,1;;;;;;;;;;;;
03/07/2006;PS;B13;P;418;A;5,9;F;6,1;F;3,9;;;;;;;;;;
03/07/2006;PS;B13;P;422;A;4,8;F;6,8;;;;;;;;;;;;
04/07/2006;PS;B13;P;427;A;8,2;F;6,2;F;3,8;F;6,9;F;8,5;F;5,2;F;5,3;;
04/07/2006;PS;B13;P;428;A;3,4;F;4,4;;;;;;;;;;;;
04/07/2006;PS;B13;P;437;L;3,3;F;5,2;;;;;;;;;;;;
04/07/2006;PS;B13;P;438;L;3,8;F;6,6;;;;;;;;;;;;
04/07/2006;PS;B13;P;439;L;4,6;F;9,1;;;;;;;;;;;;
04/07/2006;PS;B13;P;440;A;6,3;F;8,7;;;;;;;;;;;;
04/07/2006;PS;B13;P;442;L;3,5;F;4,8;;;;;;;;;;;;
04/07/2006;PS;B13;P;444;L;3,3;F;5,2;;;;;;;;;;;;
04/07/2006;PS;B13;P;445;L;2,3;F;4,1;;;;;;;;;;;;
04/07/2006;PS;B13;P;446;A;5,4;F;7,2;;;;;;;;;;;;
04/07/2006;PS;B13;P;447;L;3,8;F;7,9;;;;;;;;;;;;
04/07/2006;PS;B13;P;449;A;6,7;F;9,6;;;;;;;;;;;;
04/07/2006;PS;B13;P;450;L;2,5;F;4,7;;;;;;;;;;;;
04/07/2006;PS;B13;P;451;A;4,9;F;7,2;;;;;;;;;;;;
04/07/2006;PS;B13;P;457;A;4,6;F;7,1;;;;;;;;;;;;
04/07/2006;PS;B13;P;458;L;2,5;F;2,8;;;;;;;;;;;;
04/07/2006;PS;B13;P;459;L;2,6;F;10,1;;;;;;;;;;;;
04/07/2006;PS;B13;P;460;A;5,9;F;7,3;;;;;;;;;;;;
04/07/2006;PS;B13;P;462;L;3,7;F;6,3;;;;;;;;;;;;
04/07/2006;PS;B13;P;463;L;4,0;F;5,5;;;;;;;;;;;;
04/07/2006;PS;B13;P;466;A;5,2;F;8,0;;;;;;;;;;;;
26/07/2006;PS;B13;P;467;A;7,6;F;7,2;F;6,0;;;;;;;;;;
26/07/2006;PS;B13;P;469;L;3,4;F;3,0;;;;;;;;;;;;
22/06/2006;PS;F7;P;9;A;7,1;M;5,9;F;4,7;;;;;;;;;;
22/06/2006;PS;F7;P;16;A;8,4;M;7,0;F;3,4;;;;;;;;;;
22/06/2006;PS;F7;P;19;A;9,1;M;7,1;F;3,2;F;3,3;F;3,7;F;3,4;;;;
22/06/2006;PS;F7;P;24;A;9,6;M;5,7;F;5,3;F;3,2;F;3,5;F;3,3;;;;
22/06/2006;PS;F7;P;89;A;5,9;M;5,3;;;;;;;;;;;;
22/06/2006;PS;F7;P;98;A;6,5;M;5,0;;;;;;;;;;;;
23/06/2006;PS;F7;P;113;A;8,3;M;6,6;F;2,8;;;;;;;;;;
23/06/2006;PS;F7;P;117;L;5,5;M;5,8;;;;;;;;;;;;
23/06/2006;PS;F7;P;121;L;5,8;M;6,3;;;;;;;;;;;;
23/06/2006;PS;F7;P;281;L;6,2;M;6,3;;;;;;;;;;;;
23/06/2006;PS;F7;P;283;L;5,0;M;4,4;;;;;;;;;;;;
23/06/2006;PS;F7;P;342;A;5,4;M;5,1;;;;;;;;;;;;
23/06/2006;PS;F7;P;359;L;5,0;M;4,0;;;;;;;;;;;;
23/06/2006;PS;F7;P;361;A;8,3;M;5,0;;;;;MV;3,4;F;3,2;;;;
23/06/2006;PS;F7;P;402;L;5,4;M;4,4;;;;;;;;;;;;
23/06/2006;PS;F7;P;403;L;6,5;M;6,7;;;;;;;;;;;;
23/06/2006;PS;F7;P;406;A;9,4;M;5,6;MV;2,7;F;3,6;F;3,3;;;;;;
29/06/2006;PS;B11;P;61;L;6,1;M;8,4;;;;;;;;;;;;
29/06/2006;PS;B11;P;62;L;5,7;M;8,8;;;;;;;;;;;;
29/06/2006;PS;B11;P;63;L;3,1;M;4,7;;;;;;;;;;;;
29/06/2006;PS;B11;P;133;L;4,6;M;4,3;;;;;;;;;;;;
29/06/2006;PS;B11;P;210;L;6,2;M;6,1;F;3,6;F;3,7;;;;;;;;
30/06/2006;PS;B11;P;352;A;6,3;M;7,4;;;;;;;;;;;;
30/06/2006;PS;B11;P;438;L;4,2;M;5,1;;;;;;;;;;;;
30/06/2006;PS;B11;P;472;L;5,6;M;6,0;;;;;;;;;;;;
30/06/2006;PS;B11;P;487;L;3,6;M;6,6;;;;;;;;;;;;
30/06/2006;PS;B11;P;497;L;3,1;M;3,9;;;;;;;;;;;;
30/06/2006;PS;B11;P;508;A;7,2;M;7,2;;;;;;;;;;;;
30/06/2006;PS;B11;P;638;L;3,0;M;3,3;;;;;;;;;;;;
30/06/2006;PS;B11;P;641;L;5,3;M;5,2;;;;;;;;;;;;
30/06/2006;PS;B11;P;648;L;8,7;M;8,0;;;;;;;;;;;;
30/06/2006;PS;B11;P;668;L;3,7;M;4,4;;;;;;;;;;;;
30/06/2006;PS;B13;P;22;L;5,2;M;6,1;;;;;;;;;;;;
03/07/2006;PS;B13;P;26;A;8,7;M;6,7;;;;;;;;;;;;
03/07/2006;PS;B13;P;31;A;7,3;M;8,8;;;;;;;;;;;;
03/07/2006;PS;B13;P;175;A;5,3;M;8,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;178;A;8,6;M;7,5;;;;;MV;4,0;;;;;;
03/07/2006;PS;B13;P;191;L;4,6;M;5,6;;;;;;;;;;;;
03/07/2006;PS;B13;P;192;L;3,4;M;4,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;193;L;3,6;M;3,5;;;;;;;;;;;;
03/07/2006;PS;B13;P;207;L;2,6;M;7,8;;;;;;;;;;;;
03/07/2006;PS;B13;P;223;L;5,4;M;6,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;224;L;5,7;M;8,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;227;A;6,8;M;8,5;V;;;;;;;;;;;
03/07/2006;PS;B13;P;243;A;10,2;M;7,0;V;;F;4,1;F;5,3;;;;;F;5,7
03/07/2006;PS;B13;P;283;L;6,6;M;7,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;284;L;4,2;M;5,8;;;;;;;;;;;;
03/07/2006;PS;B13;P;338;L;3,9;M;5,4;;;;;;;;;;;;
03/07/2006;PS;B13;P;339;A;6,5;M;7,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;385;A;7,0;M;5,8;V;;;;;;;;;;;
03/07/2006;PS;B13;P;420;A;5,0;M;5,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;421;L;4,4;M;4,2;;;;;;;;;;;;
04/07/2006;PS;B13;P;464;L;6,0;M;6,2;F;4,9;;;;;;;;;;
04/07/2006;PS;B13;P;465;A;6,2;M;6,7;F;3,3;F;3,5;F;3,1;;;;;;
22/06/2006;PS;F7;P;77;A;3,9;MF;3,5;;;;;;;;;;;;
22/06/2006;PS;F7;P;93;A;7,8;MF;5,7;;;;;;;;;;;;
23/06/2006;PS;F7;P;110;L;6,5;MF;4,8;;;;;;;;;;;;
23/06/2006;PS;F7;P;337;L;6,0;MF;5,3;;;;;;;;;;;;
23/06/2006;PS;F7;P;353;A;7,5;MF;6,0;F;4,2;;;;;;;;;;
23/06/2006;PS;F7;P;360;L;4,0;MF;4,5;;;;;;;;;;;;
23/06/2006;PS;F7;P;366;A;8,0;MF;6,0;F;4,0;MF;4,3;MV;4,4;F;4,3;F;4,7;;
23/06/2006;PS;F7;P;372;A;7,8;MF;6,7;F;4,4;;;;;;;;;;
23/06/2006;PS;F7;P;373;A;4,1;MF;5,4;;;;;;;;;;;;
23/06/2006;PS;F7;P;374;A;4,0;MF;4,0;;;F;2,8;F;4,0;;;;;;
23/06/2006;PS;F7;P;394;L;6,1;MF;5,8;;;;;;;;;;;;
23/06/2006;PS;F7;P;404;L;5,0;MF;5,3;;;;;;;;;;;;
23/06/2006;PS;F7;P;408;L;6,3;MF;5,3;F;3,8;;;;;;;;;;
23/06/2006;PS;F7;P;413;L;4,3;MF;4,9;;;;;;;;;;;;
23/06/2006;PS;F7;P;416;L;5,5;MF;4,9;;;;;;;;;;;;
23/06/2006;PS;F7;P;417;L;4,1;MF;5,5;;;;;;;;;;;;
29/06/2006;PS;B11;P;4;A;7,7;MF;9,1;;;;;;;;;;;;
29/06/2006;PS;B11;P;7;L;4,8;MF;6,8;;;;;;;;;;;;
29/06/2006;PS;B11;P;8;A;8,1;MF;8,0;F;4,6;F;4,8;;;;;;;;
29/06/2006;PS;B11;P;21;A;6,9;MF;6,2;;;;;;;;;;;;
30/06/2006;PS;B11;P;365;L;6,2;MF;7,0;;;;;;;;;;;;
30/06/2006;PS;B11;P;368;A;7,8;MF;6,0;F;3,1;F;4,2;;;;;;;;
30/06/2006;PS;B11;P;431;L;4,4;MF;5,6;;;;;;;;;;;;
30/06/2006;PS;B11;P;439;A;8,0;MF;8,1;F;4,1;;;;;;;;;;
30/06/2006;PS;B11;P;440;A;7,6;MF;7,4;F;3,8;F;5,6;;;;;;;;
30/06/2006;PS;B11;P;442;L;4,6;MF;8,2;;;;;;;;;;;;
30/06/2006;PS;B11;P;474;L;5,3;MF;7,8;;;;;;;;;;;;
30/06/2006;PS;B11;P;494;L;3,6;MF;5,1;;;;;;;;;;;;
30/06/2006;PS;B11;P;573;L;5,3;MF;5,9;;;;;;;;;;;;
30/06/2006;PS;B11;P;592;L;5,3;MF;5,5;;;;;;;;;;;;
30/06/2006;PS;B13;P;25;A;7,7;MF;8,2;F;3,3;F;3,4;;;;;;;;
03/07/2006;PS;B13;P;254;L;5,2;MF;5,5;;;;;;;;;;;;
03/07/2006;PS;B13;P;278;L;6,4;MF;7,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;340;A;6,4;MF;7,0;F;2,8;F;3,9;;;;;;;;
03/07/2006;PS;B13;P;342;L;6,4;MF;7,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;350;A;6,9;MF;6,1;MF;4,6;;;;;;;;;;
03/07/2006;PS;B13;P;413;A;4,3;MF;6,4;;;;;;;;;;;;
04/07/2006;PS;B13;P;448;L;5,2;MF;6,4;;;;;;;;;;;;
22/06/2006;PS;F7;P;97;L;5,1;MV;5,4;;;;;;;;;;;;
23/06/2006;PS;F7;P;102;L;3,9;MV;3,7;;;;;;;;;;;;
23/06/2006;PS;F7;P;213;L;7,6;MV;5,3;;;;;;;;;;;;
23/06/2006;PS;F7;P;223;A;8,9;MV;5,8;;;;;;;;;;;;
23/06/2006;PS;F7;P;240;A;8,8;MV;4,7;V;;MF;3,6;;;;;;;;
23/06/2006;PS;F7;P;279;L;8,7;MV;6,0;;;;;;;;;;;;
23/06/2006;PS;F7;P;284;A;9,3;MV;5,3;V;;MV;3,6;MV;3,0;;;;;;
23/06/2006;PS;F7;P;333;A;7,1;MV;;V;;F;;;;;;;;;
23/06/2006;PS;F7;P;351;L;5,1;MV;4,1;;;;;;;;;;;;
23/06/2006;PS;F7;P;356;A;7,1;MV;4,8;MF;4,2;;;;;;;;;;
23/06/2006;PS;F7;P;371;L;5,3;MV;5,3;;;;;;;;;;;;
29/06/2006;PS;B11;P;56;A;8,3;MV;5,7;;;;;;;;;;;;
30/06/2006;PS;B11;P;305;A;7,0;MV;7,8;;;;;;;;;;;;
30/06/2006;PS;B11;P;349;A;6,4;MV;7,0;;;;;;;;;;;;
30/06/2006;PS;B11;P;357;A;8,4;MV;9,4;;;;;;;;;;;;
30/06/2006;PS;B11;P;359;A;7,9;MV;6,9;;;;;;;;;;;;
30/06/2006;PS;B11;P;404;L;6,8;MV;5,7;V;;;;;;;;;;;
30/06/2006;PS;B11;P;437;L;5,7;MV;5,4;;;;;;;;;;;;
30/06/2006;PS;B11;P;441;A;6,7;MV;6,0;;;;;;;;;;;;
30/06/2006;PS;B11;P;444;L;3,7;MV;4,5;;;;;;;;;;;;
30/06/2006;PS;B11;P;447;A;8,2;MV;6,3;;;;;;;;;;;;
30/06/2006;PS;B11;P;461;L;4,4;MV;5,0;;;;;;;;;;;;
30/06/2006;PS;B11;P;471;L;6,0;MV;7,6;V;;;;;;;;;;;
30/06/2006;PS;B11;P;477;A;7,9;MV;8,3;M;4,2;;;;;;;;;;
30/06/2006;PS;B11;P;485;L;6,1;MV;7,0;;;;;;;;;;;;
30/06/2006;PS;B11;P;490;L;6,1;MV;6,0;V;;;;;;;;;;;
30/06/2006;PS;B11;P;491;L;5,2;MV;5,0;;;;;;;;;;;;
30/06/2006;PS;B11;P;492;L;4,9;MV;5,6;;;;;;;;;;;;
30/06/2006;PS;B11;P;495;A;8,6;MV;7,6;MV;3,5;;;;;MV;3,9;;;;
30/06/2006;PS;B11;P;496;L;4,5;MV;5,3;;;;;;;;;;;;
30/06/2006;PS;B11;P;500;L;4,7;MV;4,8;;;;;;;;;;;;
30/06/2006;PS;B11;P;502;A;9,0;MV;5,7;;;;;;;;;;;M;3,7
30/06/2006;PS;B11;P;504;L;5,2;MV;6,3;;;;;;;;;;;;
30/06/2006;PS;B11;P;507;L;5,8;MV;7,6;;;;;;;;;;;;
30/06/2006;PS;B11;P;518;L;6,3;MV;6,6;;;;;;;;;;;;
30/06/2006;PS;B11;P;521;L;4,9;MV;5,4;;;;;;;;;;;;
30/06/2006;PS;B11;P;528;L;5,3;MV;5,1;;;;;;;;;;;;
30/06/2006;PS;B11;P;544;L;6,3;MV;5,7;;;;;;;;;;;;
30/06/2006;PS;B11;P;554;L;6,1;MV;5,7;;;;;;;;;;;;
30/06/2006;PS;B11;P;639;L;4,5;MV;4,6;;;;;;;;;;;;
03/07/2006;PS;B13;P;173;A;8,9;MV;6,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;198;A;6,0;MV;5,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;255;A;8,8;MV;4,8;F;3,0;;;;;;;;;;
03/07/2006;PS;B13;P;302;L;7,3;MV;5,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;307;L;5,7;MV;4,5;;;;;;;;;;;;
03/07/2006;PS;B13;P;315;A;9,3;MV;7,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;405;A;5,0;MV;5,5;V;;;;;;;;;;;
04/07/2006;PS;B13;P;461;A;5,8;MV;8,4;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
