Burst,Burst_date_child,Delta_Burst_date,Lateral_GU_daughter,No_Lateral_GU,burst_date_mother,is_loaded,nature_mother_V,position_mother_L,tree,uc
1,12.0,8,1.0,9.0,4.0,0,0,0,B14,47606
1,12.0,8,1.0,7.0,4.0,0,0,0,B14,47648
1,12.0,8,1.0,7.0,4.0,0,0,0,B14,47672
0,,,,,1.0,0,0,0,B14,47726
1,12.0,8,1.0,8.0,4.0,0,0,0,B14,47732
1,9.0,5,0.0,,4.0,0,1,1,B14,47764
1,12.0,8,1.0,2.0,4.0,0,0,1,B14,47776
1,12.0,8,1.0,2.0,4.0,0,1,0,B14,47785
1,12.0,8,1.0,4.0,4.0,0,1,0,B14,47800
1,9.0,5,1.0,1.0,4.0,0,1,0,B14,47819
0,,,,,3.0,0,0,1,B14,47835
0,,,,,10.0,0,1,1,B14,47838
0,,,,,12.0,0,0,0,B14,47841
1,12.0,8,1.0,5.0,4.0,0,1,0,B14,47847
1,12.0,8,1.0,1.0,4.0,0,1,1,B14,47869
1,12.0,8,1.0,4.0,4.0,0,1,0,B14,47877
1,12.0,8,1.0,2.0,4.0,0,1,0,B14,47894
1,12.0,8,1.0,2.0,4.0,0,1,0,B14,47905
0,,,,,2.0,0,1,1,B14,47915
0,,,,,9.0,0,1,1,B14,47917
0,,,,,10.0,0,0,0,B14,47920
0,,,,,10.0,0,1,1,B14,47923
0,,,,,10.0,0,1,1,B14,47925
1,12.0,9,1.0,7.0,3.0,0,0,0,B14,47930
0,,,,,3.0,0,0,1,B14,47953
0,,,,,3.0,0,0,1,B14,47955
0,,,,,3.0,0,0,1,B14,47957
0,,,,,3.0,0,0,1,B14,47959
0,,,,,10.0,0,1,1,B14,47964
0,,,,,10.0,0,1,1,B14,47966
1,1.0,9,1.0,7.0,4.0,0,0,0,B14,47973
1,12.0,8,1.0,4.0,4.0,0,0,1,B14,47998
1,1.0,9,1.0,5.0,4.0,0,1,1,B14,48011
0,,,,,4.0,0,0,1,B14,48030
0,,,,,12.0,0,1,1,B14,48032
1,12.0,8,1.0,5.0,4.0,0,0,0,B14,48034
1,12.0,8,1.0,6.0,4.0,0,0,0,B14,48052
1,1.0,9,1.0,2.0,4.0,0,0,1,B14,48079
0,,,,,4.0,0,0,1,B14,48087
1,1.0,9,1.0,5.0,4.0,0,0,1,B14,48089
0,,,,,12.0,0,0,1,B14,48107
0,,,,,4.0,0,1,0,B14,48112
1,1.0,9,1.0,5.0,4.0,0,0,1,B14,48113
0,,,,,12.0,0,1,0,B14,48132
0,,,,,12.0,0,0,1,B14,48133
0,,,,,11.0,0,1,1,B14,48136
0,,,,,12.0,0,1,1,B14,48141
0,,,,,11.0,0,1,1,B14,48143
0,,,,,3.0,0,0,0,B14,48147
0,,,,,3.0,0,0,0,B14,48150
1,12.0,9,1.0,8.0,3.0,0,0,0,B14,48155
1,12.0,9,1.0,4.0,3.0,0,0,1,B14,48182
1,12.0,9,1.0,3.0,3.0,0,0,1,B14,48194
1,12.0,9,1.0,5.0,3.0,0,0,1,B14,48205
1,12.0,9,1.0,6.0,3.0,0,0,0,B14,48222
0,,,,,12.0,0,0,1,B14,48239
1,12.0,9,1.0,3.0,3.0,0,0,0,B14,48242
1,12.0,9,1.0,9.0,3.0,0,0,0,B14,48256
1,12.0,8,1.0,4.0,4.0,0,0,1,B14,48279
1,12.0,8,1.0,2.0,4.0,0,0,1,B14,48290
1,12.0,8,1.0,3.0,4.0,0,0,1,B14,48302
1,12.0,9,1.0,2.0,3.0,0,0,1,B14,48313
0,,,,,3.0,0,0,0,B14,48324
0,,,,,3.0,0,0,0,B14,48327
1,12.0,8,1.0,7.0,4.0,0,0,0,B14,48330
0,,,,,4.0,0,0,1,B14,48355
1,12.0,8,1.0,3.0,4.0,0,0,1,B14,48357
1,12.0,9,1.0,2.0,3.0,0,0,0,B14,48369
0,,,,,12.0,0,1,1,B14,48375
1,9.0,6,1.0,3.0,3.0,0,1,0,B14,48379
1,9.0,6,0.0,,3.0,0,1,1,B14,48402
0,,,,,3.0,0,1,1,B14,48409
1,12.0,9,1.0,4.0,3.0,0,0,0,B14,48411
1,1.0,10,1.0,1.0,3.0,0,1,0,B14,48425
1,9.0,6,1.0,1.0,3.0,0,1,0,B14,48433
0,,,,,3.0,0,1,1,B14,48456
0,,,,,4.0,0,0,0,B14,48462
0,,,,,12.0,0,1,0,B14,48468
1,1.0,10,1.0,3.0,3.0,0,0,0,B14,48474
1,1.0,10,1.0,4.0,3.0,0,0,0,B14,48486
0,,,,,11.0,0,1,1,B14,48499
0,,,,,12.0,0,1,1,B14,48502
0,,,,,11.0,0,1,1,B14,48506
0,,,,,11.0,0,1,1,B14,48508
0,,,,,12.0,0,0,1,B14,48511
0,,,,,10.0,0,1,0,B14,48517
1,1.0,13,1.0,6.0,1.0,0,0,0,B14,48522
1,1.0,13,1.0,1.0,1.0,0,0,1,B14,48542
0,,,,,11.0,0,0,1,B14,48547
1,1.0,10,1.0,10.0,3.0,0,0,0,B14,48553
1,1.0,10,1.0,5.0,3.0,0,0,0,B14,48586
0,,,,,12.0,0,0,0,B14,48605
1,1.0,10,1.0,7.0,3.0,0,0,0,B14,48612
0,,,,,12.0,0,0,0,B14,48637
0,,,,,12.0,0,0,0,B14,48641
1,1.0,9,1.0,7.0,4.0,0,0,0,B14,48647
1,1.0,9,1.0,2.0,4.0,0,0,1,B14,48670
1,10.0,6,1.0,2.0,4.0,0,0,1,B14,48678
1,12.0,8,1.0,1.0,4.0,0,0,1,B14,48690
1,1.0,9,1.0,2.0,4.0,0,0,1,B14,48701
1,1.0,9,1.0,2.0,4.0,0,0,1,B14,48708
1,1.0,10,1.0,5.0,3.0,0,0,0,B14,48717
0,,,,,12.0,0,1,1,B14,48731
0,,,,,12.0,0,0,1,B14,48732
1,1.0,9,1.0,6.0,4.0,0,0,0,B14,48735
0,,,,,11.0,0,1,1,B14,48755
0,,,,,12.0,0,0,0,B14,48758
1,1.0,9,1.0,9.0,4.0,0,0,0,B14,48763
1,1.0,9,1.0,5.0,4.0,0,0,1,B14,48792
1,1.0,9,1.0,4.0,4.0,0,0,1,B14,48808
0,,,,,4.0,0,0,1,B14,48821
1,1.0,9,1.0,2.0,4.0,0,0,1,B14,48823
0,,,,,11.0,0,1,1,B14,48832
1,1.0,13,1.0,8.0,1.0,0,0,0,B14,48837
1,1.0,13,1.0,3.0,1.0,0,0,1,B14,48863
1,1.0,13,1.0,3.0,1.0,0,0,1,B14,48871
1,1.0,13,1.0,1.0,1.0,0,0,1,B14,48881
0,,,,,1.0,0,0,0,B14,48889
1,1.0,14,1.0,4.0,12.0,0,0,0,B14,48895
0,,,,,12.0,0,0,1,B14,48909
1,1.0,13,1.0,7.0,1.0,0,0,0,B14,48914
1,1.0,13,1.0,1.0,1.0,0,0,1,B14,48937
1,1.0,13,1.0,1.0,1.0,0,0,0,B14,48942
1,1.0,10,1.0,8.0,3.0,0,0,0,B14,48953
1,1.0,10,1.0,3.0,3.0,0,0,1,B14,48979
1,1.0,10,1.0,3.0,3.0,0,0,0,B14,48991
0,,,,,12.0,0,0,1,B14,49002
0,,,,,11.0,0,1,1,B14,49005
0,,,,,11.0,0,1,1,B14,49007
1,1.0,14,1.0,1.0,12.0,0,0,0,B14,49010
1,1.0,13,1.0,5.0,1.0,0,0,0,B14,49018
1,1.0,9,1.0,8.0,4.0,0,0,0,B14,49038
1,1.0,9,1.0,1.0,4.0,0,0,1,B14,49064
1,1.0,14,1.0,1.0,12.0,0,0,0,B14,49070
1,1.0,10,1.0,9.0,3.0,0,0,0,B14,49082
1,1.0,10,1.0,5.0,3.0,0,0,1,B14,49111
1,1.0,10,1.0,2.0,3.0,0,0,1,B14,49127
1,1.0,10,1.0,5.0,3.0,0,0,0,B14,49136
0,,,,,10.0,0,0,1,B14,49154
1,1.0,10,1.0,8.0,3.0,0,0,0,B14,49159
1,1.0,10,1.0,4.0,3.0,0,0,1,B14,49185
1,1.0,10,1.0,1.0,3.0,0,0,1,B14,49199
1,1.0,10,1.0,4.0,3.0,0,0,1,B14,49203
1,1.0,10,1.0,5.0,3.0,0,0,1,B14,49217
1,1.0,10,1.0,4.0,3.0,0,0,0,B14,49237
0,,,,,12.0,0,1,0,B14,49253
0,,,,,10.0,0,1,1,B14,49255
1,1.0,13,1.0,1.0,1.0,0,1,0,B14,49259
1,1.0,13,1.0,2.0,1.0,0,0,1,B14,49265
0,,,,,10.0,0,1,0,B14,49274
1,1.0,10,1.0,6.0,3.0,0,0,0,B14,49279
1,1.0,10,1.0,3.0,3.0,0,0,1,B14,49299
1,1.0,10,1.0,1.0,3.0,0,0,1,B14,49310
1,1.0,10,1.0,3.0,3.0,0,0,0,B14,49316
1,1.0,14,1.0,1.0,12.0,0,1,0,B14,49335
0,,,,,1.0,0,1,0,B14,49344
0,,,,,12.0,0,1,1,B14,49345
0,,,,,12.0,0,1,1,B14,49346
0,,,,,9.0,0,1,1,B14,49348
0,,,,,12.0,0,0,1,B14,49351
1,1.0,9,1.0,8.0,4.0,0,0,0,B14,49358
1,1.0,9,1.0,3.0,4.0,0,0,1,B14,49384
1,1.0,9,1.0,7.0,4.0,0,0,0,B14,49396
1,1.0,9,1.0,3.0,4.0,0,0,1,B14,49419
1,1.0,9,1.0,1.0,4.0,0,0,1,B14,49433
1,1.0,9,1.0,5.0,4.0,0,0,1,B14,49438
1,1.0,9,1.0,3.0,4.0,0,0,1,B14,49454
0,,,,,4.0,0,1,1,B14,49465
1,1.0,9,1.0,4.0,4.0,0,0,0,B14,49469
1,1.0,9,1.0,1.0,4.0,0,0,0,B14,49496
0,,,,,12.0,0,1,1,B14,49503
1,1.0,14,1.0,1.0,12.0,0,1,1,B14,49504
1,1.0,9,1.0,7.0,4.0,0,0,0,B14,49513
1,1.0,9,1.0,4.0,4.0,0,0,0,B14,49537
1,1.0,9,1.0,1.0,4.0,0,0,0,B14,49562
0,,,,,4.0,0,0,1,B14,49567
1,1.0,9,1.0,7.0,4.0,0,0,0,B14,49577
1,1.0,9,1.0,4.0,4.0,0,0,1,B14,49600
1,1.0,9,1.0,4.0,4.0,0,0,1,B14,49613
1,1.0,9,1.0,6.0,4.0,0,0,1,B14,49626
1,1.0,9,1.0,3.0,4.0,0,0,1,B14,49646
1,1.0,9,1.0,8.0,4.0,0,0,0,B14,49658
1,1.0,9,1.0,2.0,4.0,0,0,0,B14,49685
1,1.0,9,1.0,5.0,4.0,0,0,0,B14,49693
0,,,,,4.0,0,0,1,B14,49710
1,1.0,9,1.0,2.0,4.0,0,0,1,B14,49712
1,1.0,9,1.0,7.0,4.0,0,0,0,B14,49723
1,1.0,9,1.0,2.0,4.0,0,0,1,B14,49746
1,1.0,9,1.0,7.0,4.0,0,0,0,B14,49757
1,1.0,9,1.0,5.0,4.0,0,0,1,B14,49779
1,1.0,9,1.0,3.0,4.0,0,0,1,B14,49796
1,1.0,9,1.0,3.0,4.0,0,0,1,B14,49807
0,,,,,1.0,0,0,0,B14,49821
1,1.0,9,1.0,6.0,4.0,0,0,0,B14,49826
0,,,,,4.0,0,0,1,B14,49850
1,1.0,13,1.0,8.0,1.0,0,0,0,B14,49855
1,1.0,13,1.0,2.0,1.0,0,0,1,B14,49881
1,1.0,13,1.0,5.0,1.0,0,0,0,B14,49890
1,1.0,13,1.0,7.0,1.0,0,0,0,B14,49910
0,,,,,12.0,0,0,0,B14,49935
0,,,,,10.0,0,0,1,B14,49938
1,1.0,9,1.0,6.0,4.0,0,0,0,B14,49946
0,,,,,12.0,0,0,1,B14,49964
1,1.0,9,1.0,6.0,4.0,0,0,0,B14,49969
1,1.0,14,1.0,2.0,12.0,0,0,0,B14,49988
0,,,,,10.0,0,1,0,B14,49997
0,,,,,4.0,0,0,1,B14,50004
0,,,,,1.0,0,0,1,B14,50007
0,,,,,1.0,0,1,1,B14,50010
0,,,,,1.0,0,0,1,B14,50012
0,,,,,12.0,0,0,0,B14,50023
0,,,,,10.0,0,1,1,B14,50026
0,,,,,10.0,0,0,1,B14,50028
0,,,,,10.0,0,0,1,B14,50031
0,,,,,10.0,0,0,0,B14,50034
1,1.0,9,1.0,6.0,4.0,0,0,0,B14,50039
1,1.0,9,1.0,1.0,4.0,0,0,1,B14,50059
1,1.0,9,1.0,4.0,4.0,0,0,0,B14,50065
0,,,,,10.0,0,1,1,B14,50079
1,1.0,9,1.0,2.0,4.0,0,1,0,B14,50087
1,1.0,9,0.0,,4.0,0,1,1,B14,50097
0,,,,,4.0,0,1,1,B14,50101
1,1.0,9,1.0,1.0,4.0,0,1,1,B14,50102
1,1.0,9,1.0,4.0,4.0,0,1,0,B14,50110
1,1.0,9,0.0,,4.0,0,1,1,B14,50126
1,1.0,10,1.0,3.0,3.0,0,1,0,B14,50131
1,1.0,10,0.0,,3.0,0,1,1,B14,50144
1,1.0,10,1.0,1.0,3.0,0,1,0,B14,50149
1,1.0,10,1.0,5.0,3.0,0,0,0,B14,50159
0,,,,,12.0,0,0,0,B14,50178
0,,,,,12.0,0,1,0,B14,50182
1,1.0,9,1.0,8.0,4.0,0,0,0,B14,50188
1,1.0,9,1.0,4.0,4.0,0,0,1,B14,50214
1,8.0,4,0.0,,4.0,0,0,1,B14,50228
1,1.0,9,1.0,6.0,4.0,0,0,0,B14,50237
1,1.0,9,0.0,,4.0,0,1,0,B14,50258
1,1.0,9,1.0,2.0,4.0,0,0,0,B14,50263
1,1.0,9,1.0,1.0,4.0,0,1,0,B14,50274
0,,,,,10.0,0,0,1,B14,50282
0,,,,,9.0,0,1,1,B14,50290
1,1.0,10,1.0,8.0,3.0,0,0,0,B14,50294
0,,,,,3.0,0,0,1,B14,50323
1,1.0,10,1.0,1.0,3.0,0,0,1,B14,50325
0,,,,,12.0,0,0,1,B14,50330
0,,,,,3.0,0,1,0,B14,50333
0,,,,,3.0,0,0,0,B14,50335
0,,,,,3.0,0,1,0,B14,50340
0,,,,,3.0,0,0,0,B14,50346
0,,,,,9.0,0,1,1,B14,50349
1,12.0,9,1.0,3.0,3.0,0,0,0,B14,50353
1,1.0,10,0.0,,3.0,0,1,1,B14,50372
1,12.0,9,1.0,4.0,3.0,0,0,0,B14,50379
1,1.0,10,1.0,1.0,3.0,0,1,1,B14,50393
1,10.0,7,1.0,5.0,3.0,0,0,0,B14,50402
1,1.0,10,1.0,2.0,3.0,0,0,1,B14,50423
0,,,,,3.0,0,0,1,B14,50431
0,,,,,3.0,0,1,0,B14,50434
0,,,,,9.0,0,1,1,B14,50438
1,1.0,10,0.0,,3.0,0,1,0,B14,50442
1,1.0,10,1.0,8.0,3.0,0,0,0,B14,50449
1,1.0,10,1.0,4.0,3.0,0,0,1,B14,50475
0,,,,,3.0,0,0,0,B14,50490
0,,,,,12.0,0,1,1,B14,50492
0,,,,,3.0,0,0,0,B14,50494
0,,,,,9.0,0,1,1,B14,50497
1,1.0,10,1.0,7.0,3.0,0,0,0,B14,50503
1,1.0,10,1.0,2.0,3.0,0,0,1,B14,50525
1,1.0,10,1.0,4.0,3.0,0,0,1,B14,50533
1,1.0,10,1.0,3.0,3.0,0,0,1,B14,50546
0,,,,,3.0,0,0,1,B14,50556
1,1.0,10,1.0,8.0,3.0,0,0,0,B14,50565
1,1.0,10,0.0,,3.0,0,1,1,B14,50593
1,1.0,10,1.0,4.0,3.0,0,0,1,B14,50597
0,,,,,3.0,0,1,1,B14,50611
1,1.0,10,1.0,4.0,3.0,0,1,1,B14,50612
1,1.0,10,0.0,,3.0,0,1,1,B14,50628
1,1.0,10,1.0,2.0,3.0,0,1,0,B14,50633
1,12.0,9,1.0,4.0,3.0,0,1,0,B14,50644
1,1.0,10,1.0,1.0,3.0,0,1,1,B14,50660
1,1.0,10,1.0,4.0,3.0,0,0,0,B14,50669
0,,,,,3.0,0,0,1,B14,50685
0,,,,,9.0,0,1,1,B14,50688
0,,,,,3.0,0,1,0,B14,50692
0,,,,,3.0,0,1,1,B14,50695
1,1.0,10,1.0,5.0,3.0,0,0,0,B14,50706
1,1.0,10,1.0,3.0,3.0,0,0,0,B14,50724
0,,,,,12.0,0,1,1,B14,50734
1,1.0,10,1.0,3.0,3.0,0,0,0,B14,50738
0,,,,,12.0,0,0,0,B14,50751
0,,,,,12.0,0,1,1,B14,50760
0,,,,,3.0,0,1,0,B14,50765
0,,,,,3.0,0,0,0,B14,50770
0,,,,,,0,1,1,F6,53469
0,,,,,,0,1,1,F6,53980
0,,,,,,0,1,1,F6,54271
0,,,,,,0,1,1,F6,54273
0,,,,,,0,1,1,F6,54594
0,,,,,,0,1,1,F6,54595
0,,,,,,0,1,1,F6,54596
0,,,,,,0,1,1,F6,55245
0,,,,,,0,1,0,F6,55719
0,,,,,,0,1,0,F6,55751
0,,,,,,0,1,1,F6,56009
1,1.0,10,1.0,7.0,3.0,0,0,0,F6,53430
1,1.0,10,1.0,4.0,3.0,0,0,1,F6,53453
1,10.0,9,1.0,8.0,1.0,0,0,0,F6,53474
1,1.0,13,1.0,2.0,1.0,0,1,1,F6,53500
1,1.0,13,1.0,3.0,1.0,0,0,1,F6,53510
1,1.0,13,1.0,3.0,1.0,0,0,1,F6,53519
1,9.0,8,1.0,1.0,1.0,0,1,1,F6,53528
1,10.0,9,1.0,7.0,1.0,0,0,0,F6,53558
1,9.0,8,1.0,1.0,1.0,0,1,1,F6,53585
1,1.0,13,1.0,5.0,1.0,0,0,1,F6,53600
1,1.0,13,0.0,,1.0,0,1,1,F6,53616
0,,,,,1.0,0,0,0,F6,53621
0,,,,,1.0,0,1,1,F6,53624
1,1.0,13,1.0,6.0,1.0,0,0,0,F6,53628
1,1.0,13,1.0,3.0,1.0,0,0,1,F6,53648
1,1.0,13,1.0,6.0,1.0,0,0,1,F6,53658
0,,,,,1.0,0,0,0,F6,53681
1,9.0,8,1.0,1.0,1.0,0,1,0,F6,53686
1,1.0,13,1.0,4.0,1.0,0,0,1,F6,53704
1,9.0,8,1.0,2.0,1.0,0,1,1,F6,53718
1,1.0,13,0.0,,1.0,0,1,1,F6,53743
1,9.0,8,0.0,,1.0,0,1,1,F6,53747
1,1.0,10,1.0,4.0,3.0,0,0,0,F6,53760
1,1.0,10,1.0,4.0,3.0,0,0,1,F6,53774
1,9.0,6,1.0,2.0,3.0,0,1,1,F6,53788
1,1.0,10,1.0,6.0,3.0,0,0,0,F6,53803
1,1.0,10,1.0,4.0,3.0,0,0,0,F6,53824
1,1.0,13,1.0,1.0,1.0,0,0,1,F6,53837
1,1.0,10,1.0,4.0,3.0,0,0,0,F6,53846
0,,,,,3.0,0,1,1,F6,53863
1,1.0,10,1.0,2.0,3.0,0,1,1,F6,53864
1,1.0,10,0.0,,3.0,0,1,1,F6,53874
1,1.0,10,0.0,,3.0,0,1,1,F6,53878
1,1.0,10,1.0,7.0,3.0,0,0,0,F6,53883
1,1.0,10,1.0,4.0,3.0,0,0,0,F6,53909
1,1.0,10,1.0,1.0,3.0,0,0,1,F6,53923
0,,,,,1.0,0,1,1,F6,53930
1,1.0,10,1.0,6.0,3.0,0,0,0,F6,53935
0,,,,,3.0,0,0,1,F6,53955
1,1.0,10,1.0,2.0,3.0,0,0,1,F6,53957
1,1.0,14,1.0,3.0,12.0,0,0,1,F6,53966
0,,,,,12.0,0,0,1,F6,53977
1,1.0,10,1.0,4.0,3.0,0,0,0,F6,53988
0,,,,,3.0,0,1,1,F6,54002
0,,,,,3.0,0,0,0,F6,54005
1,1.0,10,1.0,3.0,3.0,0,0,0,F6,54009
1,1.0,10,1.0,6.0,3.0,0,0,0,F6,54022
1,1.0,10,1.0,5.0,3.0,0,0,0,F6,54046
0,,,,,12.0,0,1,1,F6,54066
0,,,,,12.0,0,0,1,F6,54068
0,,,,,12.0,0,1,1,F6,54071
0,,,,,1.0,0,1,0,F6,54074
0,,,,,12.0,0,1,1,F6,54079
1,10.0,7,1.0,4.0,3.0,0,0,0,F6,54084
1,1.0,10,1.0,3.0,3.0,0,0,1,F6,54110
1,10.0,7,1.0,3.0,3.0,0,0,1,F6,54121
0,,,,,3.0,0,0,1,F6,54135
1,1.0,10,1.0,3.0,3.0,0,0,1,F6,54137
1,1.0,10,1.0,2.0,3.0,0,0,0,F6,54149
1,1.0,10,1.0,8.0,3.0,0,0,0,F6,54158
0,,,,,3.0,0,0,1,F6,54183
1,10.0,7,1.0,1.0,3.0,0,0,1,F6,54185
1,1.0,10,1.0,3.0,3.0,0,0,1,F6,54204
1,1.0,10,1.0,6.0,3.0,0,0,0,F6,54216
0,,,,,3.0,0,0,1,F6,54236
1,1.0,10,1.0,5.0,3.0,0,0,0,F6,54239
1,1.0,10,0.0,,3.0,0,1,1,F6,54258
0,,,,,1.0,0,0,1,F6,54261
0,,,,,3.0,0,1,1,F6,54264
0,,,,,3.0,0,1,1,F6,54267
0,,,,,3.0,0,1,1,F6,54269
0,,,,,1.0,0,0,1,F6,54277
1,1.0,10,1.0,7.0,3.0,0,0,0,F6,54280
0,,,,,3.0,0,0,1,F6,54303
1,1.0,10,1.0,2.0,3.0,0,0,1,F6,54305
1,1.0,10,1.0,1.0,3.0,0,0,1,F6,54313
1,1.0,10,1.0,4.0,3.0,0,0,0,F6,54318
0,,,,,3.0,0,0,1,F6,54332
1,1.0,10,1.0,3.0,3.0,0,0,0,F6,54340
1,1.0,10,1.0,2.0,3.0,0,0,1,F6,54351
1,1.0,10,1.0,1.0,3.0,0,0,1,F6,54359
0,,,,,1.0,0,0,1,F6,54365
1,1.0,10,1.0,2.0,3.0,0,0,0,F6,54369
0,,,,,3.0,0,0,1,F6,54378
1,1.0,10,1.0,3.0,3.0,0,0,0,F6,54382
0,,,,,3.0,0,0,1,F6,54393
1,10.0,7,1.0,3.0,3.0,0,0,1,F6,54395
1,1.0,10,1.0,2.0,3.0,0,0,1,F6,54408
1,1.0,10,1.0,8.0,3.0,0,0,0,F6,54420
1,1.0,10,1.0,2.0,3.0,0,0,1,F6,54446
1,1.0,10,1.0,4.0,3.0,0,0,1,F6,54454
1,1.0,10,1.0,3.0,3.0,0,0,1,F6,54468
1,1.0,10,1.0,4.0,3.0,0,0,0,F6,54480
1,1.0,10,1.0,5.0,3.0,0,0,0,F6,54493
1,1.0,10,1.0,6.0,3.0,0,0,0,F6,54509
0,,,,,12.0,0,0,1,F6,54529
1,1.0,10,1.0,6.0,3.0,0,0,0,F6,54532
1,1.0,14,1.0,2.0,12.0,0,0,0,F6,54554
1,1.0,10,1.0,6.0,3.0,0,0,0,F6,54565
1,1.0,10,1.0,2.0,3.0,0,0,1,F6,54585
1,1.0,10,1.0,2.0,3.0,0,0,0,F6,54603
0,,,,,12.0,0,0,1,F6,54610
1,1.0,10,1.0,4.0,3.0,0,1,0,F6,54614
0,,,,,12.0,0,0,1,F6,54628
1,1.0,14,1.0,1.0,12.0,0,0,1,F6,54631
1,1.0,14,1.0,1.0,12.0,0,0,1,F6,54637
0,,,,,1.0,0,1,1,F6,54647
0,,,,,1.0,0,0,1,F6,54649
0,,,,,12.0,0,0,0,F6,54652
0,,,,,10.0,0,1,0,F6,54657
0,,,,,3.0,0,0,0,F6,54660
0,,,,,12.0,0,0,1,F6,54663
0,,,,,12.0,0,0,1,F6,54666
1,1.0,14,1.0,1.0,12.0,0,0,1,F6,54671
0,,,,,12.0,0,0,1,F6,54676
1,1.0,10,1.0,4.0,3.0,0,0,0,F6,54680
1,1.0,10,1.0,6.0,3.0,0,0,0,F6,54702
1,1.0,10,1.0,3.0,3.0,0,0,1,F6,54720
1,1.0,10,1.0,2.0,3.0,0,0,1,F6,54731
1,1.0,10,1.0,3.0,3.0,0,0,1,F6,54738
1,1.0,10,1.0,6.0,3.0,0,0,1,F6,54749
1,12.0,9,1.0,2.0,3.0,0,0,1,F6,54768
1,1.0,10,1.0,3.0,3.0,0,0,1,F6,54786
1,10.0,7,1.0,7.0,3.0,0,0,0,F6,54796
0,,,,,3.0,0,0,0,F6,54820
0,,,,,3.0,0,0,0,F6,54825
0,,,,,3.0,0,1,1,F6,54827
1,1.0,10,1.0,4.0,3.0,0,0,0,F6,54831
1,9.0,6,0.0,,3.0,0,1,0,F6,54846
0,,,,,3.0,0,0,1,F6,54870
1,12.0,9,1.0,2.0,3.0,0,0,1,F6,54872
0,,,,,3.0,0,1,1,F6,54882
1,12.0,9,1.0,2.0,3.0,0,1,1,F6,54885
0,,,,,3.0,0,1,1,F6,54892
0,,,,,1.0,0,0,0,F6,54894
1,12.0,9,1.0,6.0,3.0,0,0,0,F6,54899
1,12.0,9,1.0,1.0,3.0,0,0,1,F6,54918
1,12.0,9,1.0,5.0,3.0,0,0,1,F6,54923
1,12.0,9,1.0,8.0,3.0,0,0,1,F6,54942
1,12.0,9,1.0,3.0,3.0,0,0,1,F6,54968
1,12.0,9,0.0,,3.0,0,1,1,F6,54979
1,12.0,9,1.0,3.0,3.0,0,0,1,F6,54983
1,12.0,9,1.0,6.0,3.0,0,0,0,F6,54995
1,12.0,9,1.0,6.0,3.0,0,0,1,F6,55016
1,12.0,9,1.0,2.0,3.0,0,0,1,F6,55036
0,,,,,3.0,0,0,1,F6,55043
0,,,,,3.0,0,1,0,F6,55046
1,12.0,9,1.0,7.0,3.0,0,0,0,F6,55048
1,12.0,9,1.0,5.0,3.0,0,0,1,F6,55071
0,,,,,10.0,0,1,1,F6,55087
1,12.0,9,1.0,4.0,3.0,0,1,0,F6,55091
0,,,,,3.0,0,0,1,F6,55107
0,,,,,3.0,0,1,1,F6,55109
1,8.0,5,1.0,2.0,3.0,0,1,1,F6,55110
1,1.0,10,0.0,,3.0,0,1,1,F6,55137
0,,,,,3.0,0,1,1,F6,55141
0,,,,,3.0,0,1,1,F6,55142
1,1.0,10,1.0,1.0,3.0,0,0,0,F6,55144
0,,,,,3.0,0,0,1,F6,55148
0,,,,,10.0,0,1,1,F6,55151
1,12.0,9,1.0,6.0,3.0,0,0,0,F6,55155
1,1.0,10,1.0,3.0,3.0,0,0,1,F6,55176
0,,,,,12.0,0,0,0,F6,55189
1,1.0,9,1.0,4.0,4.0,0,0,0,F6,55195
0,,,,,4.0,0,0,1,F6,55205
0,,,,,3.0,0,1,1,F6,55207
0,,,,,12.0,0,0,1,F6,55213
0,,,,,12.0,0,1,1,F6,55216
0,,,,,12.0,0,1,1,F6,55218
0,,,,,3.0,0,0,0,F6,55221
0,,,,,10.0,0,1,0,F6,55225
0,,,,,12.0,0,0,1,F6,55229
1,1.0,10,1.0,3.0,3.0,0,0,0,F6,55233
1,1.0,10,1.0,5.0,3.0,0,0,0,F6,55252
1,1.0,10,1.0,2.0,3.0,0,0,1,F6,55269
1,1.0,10,1.0,3.0,3.0,0,0,1,F6,55277
0,,,,,3.0,0,0,1,F6,55288
1,1.0,10,1.0,4.0,3.0,0,0,1,F6,55290
1,1.0,10,1.0,5.0,3.0,0,0,1,F6,55304
1,11.0,8,1.0,1.0,3.0,0,0,0,F6,55322
0,,,,,3.0,0,0,0,F6,55328
0,,,,,12.0,0,1,1,F6,55331
1,1.0,10,1.0,5.0,3.0,0,0,0,F6,55335
1,1.0,10,1.0,3.0,3.0,0,0,1,F6,55352
1,1.0,10,1.0,5.0,3.0,0,0,1,F6,55363
0,,,,,3.0,0,0,1,F6,55380
1,1.0,10,1.0,3.0,3.0,0,0,0,F6,55383
1,1.0,10,1.0,7.0,3.0,0,0,0,F6,55397
1,1.0,10,1.0,2.0,3.0,0,0,1,F6,55420
1,1.0,10,1.0,2.0,3.0,0,0,1,F6,55427
1,1.0,10,1.0,1.0,3.0,0,0,1,F6,55435
1,1.0,10,1.0,8.0,3.0,0,0,0,F6,55444
1,1.0,10,1.0,2.0,3.0,0,0,1,F6,55470
1,1.0,10,1.0,4.0,3.0,0,0,0,F6,55479
1,1.0,10,1.0,7.0,3.0,0,0,0,F6,55494
