Burst,Date_burst_daughter,Delta_Burst_date_child,Flowering,Flowering_Date,Lateral_GU_daughter,No_Lateral_GU,No_inflo,burst_date_mother,cycle,is_in_extremity,is_loaded,tree,uc
0,,,1.0,5,,,1.0,2,5,1,1,B10,41055
0,,,1.0,5,,,1.0,2,5,1,1,B10,41057
0,,,1.0,5,,,1.0,2,5,1,1,B10,41059
0,,,1.0,7,,,1.0,8,5,1,1,B10,41062
0,,,0.0,NA,,,0.0,8,5,1,1,B10,41065
1,11.0,3.0,,NA,0.0,,,8,5,0,1,B10,41070
1,2.0,3.0,,NA,1.0,4.0,,11,5,0,1,B10,41071
0,,,1.0,4,,,1.0,2,5,1,1,B10,41072
0,,,1.0,4,,,1.0,2,5,1,1,B10,41074
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41076
0,,,1.0,4,,,1.0,2,5,1,1,B10,41077
0,,,1.0,4,,,1.0,2,5,1,1,B10,41079
1,12.0,4.0,,NA,0.0,,,8,5,0,1,B10,41086
1,2.0,2.0,,NA,1.0,2.0,,12,5,0,1,B10,41087
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41088
0,,,1.0,5,,,1.0,2,5,1,1,B10,41089
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41091
1,11.0,3.0,,NA,0.0,,,8,5,0,1,B10,41093
1,2.0,3.0,,NA,1.0,3.0,,11,5,0,1,B10,41094
0,,,1.0,5,,,2.0,2,5,1,1,B10,41095
0,,,1.0,4,,,1.0,2,5,1,1,B10,41097
0,,,1.0,7,,,1.0,2,5,1,1,B10,41099
0,,,1.0,5,,,1.0,2,5,1,1,B10,41101
1,11.0,3.0,,NA,0.0,,,8,5,0,1,B10,41104
1,2.0,3.0,,NA,1.0,4.0,,11,5,0,1,B10,41105
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41106
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41107
0,,,1.0,7,,,1.0,2,5,1,1,B10,41108
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41110
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41111
0,,,0.0,NA,,,0.0,8,5,1,1,B10,41113
0,,,0.0,NA,,,0.0,8,5,1,1,B10,41116
1,12.0,4.0,,NA,0.0,,,8,5,0,1,B10,41119
1,2.0,2.0,,NA,0.0,,,12,5,0,1,B10,41120
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41121
1,11.0,3.0,,NA,0.0,,,8,5,0,1,B10,41123
0,,,0.0,NA,,,0.0,11,5,1,1,B10,41124
1,3.0,7.0,,NA,0.0,,,8,5,0,1,B10,41134
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41135
0,,,0.0,NA,,,0.0,8,5,1,1,B10,41137
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41148
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41150
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41152
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41154
0,,,1.0,7,,,1.0,3,5,1,1,B10,41163
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41166
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41179
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41183
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41185
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41187
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41193
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41209
1,3.0,7.0,,NA,0.0,,,8,5,0,1,B10,41215
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41216
1,3.0,7.0,,NA,1.0,2.0,,8,5,0,1,B10,41218
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41219
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41220
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41222
1,3.0,7.0,,NA,0.0,,,8,5,0,1,B10,41225
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41226
1,3.0,7.0,,NA,0.0,,,8,5,0,1,B10,41235
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41236
0,,,0.0,NA,,,0.0,8,5,1,1,B10,41238
1,11.0,3.0,,NA,1.0,1.0,,8,5,0,1,B10,41249
1,2.0,3.0,,NA,1.0,2.0,,11,5,0,1,B10,41250
0,,,1.0,7,,,1.0,2,5,1,1,B10,41251
0,,,1.0,5,,,1.0,2,5,1,1,B10,41253
0,,,1.0,5,,,1.0,2,5,1,1,B10,41255
1,2.0,3.0,,NA,0.0,,,11,5,0,1,B10,41257
0,,,1.0,5,,,1.0,2,5,1,1,B10,41258
1,11.0,3.0,,NA,1.0,1.0,,8,5,0,1,B10,41261
1,2.0,3.0,,NA,1.0,2.0,,11,5,0,1,B10,41262
0,,,1.0,4,,,1.0,2,5,1,1,B10,41263
0,,,1.0,4,,,1.0,2,5,1,1,B10,41265
0,,,1.0,4,,,1.0,2,5,1,1,B10,41267
1,2.0,3.0,,NA,0.0,,,11,5,0,1,B10,41269
0,,,1.0,4,,,2.0,2,5,1,1,B10,41270
1,11.0,3.0,,NA,1.0,1.0,,8,5,0,1,B10,41273
1,2.0,3.0,,NA,1.0,2.0,,11,5,0,1,B10,41274
0,,,1.0,4,,,1.0,2,5,1,1,B10,41275
0,,,1.0,4,,,1.0,2,5,1,1,B10,41277
0,,,1.0,4,,,1.0,2,5,1,1,B10,41279
1,2.0,3.0,,NA,0.0,,,11,5,0,1,B10,41281
0,,,1.0,4,,,1.0,2,5,1,1,B10,41282
1,11.0,3.0,,NA,1.0,1.0,,8,5,0,1,B10,41285
1,2.0,3.0,,NA,1.0,1.0,,11,5,0,1,B10,41286
0,,,1.0,7,,,1.0,2,5,1,1,B10,41288
0,,,1.0,5,,,1.0,2,5,1,1,B10,41290
1,2.0,3.0,,NA,0.0,,,11,5,0,1,B10,41292
0,,,1.0,7,,,1.0,2,5,1,1,B10,41293
0,,,1.0,5,,,1.0,8,5,1,1,B10,41298
0,,,1.0,5,,,1.0,8,5,1,1,B10,41301
0,,,0.0,NA,,,0.0,8,5,1,1,B10,41304
0,,,1.0,5,,,1.0,8,5,1,1,B10,41312
0,,,1.0,7,,,1.0,8,5,1,1,B10,41318
0,,,1.0,7,,,1.0,8,5,1,1,B10,41322
0,,,1.0,4,,,1.0,8,5,1,1,B10,41325
0,,,1.0,4,,,1.0,8,5,1,1,B10,41328
1,3.0,3.0,,NA,0.0,,,12,5,0,1,B10,41338
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41339
1,11.0,3.0,,NA,1.0,1.0,,8,5,0,1,B10,41344
1,2.0,3.0,,NA,1.0,2.0,,11,5,0,1,B10,41345
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41346
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41347
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41348
1,2.0,3.0,,NA,1.0,1.0,,11,5,0,1,B10,41349
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41350
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41351
0,,,0.0,NA,,,0.0,11,5,1,1,B10,41367
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41369
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41371
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41373
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41375
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41377
1,3.0,7.0,,NA,0.0,,,8,5,0,1,B10,41379
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41380
1,2.0,3.0,,NA,1.0,2.0,,11,5,0,1,B10,41391
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41392
1,3.0,2.0,,NA,1.0,1.0,,1,5,0,1,B10,41393
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41394
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41395
0,,,1.0,7,,,1.0,2,5,1,1,B10,41397
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41400
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41402
0,,,1.0,7,,,1.0,2,5,1,1,B10,41404
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41407
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41411
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41413
0,,,1.0,7,,,1.0,2,5,1,1,B10,41417
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41420
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41422
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41424
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41426
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41432
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41434
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41439
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41441
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41443
1,2.0,3.0,,NA,1.0,3.0,,11,5,0,1,B10,41445
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41446
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41447
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41448
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41449
1,2.0,3.0,,NA,1.0,2.0,,11,5,0,1,B10,41453
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41454
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41455
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41457
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41464
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41466
0,,,1.0,5,,,1.0,2,5,1,1,B10,41473
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41476
0,,,1.0,4,,,1.0,2,5,1,1,B10,41478
0,,,1.0,4,,,1.0,2,5,1,1,B10,41481
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41484
0,,,1.0,5,,,1.0,2,5,1,1,B10,41488
0,,,1.0,4,,,1.0,2,5,1,1,B10,41491
0,,,1.0,5,,,1.0,2,5,1,1,B10,41494
0,,,1.0,5,,,1.0,2,5,1,1,B10,41497
0,,,1.0,5,,,1.0,2,5,1,1,B10,41500
0,,,1.0,4,,,1.0,2,5,1,1,B10,41503
0,,,1.0,5,,,1.0,2,5,1,1,B10,41508
0,,,1.0,5,,,1.0,2,5,1,1,B10,41511
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41521
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41523
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41525
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41527
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41529
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41533
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41535
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41537
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41543
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41551
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41553
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41555
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41557
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41559
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41561
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41563
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41565
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41567
1,11.0,3.0,,NA,0.0,,,8,5,0,1,B10,41580
1,2.0,3.0,,NA,1.0,6.0,,11,5,0,1,B10,41581
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41582
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41583
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41584
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41585
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41586
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41587
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41588
1,2.0,3.0,,NA,1.0,1.0,,11,5,0,1,B10,41590
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41591
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41592
1,2.0,3.0,,NA,0.0,,,11,5,0,1,B10,41594
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41595
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41597
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41604
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41606
0,,,1.0,7,,,1.0,2,5,1,1,B10,41608
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41611
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41613
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41615
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41617
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41619
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41623
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41625
0,,,1.0,5,,,1.0,2,5,1,1,B10,41629
0,,,1.0,7,,,1.0,2,5,1,1,B10,41632
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41635
0,,,1.0,5,,,1.0,2,5,1,1,B10,41637
0,,,1.0,5,,,1.0,2,5,1,1,B10,41643
0,,,1.0,4,,,1.0,2,5,1,1,B10,41646
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41651
0,,,1.0,4,,,1.0,2,5,1,1,B10,41653
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41656
0,,,1.0,7,,,1.0,2,5,1,1,B10,41658
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41661
0,,,1.0,7,,,1.0,2,5,1,1,B10,41663
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41666
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41668
0,,,1.0,5,,,1.0,2,5,1,1,B10,41673
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41676
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41678
0,,,1.0,7,,,1.0,2,5,1,1,B10,41680
0,,,1.0,5,,,1.0,2,5,1,1,B10,41683
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41686
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41688
0,,,1.0,8,,,1.0,2,5,1,1,B10,41699
0,,,1.0,10,,,1.0,2,5,1,1,B10,41702
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41705
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41707
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41709
1,2.0,6.0,,NA,1.0,3.0,,8,5,0,1,B10,41712
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41713
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41714
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41715
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41716
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41720
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41722
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41724
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41730
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41732
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41734
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41740
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41742
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41744
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41746
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41748
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41750
0,,,1.0,5,,,1.0,2,5,1,1,B10,41754
0,,,1.0,5,,,1.0,2,5,1,1,B10,41757
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41762
0,,,1.0,7,,,1.0,2,5,1,1,B10,41764
0,,,1.0,7,,,1.0,2,5,1,1,B10,41767
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41770
0,,,1.0,5,,,1.0,2,5,1,1,B10,41772
0,,,1.0,7,,,1.0,2,5,1,1,B10,41789
0,,,1.0,7,,,1.0,2,5,1,1,B10,41792
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41795
0,,,1.0,7,,,1.0,2,5,1,1,B10,41797
0,,,1.0,5,,,1.0,2,5,1,1,B10,41802
0,,,1.0,5,,,1.0,2,5,1,1,B10,41805
0,,,1.0,5,,,1.0,2,5,1,1,B10,41808
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41813
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41815
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41822
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41824
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41826
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41831
0,,,1.0,7,,,1.0,3,5,1,1,B10,41837
0,,,1.0,7,,,1.0,3,5,1,1,B10,41840
0,,,1.0,7,,,1.0,3,5,1,1,B10,41843
0,,,1.0,7,,,1.0,3,5,1,1,B10,41846
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41869
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41871
0,,,1.0,7,,,1.0,3,5,1,1,B10,41873
0,,,1.0,7,,,1.0,2,5,1,1,B10,41888
0,,,1.0,7,,,1.0,2,5,1,1,B10,41891
0,,,1.0,7,,,1.0,2,5,1,1,B10,41898
0,,,1.0,7,,,1.0,2,5,1,1,B10,41901
0,,,1.0,7,,,1.0,2,5,1,1,B10,41923
0,,,1.0,5,,,1.0,2,5,1,1,B10,41928
0,,,1.0,5,,,1.0,2,5,1,1,B10,41931
0,,,1.0,5,,,1.0,2,5,1,1,B10,41934
0,,,1.0,5,,,1.0,2,5,1,1,B10,41937
0,,,1.0,4,,,1.0,2,5,1,1,B10,41940
0,,,0.0,NA,,,0.0,3,5,1,1,B10,41949
0,,,1.0,8,,,1.0,3,5,1,1,B10,41953
0,,,1.0,8,,,1.0,3,5,1,1,B10,41956
0,,,1.0,5,,,1.0,2,5,1,1,B10,41963
0,,,1.0,5,,,1.0,2,5,1,1,B10,41966
0,,,1.0,5,,,1.0,2,5,1,1,B10,41969
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41972
0,,,1.0,5,,,1.0,2,5,1,1,B10,41983
0,,,1.0,5,,,1.0,2,5,1,1,B10,41986
0,,,0.0,NA,,,0.0,2,5,1,1,B10,41989
0,,,1.0,5,,,1.0,2,5,1,1,B10,41991
0,,,1.0,5,,,1.0,2,5,1,1,B10,41994
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42004
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42006
0,,,0.0,NA,,,0.0,2,5,1,1,B10,42012
0,,,0.0,NA,,,0.0,2,5,1,1,B10,42014
0,,,0.0,NA,,,0.0,2,5,1,1,B10,42016
0,,,0.0,NA,,,0.0,2,5,1,1,B10,42018
0,,,0.0,NA,,,0.0,2,5,1,1,B10,42020
0,,,0.0,NA,,,0.0,2,5,1,1,B10,42022
0,,,1.0,7,,,1.0,3,5,1,1,B10,42028
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42031
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42033
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42035
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42037
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42039
0,,,1.0,5,,,1.0,2,5,1,1,B10,42054
0,,,1.0,5,,,1.0,2,5,1,1,B10,42057
0,,,1.0,5,,,1.0,2,5,1,1,B10,42060
0,,,1.0,5,,,1.0,2,5,1,1,B10,42063
0,,,1.0,5,,,1.0,2,5,1,1,B10,42070
0,,,1.0,5,,,1.0,2,5,1,1,B10,42073
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42078
0,,,1.0,8,,,1.0,3,5,1,1,B10,42090
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42093
0,,,1.0,8,,,1.0,3,5,1,1,B10,42095
0,,,1.0,5,,,1.0,3,5,1,1,B10,42101
0,,,1.0,8,,,1.0,3,5,1,1,B10,42106
0,,,1.0,8,,,1.0,3,5,1,1,B10,42109
0,,,1.0,8,,,1.0,3,5,1,1,B10,42112
0,,,1.0,8,,,1.0,3,5,1,1,B10,42115
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42118
0,,,1.0,12,,,1.0,3,5,1,1,B10,42120
0,,,1.0,12,,,1.0,3,5,1,1,B10,42123
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42128
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42130
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42134
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42136
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42138
0,,,1.0,5,,,1.0,3,5,1,1,B10,42144
0,,,1.0,5,,,1.0,3,5,1,1,B10,42147
0,,,1.0,5,,,1.0,3,5,1,1,B10,42150
0,,,1.0,5,,,1.0,3,5,1,1,B10,42153
0,,,1.0,4,,,1.0,3,5,1,1,B10,42161
0,,,1.0,4,,,1.0,3,5,1,1,B10,42164
0,,,1.0,4,,,1.0,3,5,1,1,B10,42167
0,,,1.0,1,,,1.0,3,5,1,1,B10,42170
0,,,1.0,4,,,1.0,3,5,1,1,B10,42173
0,,,1.0,5,,,1.0,3,5,1,1,B10,42178
0,,,1.0,5,,,1.0,3,5,1,1,B10,42181
0,,,1.0,5,,,1.0,3,5,1,1,B10,42184
0,,,1.0,5,,,1.0,3,5,1,1,B10,42187
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42191
0,,,1.0,7,,,1.0,3,5,1,1,B10,42193
0,,,1.0,5,,,1.0,2,5,1,1,B10,42201
0,,,0.0,NA,,,0.0,2,5,1,1,B10,42204
0,,,1.0,4,,,1.0,2,5,1,1,B10,42206
1,2.0,3.0,,NA,0.0,,,11,5,0,1,B10,42211
0,,,1.0,5,,,1.0,2,5,1,1,B10,42212
1,2.0,3.0,,NA,1.0,3.0,,11,5,0,1,B10,42215
0,,,1.0,12,,,1.0,2,5,1,1,B10,42216
0,,,1.0,5,,,1.0,2,5,1,1,B10,42218
0,,,1.0,12,,,1.0,2,5,1,1,B10,42220
0,,,1.0,7,,,1.0,2,5,1,1,B10,42222
0,,,1.0,5,,,1.0,2,5,1,1,B10,42228
0,,,0.0,NA,,,0.0,2,5,1,1,B10,42231
0,,,0.0,NA,,,0.0,2,5,1,1,B10,42235
0,,,1.0,4,,,1.0,2,5,1,1,B10,42237
0,,,1.0,4,,,1.0,2,5,1,1,B10,42240
0,,,1.0,4,,,1.0,2,5,1,1,B10,42243
0,,,1.0,4,,,1.0,2,5,1,1,B10,42246
0,,,1.0,5,,,1.0,3,5,1,1,B10,42254
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42259
0,,,1.0,4,,,1.0,3,5,1,1,B10,42261
0,,,1.0,4,,,1.0,3,5,1,1,B10,42264
0,,,1.0,5,,,1.0,3,5,1,1,B10,42267
0,,,1.0,7,,,1.0,3,5,1,1,B10,42270
0,,,1.0,8,,,1.0,3,5,1,1,B10,42275
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42278
0,,,1.0,8,,,1.0,3,5,1,1,B10,42280
0,,,1.0,5,,,1.0,3,5,1,1,B10,42285
0,,,1.0,5,,,1.0,3,5,1,1,B10,42288
0,,,1.0,8,,,1.0,3,5,1,1,B10,42294
0,,,1.0,5,,,1.0,3,5,1,1,B10,42297
1,3.0,7.0,,NA,1.0,2.0,,8,5,0,1,B10,42300
0,,,1.0,5,,,1.0,3,5,1,1,B10,42301
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42303
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42304
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42306
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42308
0,,,1.0,1,,,1.0,3,5,1,1,B10,42313
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42316
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42318
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42320
0,,,1.0,5,,,1.0,3,5,1,1,B10,42327
0,,,1.0,7,,,1.0,3,5,1,1,B10,42330
1,3.0,2.0,,NA,1.0,5.0,,1,5,0,1,B10,42333
0,,,1.0,7,,,1.0,3,5,1,1,B10,42334
0,,,1.0,7,,,1.0,3,5,1,1,B10,42336
0,,,1.0,5,,,1.0,3,5,1,1,B10,42338
0,,,1.0,7,,,1.0,3,5,1,1,B10,42340
0,,,1.0,7,,,1.0,3,5,1,1,B10,42342
0,,,1.0,7,,,1.0,3,5,1,1,B10,42344
0,,,1.0,4,,,1.0,3,5,1,1,B10,42352
0,,,0.0,NA,,,0.0,2,5,1,1,B10,42365
0,,,1.0,4,,,1.0,2,5,1,1,B10,42369
0,,,1.0,4,,,1.0,2,5,1,1,B10,42372
0,,,1.0,4,,,1.0,2,5,1,1,B10,42375
0,,,1.0,4,,,1.0,2,5,1,1,B10,42378
0,,,1.0,4,,,1.0,2,5,1,1,B10,42381
0,,,1.0,4,,,1.0,2,5,1,1,B10,42384
1,2.0,4.0,,NA,1.0,4.0,,10,5,0,1,B10,42387
0,,,1.0,5,,,1.0,2,5,1,1,B10,42388
0,,,1.0,4,,,1.0,2,5,1,1,B10,42390
0,,,1.0,4,,,1.0,2,5,1,1,B10,42392
0,,,1.0,4,,,1.0,2,5,1,1,B10,42394
0,,,1.0,4,,,1.0,2,5,1,1,B10,42396
0,,,1.0,5,,,1.0,2,5,1,1,B10,42401
0,,,0.0,NA,,,0.0,2,5,1,1,B10,42404
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42409
0,,,1.0,4,,,1.0,3,5,1,1,B10,42414
0,,,1.0,4,,,1.0,3,5,1,1,B10,42417
0,,,1.0,4,,,1.0,3,5,1,1,B10,42420
0,,,1.0,4,,,1.0,3,5,1,1,B10,42423
0,,,1.0,4,,,1.0,2,5,1,1,B10,42429
0,,,1.0,4,,,1.0,2,5,1,1,B10,42432
0,,,1.0,4,,,1.0,2,5,1,1,B10,42435
0,,,1.0,4,,,1.0,2,5,1,1,B10,42438
0,,,1.0,4,,,1.0,2,5,1,1,B10,42441
0,,,1.0,4,,,1.0,2,5,1,1,B10,42444
0,,,1.0,4,,,1.0,2,5,1,1,B10,42447
0,,,1.0,4,,,1.0,2,5,1,1,B10,42450
0,,,1.0,4,,,1.0,2,5,1,1,B10,42453
0,,,1.0,4,,,1.0,2,5,1,1,B10,42456
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42460
0,,,1.0,5,,,1.0,3,5,1,1,B10,42462
0,,,1.0,5,,,1.0,3,5,1,1,B10,42467
0,,,1.0,5,,,1.0,3,5,1,1,B10,42470
0,,,1.0,5,,,1.0,3,5,1,1,B10,42473
0,,,0.0,NA,,,0.0,3,5,1,1,B10,42476
0,,,1.0,5,,,1.0,3,5,1,1,B10,42478
0,,,1.0,5,,,1.0,3,5,1,1,B10,42481
0,,,1.0,5,,,1.0,3,5,1,1,B10,42484
0,,,1.0,5,,,1.0,2,5,1,1,B10,42492
0,,,1.0,5,,,1.0,2,5,1,1,B10,42497
0,,,1.0,5,,,1.0,2,5,1,1,B10,42500
0,,,1.0,5,,,1.0,2,5,1,1,B10,42509
0,,,1.0,7,,,1.0,2,5,1,1,B10,42522
0,,,1.0,5,,,1.0,3,5,1,1,B10,42527
0,,,1.0,5,,,1.0,3,5,1,1,B10,42530
0,,,1.0,5,,,1.0,3,5,1,1,B10,42533
0,,,1.0,5,,,1.0,3,5,1,1,B10,42540
