Burst,Date_burst_daughter,Delta_Burst_date_child,Flowering,Flowering_Date,Lateral_GU_daughter,No_Lateral_GU,No_inflo,burst_date_mother,cycle,is_in_extremity,is_loaded,tree,uc
1,3.0,7.0,,NA,0.0,,,8,5,0,1,B12,45550
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45551
0,,,0.0,NA,,,0.0,8,5,1,1,B12,45553
1,3.0,7.0,,NA,1.0,3.0,,8,5,0,1,B12,45556
0,,,1.0,5,,,1.0,3,5,1,1,B12,45557
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45559
0,,,1.0,5,,,1.0,3,5,1,1,B12,45560
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45562
1,3.0,7.0,,NA,0.0,,,8,5,0,1,B12,45564
0,,,1.0,5,,,1.0,3,5,1,1,B12,45565
1,3.0,7.0,,NA,0.0,,,8,5,0,1,B12,45568
0,,,1.0,6,,,1.0,3,5,1,1,B12,45569
1,11.0,3.0,,NA,0.0,,,8,5,0,1,B12,45572
1,3.0,4.0,,NA,1.0,1.0,,11,5,0,1,B12,45573
0,,,1.0,7,,,1.0,3,5,1,1,B12,45574
0,,,1.0,5,,,1.0,3,5,1,1,B12,45576
1,3.0,7.0,,NA,0.0,,,8,5,0,1,B12,45579
0,,,1.0,5,,,1.0,3,5,1,1,B12,45580
0,,,1.0,7,,,1.0,3,5,1,1,B12,45585
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45588
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45590
0,,,1.0,5,,,1.0,2,5,1,1,B12,45595
0,,,0.0,NA,,,0.0,2,5,1,1,B12,45600
0,,,0.0,NA,,,0.0,2,5,1,1,B12,45602
0,,,1.0,5,,,1.0,2,5,1,1,B12,45604
0,,,1.0,5,,,1.0,2,5,1,1,B12,45607
0,,,1.0,5,,,1.0,2,5,1,1,B12,45610
0,,,0.0,NA,,,0.0,2,5,1,1,B12,45613
0,,,0.0,NA,,,0.0,2,5,1,1,B12,45615
0,,,0.0,NA,,,0.0,2,5,1,1,B12,45617
1,2.0,4.0,,NA,1.0,4.0,,10,5,0,1,B12,45623
0,,,1.0,5,,,1.0,3,5,1,1,B12,45624
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45626
0,,,0.0,NA,,,0.0,2,5,1,1,B12,45627
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45628
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45630
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45634
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45641
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45643
0,,,1.0,5,,,1.0,3,5,1,1,B12,45645
1,3.0,5.0,,NA,0.0,,,10,5,0,1,B12,45653
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45654
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45656
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45658
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45660
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45662
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45664
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45666
1,3.0,7.0,,NA,1.0,3.0,,8,5,0,1,B12,45671
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45672
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45673
0,,,1.0,5,,,1.0,3,5,1,1,B12,45674
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45676
0,,,0.0,NA,,,0.0,8,5,1,1,B12,45678
1,3.0,7.0,,NA,0.0,,,8,5,0,1,B12,45680
0,,,1.0,5,,,1.0,3,5,1,1,B12,45681
0,,,1.0,5,,,1.0,3,5,1,1,B12,45688
0,,,1.0,5,,,1.0,3,5,1,1,B12,45693
0,,,1.0,9,,,1.0,3,5,1,1,B12,45696
0,,,1.0,5,,,1.0,3,5,1,1,B12,45699
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45702
0,,,1.0,5,,,1.0,3,5,1,1,B12,45704
0,,,1.0,5,,,1.0,3,5,1,1,B12,45707
0,,,1.0,5,,,1.0,3,5,1,1,B12,45710
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45713
1,3.0,5.0,,NA,0.0,,,10,5,0,1,B12,45717
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45718
0,,,1.0,5,,,1.0,3,5,1,1,B12,45720
0,,,1.0,7,,,1.0,3,5,1,1,B12,45723
0,,,1.0,5,,,1.0,3,5,1,1,B12,45726
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45729
0,,,1.0,7,,,1.0,3,5,1,1,B12,45731
0,,,1.0,6,,,1.0,3,5,1,1,B12,45734
0,,,1.0,5,,,1.0,3,5,1,1,B12,45737
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45742
0,,,1.0,5,,,1.0,3,5,1,1,B12,45744
0,,,0.0,NA,,,0.0,10,5,1,1,B12,45752
0,,,1.0,5,,,1.0,3,5,1,1,B12,45754
0,,,1.0,5,,,1.0,3,5,1,1,B12,45757
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45760
0,,,1.0,5,,,1.0,3,5,1,1,B12,45762
0,,,1.0,7,,,1.0,3,5,1,1,B12,45768
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45771
0,,,1.0,5,,,1.0,3,5,1,1,B12,45779
0,,,1.0,5,,,1.0,3,5,1,1,B12,45782
0,,,1.0,7,,,1.0,3,5,1,1,B12,45785
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45788
0,,,1.0,5,,,1.0,3,5,1,1,B12,45790
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45802
0,,,1.0,5,,,1.0,3,5,1,1,B12,45804
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45807
0,,,1.0,5,,,1.0,3,5,1,1,B12,45809
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45812
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45817
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45819
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45821
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45824
0,,,1.0,5,,,1.0,3,5,1,1,B12,45828
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45831
0,,,1.0,5,,,1.0,3,5,1,1,B12,45833
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45836
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45838
0,,,1.0,5,,,1.0,3,5,1,1,B12,45842
0,,,1.0,5,,,1.0,3,5,1,1,B12,45845
0,,,1.0,5,,,1.0,3,5,1,1,B12,45848
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45851
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45862
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45866
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45868
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45870
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45872
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45874
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45876
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45878
1,2.0,6.0,,NA,1.0,4.0,,8,5,0,1,B12,45886
0,,,1.0,5,,,1.0,2,5,1,1,B12,45887
0,,,0.0,NA,,,0.0,2,5,1,1,B12,45889
0,,,1.0,5,,,1.0,2,5,1,1,B12,45890
0,,,1.0,5,,,1.0,2,5,1,1,B12,45892
0,,,1.0,5,,,1.0,2,5,1,1,B12,45894
1,2.0,6.0,,NA,1.0,3.0,,8,5,0,1,B12,45897
0,,,1.0,9,,,1.0,2,5,1,1,B12,45898
0,,,0.0,NA,,,0.0,2,5,1,1,B12,45900
0,,,1.0,5,,,1.0,2,5,1,1,B12,45901
0,,,0.0,NA,,,0.0,2,5,1,1,B12,45903
0,,,0.0,NA,,,0.0,8,5,1,1,B12,45905
1,3.0,7.0,,NA,1.0,3.0,,8,5,0,1,B12,45909
0,,,1.0,5,,,1.0,3,5,1,1,B12,45910
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45912
0,,,1.0,5,,,1.0,3,5,1,1,B12,45913
1,3.0,7.0,,NA,0.0,,,8,5,0,1,B12,45916
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45917
0,,,0.0,NA,,,0.0,3,5,1,1,B12,45919
1,2.0,6.0,,NA,1.0,5.0,,8,5,0,1,B12,45922
0,,,1.0,5,,,1.0,2,5,1,1,B12,45923
0,,,1.0,5,,,1.0,2,5,1,1,B12,45925
0,,,1.0,6,,,1.0,2,5,1,1,B12,45927
0,,,1.0,5,,,1.0,2,5,1,1,B12,45929
0,,,1.0,5,,,1.0,2,5,1,1,B12,45931
0,,,1.0,5,,,1.0,2,5,1,1,B12,45933
1,11.0,3.0,,NA,0.0,,,8,5,0,1,B12,45938
1,2.0,3.0,,NA,1.0,4.0,,11,5,0,1,B12,45939
0,,,1.0,10,,,1.0,2,5,1,1,B12,45940
0,,,1.0,5,,,1.0,2,5,1,1,B12,45942
0,,,1.0,6,,,1.0,2,5,1,1,B12,45944
0,,,1.0,7,,,1.0,2,5,1,1,B12,45946
0,,,1.0,7,,,1.0,2,5,1,1,B12,45948
1,3.0,7.0,,NA,1.0,3.0,,8,5,0,1,B12,45951
0,,,1.0,5,,,1.0,3,5,1,1,B12,45952
0,,,1.0,5,,,1.0,3,5,1,1,B12,45954
0,,,1.0,5,,,1.0,3,5,1,1,B12,45956
0,,,1.0,5,,,1.0,3,5,1,1,B12,45958
1,3.0,7.0,,NA,0.0,,,8,5,0,1,B12,45961
0,,,1.0,5,,,1.0,3,5,1,1,B12,45962
0,,,0.0,NA,,,0.0,10,5,1,1,B12,45968
1,3.0,7.0,,NA,1.0,2.0,,8,5,0,1,B12,45982
0,,,1.0,5,,,1.0,3,5,1,1,B12,45983
0,,,1.0,5,,,1.0,3,5,1,1,B12,45985
0,,,1.0,5,,,1.0,3,5,1,1,B12,45987
1,3.0,7.0,,NA,0.0,,,8,5,0,1,B12,45990
0,,,1.0,5,,,1.0,3,5,1,1,B12,45991
0,,,0.0,NA,,,0.0,8,5,1,1,B12,45994
1,3.0,7.0,,NA,1.0,1.0,,8,5,0,1,B12,45997
0,,,1.0,9,,,1.0,3,5,1,1,B12,45998
0,,,1.0,5,,,1.0,3,5,1,1,B12,46000
0,,,0.0,NA,,,0.0,8,5,1,1,B12,46003
0,,,0.0,NA,,,0.0,8,5,1,1,B12,46005
0,,,0.0,NA,,,0.0,2,5,1,1,B12,46010
1,3.0,5.0,,NA,1.0,3.0,,10,5,0,1,B12,46014
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46015
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46016
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46017
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46019
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46021
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46023
1,3.0,5.0,,NA,1.0,4.0,,10,5,0,1,B12,46027
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46028
0,,,1.0,5,,,1.0,3,5,1,1,B12,46029
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46031
0,,,1.0,5,,,1.0,3,5,1,1,B12,46032
0,,,1.0,5,,,1.0,3,5,1,1,B12,46034
1,3.0,7.0,,NA,0.0,,,8,5,0,1,B12,46037
0,,,1.0,6,,,1.0,3,5,1,1,B12,46038
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46043
0,,,0.0,NA,,,0.0,2,5,1,1,B12,46067
0,,,1.0,5,,,1.0,2,5,1,1,B12,46069
0,,,1.0,5,,,1.0,2,5,1,1,B12,46072
0,,,0.0,NA,,,0.0,2,5,1,1,B12,46075
0,,,1.0,5,,,1.0,2,5,1,1,B12,46077
0,,,1.0,7,,,1.0,2,5,1,1,B12,46080
0,,,1.0,5,,,1.0,2,5,1,1,B12,46083
0,,,1.0,6,,,1.0,2,5,1,1,B12,46086
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46091
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46093
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46095
0,,,1.0,7,,,1.0,3,5,1,1,B12,46099
0,,,1.0,5,,,1.0,3,5,1,1,B12,46102
0,,,1.0,6,,,1.0,3,5,1,1,B12,46105
0,,,0.0,NA,,,0.0,10,5,1,1,B12,46110
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46112
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46114
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46116
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46118
0,,,1.0,5,,,1.0,3,5,1,1,B12,46124
0,,,1.0,5,,,1.0,3,5,1,1,B12,46127
0,,,1.0,5,,,1.0,3,5,1,1,B12,46130
0,,,1.0,5,,,1.0,3,5,1,1,B12,46133
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46142
0,,,1.0,9,,,1.0,3,5,1,1,B12,46146
0,,,1.0,5,,,1.0,2,5,1,1,B12,46151
0,,,1.0,5,,,1.0,2,5,1,1,B12,46156
0,,,1.0,6,,,1.0,2,5,1,1,B12,46159
0,,,0.0,NA,,,0.0,2,5,1,1,B12,46162
0,,,0.0,NA,,,0.0,2,5,1,1,B12,46164
0,,,1.0,6,,,1.0,2,5,1,1,B12,46166
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46178
0,,,1.0,7,,,1.0,3,5,1,1,B12,46182
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46185
0,,,1.0,7,,,1.0,3,5,1,1,B12,46187
0,,,1.0,9,,,1.0,3,5,1,1,B12,46190
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46193
0,,,1.0,7,,,1.0,3,5,1,1,B12,46195
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46198
0,,,1.0,9,,,1.0,3,5,1,1,B12,46200
0,,,1.0,9,,,1.0,3,5,1,1,B12,46205
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46210
0,,,1.0,6,,,1.0,3,5,1,1,B12,46212
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46215
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46243
0,,,1.0,7,,,1.0,3,5,1,1,B12,46247
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46250
0,,,1.0,7,,,1.0,3,5,1,1,B12,46252
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46255
0,,,1.0,10,,,1.0,3,5,1,1,B12,46257
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46262
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46264
0,,,1.0,10,,,1.0,3,5,1,1,B12,46270
0,,,1.0,6,,,1.0,3,5,1,1,B12,46273
0,,,1.0,12,,,1.0,3,5,1,1,B12,46276
0,,,1.0,5,,,1.0,3,5,1,1,B12,46279
0,,,1.0,8,,,1.0,3,5,1,1,B12,46282
0,,,1.0,10,,,1.0,3,5,1,1,B12,46285
0,,,1.0,7,,,1.0,3,5,1,1,B12,46288
0,,,1.0,9,,,1.0,3,5,1,1,B12,46295
0,,,1.0,7,,,1.0,3,5,1,1,B12,46298
0,,,1.0,7,,,1.0,3,5,1,1,B12,46301
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46304
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46306
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46312
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46314
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46316
0,,,1.0,7,,,1.0,3,5,1,1,B12,46320
0,,,1.0,5,,,1.0,3,5,1,1,B12,46325
0,,,1.0,6,,,1.0,3,5,1,1,B12,46328
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46331
0,,,1.0,7,,,1.0,3,5,1,1,B12,46333
1,3.0,1.0,,NA,0.0,,,2,5,0,1,B12,46336
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46337
0,,,1.0,7,,,1.0,3,5,1,1,B12,46343
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46346
0,,,1.0,7,,,1.0,3,5,1,1,B12,46348
0,,,1.0,5,,,1.0,3,5,1,1,B12,46351
0,,,1.0,7,,,1.0,3,5,1,1,B12,46354
0,,,1.0,7,,,1.0,3,5,1,1,B12,46364
0,,,0.0,NA,,,0.0,3,5,1,1,B12,46367
1,12.0,3.0,,NA,0.0,,,9,4,0,0,B14,46374
1,1.0,1.0,,NA,0.0,,,12,4,0,0,B14,46375
1,1.0,13.0,1.0,,1.0,6.0,1.0,1,4,1,0,B14,46376
1,12.0,3.0,,NA,1.0,1.0,,9,4,0,0,B14,46395
1,1.0,1.0,,NA,0.0,,,12,4,0,0,B14,46396
0,,,1.0,,,,1.0,1,4,1,0,B14,46397
0,,,0.0,NA,,,0.0,12,4,1,0,B14,46401
1,12.0,3.0,,NA,0.0,,,9,4,0,0,B14,46403
0,,,1.0,,,,2.0,12,4,1,0,B14,46404
0,,,1.0,,,,1.0,12,4,1,0,B14,46409
0,,,1.0,,,,1.0,12,4,1,0,B14,46412
0,,,1.0,,,,1.0,12,4,1,0,B14,46415
0,,,1.0,,,,1.0,12,4,1,0,B14,46418
0,,,0.0,NA,,,0.0,12,4,1,0,B14,46421
0,,,0.0,NA,,,0.0,10,4,1,0,B14,46427
1,12.0,2.0,,NA,1.0,3.0,,10,4,0,0,B14,46429
1,3.0,3.0,,NA,1.0,5.0,,12,4,0,0,B14,46430
1,9.0,6.0,0.0,NA,1.0,4.0,0.0,3,4,1,0,B14,46431
1,9.0,6.0,0.0,NA,0.0,,0.0,3,4,1,0,B14,46456
1,1.0,10.0,1.0,,1.0,4.0,,3,4,1,0,B14,46469
1,1.0,10.0,1.0,,1.0,4.0,,3,4,1,0,B14,46480
1,9.0,6.0,0.0,NA,0.0,,0.0,3,4,1,0,B14,46491
0,,,1.0,,,,1.0,3,4,1,0,B14,46506
1,3.0,3.0,,NA,1.0,3.0,,12,4,0,0,B14,46508
1,9.0,6.0,0.0,NA,1.0,5.0,0.0,3,4,1,0,B14,46509
0,,,0.0,NA,,,0.0,3,4,1,0,B14,46546
0,,,0.0,NA,,,0.0,3,4,1,0,B14,46549
0,,,0.0,NA,,,0.0,3,4,1,0,B14,46550
1,3.0,3.0,,NA,0.0,,,12,4,0,0,B14,46553
1,9.0,6.0,0.0,NA,0.0,,0.0,3,4,1,0,B14,46554
1,3.0,3.0,,NA,0.0,,,12,4,0,0,B14,46571
0,,,1.0,,,,1.0,3,4,1,0,B14,46572
0,,,0.0,NA,,,0.0,10,4,1,0,B14,46577
1,12.0,2.0,,NA,0.0,,,10,4,0,0,B14,46579
1,3.0,3.0,,NA,1.0,1.0,,12,4,0,0,B14,46580
1,12.0,9.0,0.0,NA,1.0,3.0,0.0,3,4,1,0,B14,46581
1,12.0,9.0,0.0,NA,0.0,,0.0,3,4,1,0,B14,46594
1,12.0,2.0,,NA,0.0,,,10,4,0,0,B14,46599
1,3.0,3.0,,NA,0.0,,,12,4,0,0,B14,46600
0,,,1.0,,,,1.0,3,4,1,0,B14,46601
1,12.0,2.0,,NA,0.0,,,10,4,0,0,B14,46604
1,3.0,3.0,,NA,0.0,,,12,4,0,0,B14,46605
1,1.0,10.0,0.0,NA,1.0,2.0,0.0,3,4,1,0,B14,46606
1,12.0,2.0,,NA,0.0,,,10,4,0,0,B14,46617
1,3.0,3.0,,NA,1.0,2.0,,12,4,0,0,B14,46618
1,1.0,10.0,1.0,,1.0,5.0,1.0,3,4,1,0,B14,46619
1,1.0,10.0,1.0,,0.0,,1.0,3,4,1,0,B14,46635
0,,,1.0,,,,1.0,3,4,1,0,B14,46640
1,12.0,2.0,,NA,0.0,,,10,4,0,0,B14,46645
0,,,1.0,,,,1.0,12,4,1,0,B14,46646
1,12.0,2.0,,NA,0.0,,,10,4,0,0,B14,46649
1,3.0,3.0,,NA,1.0,1.0,,12,4,0,0,B14,46650
1,1.0,10.0,1.0,,1.0,5.0,1.0,3,4,1,0,B14,46651
0,,,1.0,,,,1.0,3,4,1,0,B14,46667
1,12.0,2.0,,NA,0.0,,,10,4,0,0,B14,46670
1,3.0,3.0,,NA,1.0,2.0,,12,4,0,0,B14,46671
1,1.0,10.0,1.0,,1.0,7.0,1.0,3,4,1,0,B14,46672
1,1.0,10.0,1.0,,0.0,,1.0,3,4,1,0,B14,46694
1,1.0,10.0,1.0,,1.0,3.0,1.0,3,4,1,0,B14,46699
0,,,0.0,NA,,,0.0,10,4,1,0,B14,46708
1,12.0,2.0,,NA,0.0,,,10,4,0,0,B14,46710
1,3.0,3.0,,NA,0.0,,,12,4,0,0,B14,46711
1,1.0,10.0,1.0,,1.0,4.0,1.0,3,4,1,0,B14,46712
1,12.0,3.0,,NA,1.0,2.0,,9,4,0,0,B14,46727
1,3.0,3.0,,NA,1.0,5.0,,12,4,0,0,B14,46728
1,12.0,9.0,1.0,,1.0,4.0,1.0,3,4,1,0,B14,46729
0,,,1.0,,,,1.0,3,4,1,0,B14,46743
1,12.0,9.0,1.0,,1.0,3.0,1.0,3,4,1,0,B14,46745
1,1.0,10.0,1.0,,1.0,2.0,1.0,3,4,1,0,B14,46756
1,1.0,10.0,0.0,NA,0.0,,0.0,3,4,1,0,B14,46764
1,1.0,10.0,1.0,,0.0,,1.0,3,4,1,0,B14,46767
1,3.0,3.0,,NA,1.0,3.0,,12,4,0,0,B14,46772
1,12.0,9.0,1.0,,1.0,6.0,1.0,3,4,1,0,B14,46773
1,12.0,9.0,0.0,NA,1.0,2.0,0.0,3,4,1,0,B14,46797
0,,,0.0,NA,,,0.0,3,4,1,0,B14,46805
1,12.0,9.0,1.0,,1.0,5.0,1.0,3,4,1,0,B14,46806
1,1.0,1.0,,NA,0.0,,,12,4,0,0,B14,46823
0,,,0.0,NA,,,0.0,1,4,1,0,B14,46824
1,12.0,3.0,,NA,0.0,,,9,4,0,0,B14,46828
0,,,1.0,,,,1.0,12,4,1,0,B14,46829
1,12.0,3.0,,NA,1.0,3.0,,9,4,0,0,B14,46832
1,3.0,3.0,,NA,0.0,,,12,4,0,0,B14,46833
1,12.0,9.0,1.0,,1.0,8.0,1.0,3,4,1,0,B14,46834
1,3.0,3.0,,NA,0.0,,,12,4,0,0,B14,46858
1,12.0,9.0,1.0,,1.0,3.0,1.0,3,4,1,0,B14,46859
1,3.0,3.0,,NA,0.0,,,12,4,0,0,B14,46867
1,12.0,9.0,1.0,,1.0,5.0,1.0,3,4,1,0,B14,46868
0,,,0.0,NA,,,0.0,5,4,1,0,B14,46891
0,,,0.0,NA,,,0.0,5,4,1,0,B14,46893
1,12.0,2.0,,NA,1.0,1.0,,10,4,0,0,B14,46901
1,3.0,3.0,,NA,1.0,6.0,,12,4,0,0,B14,46902
1,1.0,10.0,1.0,,1.0,6.0,3.0,3,4,1,0,B14,46903
1,9.0,6.0,0.0,NA,0.0,,0.0,3,4,1,0,B14,46923
1,12.0,9.0,1.0,,1.0,5.0,1.0,3,4,1,0,B14,46934
1,12.0,9.0,0.0,NA,0.0,,0.0,3,4,1,0,B14,46951
1,12.0,9.0,0.0,NA,0.0,,0.0,3,4,1,0,B14,46955
1,12.0,9.0,0.0,NA,0.0,,0.0,3,4,1,0,B14,46959
1,12.0,9.0,0.0,NA,0.0,,0.0,3,4,1,0,B14,46963
1,3.0,3.0,,NA,1.0,1.0,,12,4,0,0,B14,46967
1,9.0,6.0,0.0,NA,1.0,2.0,0.0,3,4,1,0,B14,46968
1,12.0,9.0,0.0,NA,0.0,,0.0,3,4,1,0,B14,47001
1,12.0,2.0,,NA,0.0,,,10,4,0,0,B14,47006
0,,,0.0,NA,,,0.0,12,4,1,0,B14,47007
1,12.0,2.0,,NA,1.0,2.0,,10,4,0,0,B14,47009
0,,,1.0,,,,1.0,12,4,1,0,B14,47010
0,,,1.0,,,,1.0,12,4,1,0,B14,47012
1,12.0,2.0,,NA,0.0,,,10,4,0,0,B14,47015
1,3.0,3.0,,NA,1.0,2.0,,12,4,0,0,B14,47016
1,12.0,9.0,1.0,,1.0,4.0,1.0,3,4,1,0,B14,47017
0,,,1.0,,,,1.0,4,4,1,0,B14,47031
0,,,0.0,NA,,,0.0,3,4,1,0,B14,47033
1,12.0,2.0,,NA,1.0,2.0,,10,4,0,0,B14,47036
1,3.0,3.0,,NA,1.0,5.0,,12,4,0,0,B14,47037
1,9.0,6.0,0.0,NA,1.0,3.0,0.0,3,4,1,0,B14,47038
1,9.0,6.0,0.0,NA,0.0,,0.0,3,4,1,0,B14,47081
1,9.0,6.0,0.0,NA,0.0,,0.0,3,4,1,0,B14,47086
1,9.0,6.0,0.0,NA,0.0,,0.0,3,4,1,0,B14,47099
1,9.0,6.0,0.0,NA,1.0,1.0,0.0,3,4,1,0,B14,47108
0,,,0.0,NA,,,0.0,3,4,1,0,B14,47121
1,3.0,3.0,,NA,1.0,1.0,,12,4,0,0,B14,47122
1,1.0,10.0,0.0,NA,1.0,1.0,0.0,3,4,1,0,B14,47123
0,,,0.0,NA,,,0.0,4,4,1,0,B14,47129
1,3.0,3.0,,NA,0.0,,,12,4,0,0,B14,47132
1,9.0,6.0,0.0,NA,1.0,1.0,0.0,3,4,1,0,B14,47133
1,12.0,2.0,,NA,0.0,,,10,4,0,0,B14,47147
1,3.0,3.0,,NA,1.0,3.0,,12,4,0,0,B14,47148
1,1.0,10.0,0.0,NA,1.0,1.0,0.0,3,4,1,0,B14,47149
0,,,0.0,NA,,,0.0,3,4,1,0,B14,47156
0,,,0.0,NA,,,0.0,3,4,1,0,B14,47159
1,1.0,10.0,0.0,NA,0.0,,0.0,3,4,1,0,B14,47162
1,9.0,4.0,,NA,1.0,1.0,,5,4,0,0,B14,47168
1,12.0,3.0,,NA,1.0,3.0,,9,4,0,0,B14,47169
1,1.0,3.0,,NA,1.0,1.0,,10,4,0,0,B14,47170
1,1.0,13.0,1.0,,1.0,8.0,1.0,1,4,1,0,B14,47171
1,1.0,13.0,1.0,,1.0,3.0,1.0,1,4,1,0,B14,47197
1,1.0,14.0,1.0,,0.0,,1.0,12,4,1,0,B14,47207
0,,,1.0,,,,1.0,12,4,1,0,B14,47211
1,3.0,5.0,,NA,0.0,,,10,4,0,0,B14,47213
1,1.0,10.0,1.0,,1.0,3.0,1.0,3,4,1,0,B14,47214
1,10.0,1.0,,NA,0.0,,,9,4,0,0,B14,47224
1,1.0,3.0,,NA,1.0,1.0,,10,4,0,0,B14,47225
1,1.0,13.0,1.0,,1.0,5.0,1.0,1,4,1,0,B14,47226
0,,,0.0,NA,,,0.0,1,4,1,0,B14,47243
1,11.0,1.0,,NA,0.0,,,10,4,0,0,B14,47245
1,1.0,2.0,,NA,0.0,,,11,4,0,0,B14,47246
0,,,1.0,,,,1.0,1,4,1,0,B14,47247
0,,,0.0,NA,,,0.0,9,4,1,0,B14,47252
1,1.0,2.0,,NA,0.0,,,11,4,0,0,B14,47255
0,,,0.0,NA,,,0.0,1,4,1,0,B14,47256
0,,,1.0,,,,1.0,11,4,1,0,B14,47260
1,1.0,2.0,,NA,0.0,,,11,4,0,0,B14,47263
0,,,0.0,NA,,,0.0,1,4,1,0,B14,47264
0,,,0.0,NA,,,0.0,10,4,1,0,B14,47269
1,12.0,2.0,,NA,0.0,,,10,4,0,0,B14,47275
1,1.0,1.0,,NA,0.0,,,12,4,0,0,B14,47276
0,,,1.0,,,,1.0,1,4,1,0,B14,47277
1,12.0,2.0,,NA,0.0,,,10,4,0,0,B14,47288
1,3.0,3.0,,NA,0.0,,,12,4,0,0,B14,47289
1,1.0,10.0,1.0,,1.0,6.0,1.0,3,4,1,0,B14,47290
