Burst,Date_burst_daughter,Delta_Burst_date_child,Flowering,Flowering_Date,Lateral_GU_daughter,No_Lateral_GU,No_inflo,burst_date_mother,is_in_extremity,is_loaded,nature_ancestor_V,position_ancestor_L,position_mother_L,tree,uc
0,,,1.0,,,,1.0,1,1,0,0,0,0,F6,53558
0,,,0.0,NA,,,0.0,1,1,0,0,0,1,F6,53585
0,,,1.0,,,,1.0,1,1,0,0,0,1,F6,53600
0,,,0.0,NA,,,0.0,1,1,0,0,0,1,F6,53616
1,1.0,2.0,,NA,0.0,,,11,0,0,0,0,1,F6,53620
0,,,1.0,,,,1.0,1,1,0,0,0,0,F6,53621
0,,,0.0,NA,,,0.0,1,1,0,0,0,1,F6,53624
1,11.0,1.0,,NA,0.0,,,10,0,0,0,0,1,F6,53626
1,1.0,2.0,,NA,1.0,2.0,,11,0,0,0,0,0,F6,53627
0,,,1.0,,,,1.0,1,1,0,0,0,0,F6,53628
0,,,1.0,,,,1.0,1,1,0,0,0,1,F6,53648
0,,,1.0,,,,1.0,1,1,0,0,0,1,F6,53658
1,11.0,1.0,,NA,0.0,,,10,0,0,0,0,1,F6,53679
1,1.0,2.0,,NA,0.0,,,11,0,0,0,0,0,F6,53680
0,,,1.0,,,,1.0,1,1,0,0,0,0,F6,53681
1,11.0,1.0,,NA,0.0,,,10,0,0,0,1,0,F6,53684
1,1.0,2.0,,NA,1.0,4.0,,11,0,0,0,1,0,F6,53685
0,,,0.0,NA,,,0.0,1,1,0,0,1,0,F6,53686
0,,,1.0,,,,1.0,1,1,0,0,1,1,F6,53704
0,,,0.0,NA,,,0.0,1,1,0,0,1,1,F6,53718
0,,,0.0,NA,,,0.0,1,1,0,0,1,1,F6,53743
0,,,0.0,NA,,,0.0,1,1,0,0,1,1,F6,53747
1,11.0,1.0,,NA,0.0,,,10,0,0,0,1,1,F6,53757
1,2.0,3.0,,NA,0.0,,,11,0,0,0,1,0,F6,53758
1,3.0,1.0,,NA,1.0,2.0,,2,0,0,0,1,0,F6,53759
0,,,1.0,,,,1.0,3,1,0,0,1,0,F6,53760
0,,,1.0,,,,1.0,3,1,0,0,1,1,F6,53774
0,,,0.0,NA,,,0.0,3,1,0,0,1,1,F6,53788
1,1.0,3.0,,NA,1.0,2.0,,10,0,0,0,1,0,F6,53801
1,3.0,1.0,,NA,0.0,,,2,0,0,0,1,0,F6,53802
0,,,1.0,,,,1.0,3,1,0,0,1,0,F6,53803
1,3.0,2.0,,NA,0.0,,,1,0,0,0,1,1,F6,53823
0,,,1.0,,,,1.0,3,1,0,0,1,0,F6,53824
0,,,1.0,,,,1.0,1,1,0,0,1,1,F6,53837
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,0,F6,53844
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,0,F6,53845
0,,,1.0,,,,1.0,3,1,0,0,0,0,F6,53846
1,12.0,2.0,,NA,1.0,1.0,,10,0,0,0,0,0,F6,53861
1,3.0,3.0,,NA,1.0,4.0,,12,0,0,0,0,0,F6,53862
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,F6,53863
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,F6,53864
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,F6,53874
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,F6,53878
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,F6,53882
0,,,1.0,,,,1.0,3,1,0,0,0,0,F6,53883
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,F6,53907
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,0,0,0,F6,53908
0,,,1.0,,,,1.0,3,1,0,0,0,0,F6,53909
0,,,1.0,,,,1.0,3,1,0,0,0,1,F6,53923
0,,,0.0,NA,,,0.0,1,1,0,0,1,1,F6,53930
1,12.0,2.0,,NA,1.0,2.0,,10,0,0,1,0,0,F6,53933
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,1,0,1,F6,53934
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,53935
0,,,1.0,,,,1.0,3,1,0,1,0,1,F6,53955
0,,,1.0,,,,1.0,3,1,0,1,0,1,F6,53957
0,,,1.0,,,,1.0,12,1,0,1,0,1,F6,53966
0,,,1.0,,,,1.0,12,1,0,1,0,1,F6,53977
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,1,0,1,F6,53987
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,53988
0,,,0.0,NA,,,0.0,3,1,0,1,0,1,F6,54002
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,1,F6,54004
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,54005
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,1,F6,54008
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,54009
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,1,F6,54021
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,54022
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,1,F6,54045
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,54046
0,,,0.0,NA,,,0.0,12,1,0,1,1,1,F6,54066
0,,,1.0,,,,1.0,12,1,0,1,1,1,F6,54068
0,,,0.0,NA,,,0.0,12,1,0,1,1,1,F6,54071
1,1.0,2.0,,NA,0.0,,,11,0,0,1,1,1,F6,54073
0,,,0.0,NA,,,0.0,1,1,0,1,1,0,F6,54074
0,,,0.0,NA,,,0.0,12,1,0,1,1,1,F6,54079
1,12.0,2.0,,NA,1.0,5.0,,10,0,0,1,1,0,F6,54082
1,3.0,3.0,,NA,1.0,4.0,,12,0,0,1,1,0,F6,54083
0,,,1.0,,,,1.0,3,1,0,1,1,0,F6,54084
0,,,1.0,,,,1.0,3,1,0,1,1,1,F6,54110
0,,,1.0,,,,1.0,3,1,0,1,1,1,F6,54121
0,,,1.0,,,,1.0,3,1,0,1,1,1,F6,54135
0,,,1.0,,,,1.0,3,1,0,1,1,1,F6,54137
1,3.0,3.0,,NA,0.0,,,12,0,0,1,1,1,F6,54148
0,,,1.0,,,,1.0,3,1,0,1,1,0,F6,54149
1,3.0,3.0,,NA,1.0,3.0,,12,0,0,1,1,1,F6,54157
0,,,1.0,,,,1.0,3,1,0,1,1,0,F6,54158
0,,,1.0,,,,1.0,3,1,0,1,1,1,F6,54183
0,,,1.0,,,,1.0,3,1,0,1,1,1,F6,54185
0,,,1.0,,,,1.0,3,1,0,1,1,1,F6,54204
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,1,1,1,F6,54215
0,,,1.0,,,,1.0,3,1,0,1,1,0,F6,54216
0,,,1.0,,,,1.0,3,1,0,1,1,1,F6,54236
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,1,1,1,F6,54238
0,,,1.0,,,,4.0,3,1,0,1,1,0,F6,54239
0,,,0.0,NA,,,0.0,3,1,0,1,1,1,F6,54258
0,,,1.0,,,,1.0,1,1,0,1,1,1,F6,54261
0,,,0.0,NA,,,0.0,3,1,0,1,1,1,F6,54264
0,,,0.0,NA,,,0.0,3,1,0,1,1,1,F6,54267
0,,,0.0,NA,,,0.0,3,1,0,1,1,1,F6,54269
1,12.0,2.0,,NA,1.0,4.0,,10,0,0,1,0,0,F6,54276
0,,,1.0,,,,1.0,1,1,0,1,0,1,F6,54277
1,3.0,3.0,,NA,1.0,3.0,,12,0,0,1,0,1,F6,54279
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,54280
0,,,1.0,,,,1.0,3,1,0,1,0,1,F6,54303
0,,,1.0,,,,1.0,3,1,0,1,0,1,F6,54305
0,,,1.0,,,,1.0,3,1,0,1,0,1,F6,54313
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,1,0,1,F6,54317
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,54318
0,,,1.0,,,,1.0,3,1,0,1,0,1,F6,54332
1,3.0,3.0,,NA,1.0,2.0,,12,0,0,1,0,1,F6,54336
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,54340
0,,,1.0,,,,1.0,3,1,0,1,0,1,F6,54351
0,,,1.0,,,,1.0,3,1,0,1,0,1,F6,54359
0,,,1.0,,,,1.0,1,1,0,1,0,1,F6,54365
1,3.0,2.0,,NA,0.0,,,1,0,0,1,0,1,F6,54368
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,54369
0,,,1.0,,,,1.0,3,1,0,1,0,1,F6,54378
1,3.0,3.0,,NA,1.0,3.0,,12,0,0,1,0,1,F6,54381
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,54382
0,,,1.0,,,,1.0,3,1,0,1,0,1,F6,54393
0,,,1.0,,,,1.0,3,1,0,1,0,1,F6,54395
0,,,1.0,,,,1.0,3,1,0,1,0,1,F6,54408
1,12.0,2.0,,NA,1.0,5.0,,10,0,0,0,1,0,F6,54418
1,3.0,3.0,,NA,1.0,3.0,,12,0,0,0,1,0,F6,54419
0,,,1.0,,,,1.0,3,1,0,0,1,0,F6,54420
0,,,1.0,,,,1.0,3,1,0,0,1,1,F6,54446
0,,,1.0,,,,1.0,3,1,0,0,1,1,F6,54454
0,,,1.0,,,,1.0,3,1,0,0,1,1,F6,54468
1,3.0,3.0,,NA,0.0,,,12,0,0,0,1,1,F6,54479
0,,,1.0,,,,1.0,3,1,0,0,1,0,F6,54480
1,3.0,3.0,,NA,0.0,,,12,0,0,0,1,1,F6,54492
0,,,1.0,,,,1.0,3,1,0,0,1,0,F6,54493
1,3.0,3.0,,NA,0.0,,,12,0,0,0,1,1,F6,54508
0,,,1.0,,,,1.0,3,1,0,0,1,0,F6,54509
0,,,1.0,,,,1.0,12,1,0,0,1,1,F6,54529
1,3.0,3.0,,NA,0.0,,,12,0,0,0,1,1,F6,54531
0,,,1.0,,,,1.0,3,1,0,0,1,0,F6,54532
1,12.0,2.0,,NA,0.0,,,10,0,0,0,1,1,F6,54553
0,,,1.0,,,,1.0,12,1,0,0,1,0,F6,54554
1,12.0,2.0,,NA,0.0,,,10,0,0,0,1,1,F6,54563
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,0,1,0,F6,54564
0,,,1.0,,,,1.0,3,1,0,0,1,0,F6,54565
0,,,1.0,,,,1.0,3,1,0,0,1,1,F6,54585
1,12.0,2.0,,NA,0.0,,,10,0,0,1,0,0,F6,54601
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,1,F6,54602
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,54603
0,,,1.0,,,,1.0,12,1,0,1,0,1,F6,54610
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,1,F6,54613
0,,,0.0,NA,,,0.0,3,1,0,1,0,0,F6,54614
0,,,1.0,,,,1.0,12,1,0,1,0,1,F6,54628
0,,,1.0,,,,1.0,12,1,0,1,0,1,F6,54631
0,,,1.0,,,,1.0,12,1,0,1,0,1,F6,54637
0,,,0.0,NA,,,0.0,1,1,0,1,1,1,F6,54647
0,,,1.0,,,,1.0,1,1,0,1,1,1,F6,54649
0,,,1.0,,,,1.0,12,1,0,0,1,0,F6,54652
0,,,0.0,NA,,,0.0,10,1,0,1,0,0,F6,54657
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,1,F6,54659
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,54660
0,,,1.0,,,,1.0,12,1,0,1,0,1,F6,54663
0,,,1.0,,,,1.0,12,1,0,1,0,1,F6,54666
0,,,1.0,,,,1.0,12,1,0,1,0,1,F6,54671
0,,,1.0,,,,1.0,12,1,0,1,0,1,F6,54676
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,1,F6,54679
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,54680
1,12.0,2.0,,NA,1.0,2.0,,10,0,0,0,0,0,F6,54700
1,3.0,3.0,,NA,1.0,6.0,,12,0,0,0,0,0,F6,54701
0,,,1.0,,,,1.0,3,1,0,0,0,0,F6,54702
0,,,1.0,,,,1.0,3,1,0,0,0,1,F6,54720
0,,,1.0,,,,1.0,3,1,0,0,0,1,F6,54731
0,,,1.0,,,,1.0,3,1,0,0,0,1,F6,54738
0,,,1.0,,,,1.0,3,1,0,0,0,1,F6,54749
0,,,1.0,,,,1.0,3,1,0,0,0,1,F6,54768
0,,,1.0,,,,1.0,3,1,0,0,0,1,F6,54786
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,F6,54795
0,,,1.0,,,,1.0,3,1,0,0,0,0,F6,54796
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,F6,54819
0,,,1.0,,,,1.0,3,1,0,0,0,0,F6,54820
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,F6,54823
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,0,0,0,F6,54824
0,,,1.0,,,,,3,1,0,0,0,0,F6,54825
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,F6,54827
1,11.0,1.0,,NA,0.0,,,10,0,0,0,0,1,F6,54829
1,3.0,4.0,,NA,0.0,,,11,0,0,0,0,0,F6,54830
0,,,1.0,,,,1.0,3,1,0,0,0,0,F6,54831
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,F6,54844
1,3.0,3.0,,NA,1.0,5.0,,12,0,0,0,0,0,F6,54845
0,,,0.0,NA,,,0.0,3,1,0,0,0,0,F6,54846
0,,,1.0,,,,1.0,3,1,0,0,0,1,F6,54870
0,,,1.0,,,,1.0,3,1,0,0,0,1,F6,54872
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,F6,54882
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,F6,54885
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,F6,54892
0,,,1.0,,,,1.0,1,1,0,0,1,0,F6,54894
1,12.0,2.0,,NA,1.0,3.0,,10,0,0,0,1,0,F6,54897
1,3.0,3.0,,NA,1.0,6.0,,12,0,0,0,1,0,F6,54898
0,,,1.0,,,,1.0,3,1,0,0,1,0,F6,54899
0,,,1.0,,,,1.0,3,1,0,0,1,1,F6,54918
0,,,1.0,,,,1.0,3,1,0,0,1,1,F6,54923
0,,,1.0,,,,1.0,3,1,0,0,1,1,F6,54942
0,,,1.0,,,,1.0,3,1,0,0,1,1,F6,54968
0,,,0.0,NA,,,0.0,3,1,0,0,1,1,F6,54979
0,,,1.0,,,,1.0,3,1,0,0,1,1,F6,54983
1,3.0,3.0,,NA,1.0,3.0,,12,0,0,0,1,1,F6,54994
0,,,1.0,,,,1.0,3,1,0,0,1,0,F6,54995
0,,,1.0,,,,2.0,3,1,0,0,1,1,F6,55016
0,,,1.0,,,,1.0,3,1,0,0,1,1,F6,55036
0,,,1.0,,,,1.0,3,1,0,0,1,1,F6,55043
1,3.0,3.0,,NA,0.0,,,12,0,0,0,1,1,F6,55045
0,,,0.0,NA,,,0.0,3,1,0,0,1,0,F6,55046
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,0,1,1,F6,55047
0,,,1.0,,,,1.0,3,1,0,0,1,0,F6,55048
0,,,1.0,,,,1.0,3,1,0,0,1,1,F6,55071
0,,,0.0,NA,,,0.0,10,1,0,0,1,1,F6,55087
1,12.0,2.0,,NA,1.0,1.0,,10,0,0,0,1,0,F6,55089
1,3.0,3.0,,NA,1.0,6.0,,12,0,0,0,1,0,F6,55090
0,,,0.0,NA,,,0.0,3,1,0,0,1,0,F6,55091
0,,,1.0,,,,1.0,3,1,0,0,1,1,F6,55107
0,,,0.0,NA,,,0.0,3,1,0,0,1,1,F6,55109
0,,,0.0,NA,,,0.0,3,1,0,0,1,1,F6,55110
0,,,0.0,NA,,,0.0,3,1,0,0,1,1,F6,55137
0,,,0.0,NA,,,0.0,3,1,0,0,1,1,F6,55141
0,,,0.0,NA,,,0.0,3,1,0,0,1,1,F6,55142
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,0,1,1,F6,55143
0,,,1.0,,,,1.0,3,1,0,0,1,0,F6,55144
0,,,1.0,,,,1.0,3,1,0,0,1,1,F6,55148
0,,,0.0,NA,,,0.0,10,1,0,0,1,1,F6,55151
1,12.0,2.0,,NA,0.0,,,10,0,0,0,1,1,F6,55153
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,0,1,0,F6,55154
0,,,1.0,,,,1.0,3,1,0,0,1,0,F6,55155
0,,,1.0,,,,1.0,3,1,0,0,1,1,F6,55176
1,12.0,3.0,,NA,0.0,,,9,0,0,0,1,0,F6,55188
0,,,1.0,,,,1.0,12,1,0,0,1,0,F6,55189
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,0,0,0,F6,55193
1,4.0,1.0,,NA,1.0,1.0,,3,0,0,0,0,0,F6,55194
0,,,1.0,,,,1.0,4,1,0,0,0,0,F6,55195
0,,,1.0,,,,1.0,4,1,0,0,0,1,F6,55205
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,F6,55207
1,12.0,2.0,,NA,0.0,,,10,0,0,1,0,0,F6,55212
0,,,1.0,,,,1.0,12,1,0,1,0,1,F6,55213
0,,,0.0,NA,,,0.0,12,1,0,1,0,1,F6,55216
0,,,0.0,NA,,,0.0,12,1,0,1,0,1,F6,55218
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,1,F6,55220
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,55221
0,,,0.0,NA,,,0.0,10,1,0,1,1,0,F6,55225
0,,,1.0,,,,1.0,12,1,0,1,0,1,F6,55229
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,1,F6,55232
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,55233
1,12.0,2.0,,NA,1.0,2.0,,10,0,0,0,0,0,F6,55250
1,3.0,3.0,,NA,1.0,5.0,,12,0,0,0,0,0,F6,55251
0,,,1.0,,,,1.0,3,1,0,0,0,0,F6,55252
0,,,1.0,,,,1.0,3,1,0,0,0,1,F6,55269
0,,,1.0,,,,1.0,3,1,0,0,0,1,F6,55277
0,,,1.0,,,,1.0,3,1,0,0,0,1,F6,55288
0,,,1.0,,,,1.0,3,1,0,0,0,1,F6,55290
0,,,1.0,,,,1.0,3,1,0,0,0,1,F6,55304
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,F6,55321
0,,,1.0,,,,1.0,3,1,0,0,0,0,F6,55322
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,F6,55327
0,,,1.0,,,,1.0,3,1,0,0,0,0,F6,55328
0,,,0.0,NA,,,0.0,12,1,0,0,0,1,F6,55331
1,12.0,2.0,,NA,1.0,1.0,,10,0,0,0,0,1,F6,55333
1,3.0,3.0,,NA,1.0,3.0,,12,0,0,0,0,0,F6,55334
0,,,1.0,,,,1.0,3,1,0,0,0,0,F6,55335
0,,,1.0,,,,1.0,3,1,0,0,0,1,F6,55352
0,,,1.0,,,,1.0,3,1,0,0,0,1,F6,55363
0,,,1.0,,,,1.0,3,1,0,0,0,1,F6,55380
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,F6,55382
0,,,1.0,,,,1.0,3,1,0,0,0,0,F6,55383
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,F6,55395
1,3.0,3.0,,NA,1.0,3.0,,12,0,0,0,0,0,F6,55396
0,,,1.0,,,,1.0,3,1,0,0,0,0,F6,55397
0,,,1.0,,,,1.0,3,1,0,0,0,1,F6,55420
0,,,1.0,,,,1.0,3,1,0,0,0,1,F6,55427
0,,,1.0,,,,1.0,3,1,0,0,0,1,F6,55435
1,12.0,2.0,,NA,1.0,2.0,,10,0,0,0,1,0,F6,55442
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,0,1,0,F6,55443
0,,,1.0,,,,1.0,3,1,0,0,1,0,F6,55444
0,,,1.0,,,,1.0,3,1,0,0,1,1,F6,55470
1,3.0,3.0,,NA,0.0,,,12,0,0,0,1,1,F6,55478
0,,,1.0,,,,1.0,3,1,0,0,1,0,F6,55479
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,0,1,1,F6,55493
0,,,1.0,,,,1.0,3,1,0,0,1,0,F6,55494
0,,,1.0,,,,1.0,3,1,0,0,1,1,F6,55517
1,12.0,2.0,,NA,0.0,,,10,0,0,0,1,0,F6,55525
1,3.0,3.0,,NA,0.0,,,12,0,0,0,1,0,F6,55526
0,,,1.0,,,,1.0,3,1,0,0,1,0,F6,55527
1,12.0,2.0,,NA,1.0,3.0,,10,0,0,1,1,0,F6,55546
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,1,1,0,F6,55547
0,,,1.0,,,,1.0,3,1,0,1,1,0,F6,55548
0,,,1.0,,,,1.0,3,1,0,1,1,1,F6,55568
1,3.0,3.0,,NA,0.0,,,12,0,0,1,1,1,F6,55585
0,,,1.0,,,,1.0,3,1,0,1,1,0,F6,55586
1,3.0,3.0,,NA,0.0,,,12,0,0,1,1,1,F6,55600
0,,,1.0,,,,1.0,3,1,0,1,1,0,F6,55601
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,1,1,1,F6,55612
0,,,1.0,,,,1.0,3,1,0,1,1,0,F6,55613
0,,,1.0,,,,1.0,3,1,0,1,1,1,F6,55627
0,,,1.0,,,,1.0,12,1,0,1,0,1,F6,55635
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,1,F6,55638
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,55639
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,1,F6,55654
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,55655
1,12.0,2.0,,NA,1.0,2.0,,10,0,0,1,0,0,F6,55669
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,1,F6,55670
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,55671
0,,,1.0,,,,1.0,3,1,0,1,0,1,F6,55682
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,1,F6,55685
0,,,1.0,,,,1.0,3,1,0,1,0,1,F6,55686
0,,,0.0,NA,,,0.0,10,1,0,1,0,1,F6,55691
0,,,0.0,NA,,,0.0,10,1,0,1,0,1,F6,55693
0,,,0.0,NA,,,0.0,10,1,0,1,0,1,F6,55697
0,,,1.0,,,,1.0,12,1,0,1,0,1,F6,55701
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,1,F6,55704
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,55705
0,,,0.0,NA,,,0.0,12,1,0,0,0,1,F6,55714
0,,,0.0,NA,,,0.0,12,1,0,0,0,1,F6,55716
0,,,0.0,NA,,,0.0,12,1,0,0,0,1,F6,55718
1,11.0,1.0,,NA,0.0,,,10,0,0,0,0,0,F6,55722
0,,,0.0,NA,,,0.0,11,1,0,0,0,0,F6,55723
0,,,1.0,,,,1.0,12,1,0,1,0,1,F6,55727
0,,,1.0,,,,1.0,12,1,0,1,0,1,F6,55730
0,,,1.0,,,,1.0,12,1,0,1,0,1,F6,55733
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,1,F6,55736
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,55737
0,,,1.0,,,,1.0,12,1,0,0,1,1,F6,55754
0,,,0.0,NA,,,0.0,12,1,0,0,0,1,F6,55760
0,,,0.0,NA,,,0.0,12,1,0,0,0,1,F6,55762
1,3.0,5.0,,NA,1.0,1.0,,10,0,0,0,0,1,F6,55764
0,,,1.0,,,,1.0,3,1,0,0,0,0,F6,55765
0,,,1.0,,,,1.0,3,1,0,0,0,1,F6,55788
0,,,1.0,,,,1.0,12,1,0,0,0,1,F6,55800
0,,,1.0,,,,1.0,12,1,0,0,0,1,F6,55803
0,,,0.0,NA,,,0.0,12,1,0,0,0,1,F6,55806
0,,,1.0,,,,1.0,12,1,0,0,0,1,F6,55811
0,,,0.0,NA,,,0.0,12,1,0,0,0,1,F6,55822
1,3.0,5.0,,NA,0.0,,,10,0,0,0,1,1,F6,55824
0,,,1.0,,,,1.0,3,1,0,0,1,0,F6,55825
1,3.0,5.0,,NA,0.0,,,10,0,0,0,1,1,F6,55828
0,,,1.0,,,,1.0,3,1,0,0,1,0,F6,55829
0,,,0.0,NA,,,0.0,12,1,0,0,1,1,F6,55843
1,3.0,5.0,,NA,0.0,,,10,0,0,0,1,1,F6,55845
0,,,1.0,,,,1.0,3,1,0,0,1,0,F6,55846
0,,,0.0,NA,,,0.0,12,1,0,0,1,1,F6,55858
0,,,1.0,,,,1.0,12,1,0,0,1,1,F6,55860
1,3.0,5.0,,NA,1.0,2.0,,10,0,0,0,1,1,F6,55863
0,,,1.0,,,,1.0,3,1,0,0,1,0,F6,55864
0,,,1.0,,,,1.0,3,1,0,0,1,1,F6,55881
0,,,1.0,,,,1.0,3,1,0,0,1,1,F6,55895
0,,,0.0,NA,,,0.0,12,1,0,1,1,1,F6,55908
0,,,1.0,,,,1.0,12,1,0,1,0,1,F6,55912
0,,,1.0,,,,1.0,12,1,0,1,0,1,F6,55915
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,1,F6,55921
0,,,0.0,NA,,,0.0,3,1,0,1,0,0,F6,55922
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,1,F6,55930
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,55931
0,,,0.0,NA,,,0.0,12,1,0,0,1,1,F6,55942
0,,,1.0,,,,1.0,12,1,0,0,0,1,F6,55945
0,,,0.0,NA,,,0.0,12,1,0,0,0,1,F6,55948
0,,,1.0,,,,1.0,12,1,0,0,0,1,F6,55950
0,,,0.0,NA,,,0.0,12,1,0,1,0,1,F6,55955
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,1,F6,55957
0,,,1.0,,,,2.0,3,1,0,1,0,0,F6,55958
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,1,F6,55964
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,55965
0,,,0.0,NA,,,0.0,12,1,0,1,0,1,F6,55986
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,1,F6,55988
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,55989
1,12.0,2.0,,NA,1.0,5.0,,10,0,0,1,0,0,F6,56015
1,3.0,3.0,,NA,1.0,5.0,,12,0,0,1,0,0,F6,56016
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,56017
0,,,1.0,,,,1.0,3,1,0,1,0,1,F6,56040
0,,,1.0,,,,1.0,3,1,0,1,0,1,F6,56060
0,,,1.0,,,,1.0,3,1,0,1,0,1,F6,56075
0,,,1.0,,,,1.0,3,1,0,1,0,1,F6,56092
0,,,1.0,,,,1.0,3,1,0,1,0,1,F6,56112
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,1,F6,56117
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,56118
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,1,F6,56125
0,,,0.0,NA,,,0.0,3,1,0,1,0,0,F6,56126
0,,,0.0,NA,,,0.0,12,1,0,1,0,1,F6,56127
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,1,F6,56128
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,56129
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,1,0,1,F6,56143
0,,,1.0,,,,1.0,3,1,0,1,0,0,F6,56144
0,,,0.0,NA,,,0.0,3,1,0,1,0,1,F6,56155
1,12.0,2.0,,NA,0.0,,,10,0,0,0,1,0,F6,56157
0,,,1.0,,,,1.0,12,1,0,0,1,0,F6,56158
1,12.0,2.0,,NA,0.0,,,10,0,0,1,1,0,F6,56162
0,,,1.0,,,,1.0,12,1,0,1,1,0,F6,56163
1,12.0,2.0,,NA,1.0,4.0,,10,0,0,0,1,0,F6,56167
1,3.0,3.0,,NA,1.0,5.0,,12,0,0,0,1,0,F6,56168
0,,,1.0,,,,1.0,3,1,0,0,1,0,F6,56169
0,,,1.0,,,,1.0,3,1,0,0,1,1,F6,56192
