var;ER;Scan_no; Area; Length; Width; Date; Time
Cogshall;ER 1;1;738;55,4;22,1;22/05/2005;10:21:31
Cogshall;ER 1;2;987;64,5;24,9;22/05/2005;10:21:41
Cogshall;ER 1;3;617;65;18,3;22/05/2005;10:21:52
Cogshall;ER 1;4;2048;102,6;31;22/05/2005;10:22:27
Cogshall;ER 1;5;1427;82,5;25,9;22/05/2005;10:22:47
Cogshall;ER 1;6;2068;99,8;28,7;22/05/2005;10:23:01
Cogshall;ER 1;7;4311;185,9;40,6;22/05/2005;10:23:39
Cogshall;ER 1;8;3280;135,9;40,9;22/05/2005;10:23:55
Cogshall;ER 1;9;4214;145,5;44,2;22/05/2005;10:24:23
Cogshall;ER 1;10;1953;98,6;30,5;22/05/2005;10:24:37
Cogshall;ER 1;11;5729;218,9;43,9;22/05/2005;10:25:16
Cogshall;ER 1;12;4698;182,4;39,1;22/05/2005;10:25:38
Cogshall;ER 1;13;4511;160,5;45;22/05/2005;10:26:05
Cogshall;ER 1;14;2431;119,9;31,5;22/05/2005;10:26:21
Cogshall;ER 1;15;6707;243,6;46;22/05/2005;10:26:54
Cogshall;ER 1;16;5077;186,4;41,7;22/05/2005;10:27:23
Cogshall;ER 1;17;7275;229,6;49,3;22/05/2005;10:27:56
Cogshall;ER 1;18;6062;213,9;44,4;22/05/2005;10:28:20
Cogshall;ER 1;19;7526;225,8;49,8;22/05/2005;10:28:54
Cogshall;ER 1;20;6496;216,9;45;22/05/2005;10:29:18
Cogshall;ER 1;21;3620;157,7;35,6;22/05/2005;10:29:50
Cogshall;ER 1;22;5021;186,4;40,4;22/05/2005;10:30:09
Cogshall;ER 1;23;8311;243,1;53,3;22/05/2005;10:30:54
Cogshall;ER 1;24;5542;196,1;43,9;22/05/2005;10:31:17
Cogshall;ER 1;25;6998;220,7;50;22/05/2005;10:31:49
Cogshall;ER 1;26;6536;227,8;47;22/05/2005;10:32:46
Cogshall;ER 1;27;8969;264,4;55,6;22/05/2005;10:33:39
Cogshall;ER 1;28;7737;251,2;49,3;22/05/2005;10:34:45
Cogshall;ER 10;1;2104;119,1;26,9;25/05/2005;08:21:18
Cogshall;ER 10;2;1992;118,6;27,2;25/05/2005;08:21:47
Cogshall;ER 10;3;2283;112,5;29,2;25/05/2005;08:22:08
Cogshall;ER 10;4;2770;130;32,3;25/05/2005;08:22:35
Cogshall;ER 10;5;2240;126,7;28,4;25/05/2005;08:22:49
Cogshall;ER 10;6;3644;156;38,4;25/05/2005;08:23:10
Cogshall;ER 10;7;2759;138,4;32,3;25/05/2005;08:23:24
Cogshall;ER 10;8;4283;161,8;38,9;25/05/2005;08:23:55
Cogshall;ER 10;9;2363;127;29,5;25/05/2005;08:24:07
Cogshall;ER 10;10;6236;188,2;52,1;25/05/2005;08:24:28
Cogshall;ER 10;11;4215;168,7;39,1;25/05/2005;08:24:53
Cogshall;ER 10;12;4704;176,8;41,4;25/05/2005;08:25:32
Cogshall;ER 10;13;3503;150,6;36,1;25/05/2005;08:25:49
Cogshall;ER 10;14;7685;212,3;53,3;25/05/2005;08:26:27
Cogshall;ER 10;15;6010;192;47,8;25/05/2005;08:26:55
Cogshall;ER 10;16;6088;207,3;46,2;25/05/2005;08:27:23
Cogshall;ER 10;17;4263;173,7;38,6;25/05/2005;08:27:37
Cogshall;ER 10;18;5590;183,1;47;25/05/2005;08:27:58
Cogshall;ER 10;19;5637;198,1;45,7;25/05/2005;08:28:15
Cogshall;ER 10;20;6337;209;47;25/05/2005;08:28:41
Cogshall;ER 10;21;4800;190;42,4;25/05/2005;08:30:14
Cogshall;ER 10;22;8460;252,7;54,6;25/05/2005;08:32:22
Cogshall;ER 10;23;5667;193;45,7;25/05/2005;08:32:43
Cogshall;ER 10;24;6119;206,8;45;25/05/2005;08:33:14
Cogshall;ER 10;25;5857;199,4;45,5;25/05/2005;08:33:31
Cogshall;ER 10;26;5870;192,3;46;25/05/2005;08:34:11
Cogshall;ER 10;27;4190;170,4;39,1;25/05/2005;08:34:28
Cogshall;ER 10;28;8391;255;51,6;25/05/2005;13:37:44
Cogshall;ER 10;29;6909;206,2;51,3;25/05/2005;13:38:04
Cogshall;ER 10;30;7989;232,9;52,8;25/05/2005;13:38:34
Cogshall;ER 10;31;5461;187,7;44,2;25/05/2005;13:38:51
Cogshall;ER 10;32;8178;249,4;55,4;25/05/2005;13:39:29
Cogshall;ER 10;33;7236;222,2;51,3;25/05/2005;13:39:52
Cogshall;ER 10;34;8335;260,3;54,1;25/05/2005;13:40:26
Cogshall;ER 10;35;7631;205,5;53,8;25/05/2005;13:40:48
Cogshall;ER 10;36;7153;220;51,6;25/05/2005;13:41:18
Cogshall;ER 10;37;6783;227,6;48;25/05/2005;13:41:39
Cogshall;ER 10;38;8138;258,8;50,3;25/05/2005;13:42:13
Cogshall;ER 10;39;5811;195,8;48,5;25/05/2005;13:42:34
Cogshall;ER 10;40;7730;236,2;51,3;25/05/2005;13:43:14
Cogshall;ER 10;41;7166;234,7;47,2;25/05/2005;13:43:37
Cogshall;ER 10;42;8998;262,1;58,7;25/05/2005;13:44:15
Cogshall;ER 10;43;6096;210,6;48;25/05/2005;13:44:41
Cogshall;ER 10;44;7278;242,1;51,6;25/05/2005;13:45:13
Cogshall;ER 10;45;5511;173;45,5;25/05/2005;13:45:30
Cogshall;ER 10;46;6270;214,6;46,5;25/05/2005;13:46:03
Cogshall;ER 10;47;6224;222,2;50,3;25/05/2005;13:46:24
Cogshall;ER 10;48;9336;263,1;56,6;25/05/2005;13:47:15
Cogshall;ER 10;49;6094;193,3;49,5;25/05/2005;13:47:36
Cogshall;ER 2;1;588;38,4;26,9;22/05/2005;10:36:00
Cogshall;ER 2;2;692;60,2;22,4;22/05/2005;10:36:21
Cogshall;ER 2;3;838;94;17,3;22/05/2005;10:36:37
Cogshall;ER 2;4;1166;71,6;24,9;22/05/2005;10:37:01
Cogshall;ER 2;5;1753;75,7;33,5;22/05/2005;10:37:15
Cogshall;ER 2;6;1041;89,4;19,6;22/05/2005;10:37:34
Cogshall;ER 2;7;1591;107,9;23,6;22/05/2005;10:37:49
Cogshall;ER 2;8;3608;150,1;41,1;22/05/2005;10:38:23
Cogshall;ER 2;9;2679;110,7;33,3;22/05/2005;10:38:41
Cogshall;ER 2;10;3477;154,2;36,3;22/05/2005;10:39:07
Cogshall;ER 2;11;3065;141,7;32,5;22/05/2005;14:23:03
Cogshall;ER 2;12;3531;165,6;34,5;22/05/2005;14:28:28
Cogshall;ER 2;13;3295;147,1;33,8;22/05/2005;14:28:43
Cogshall;ER 2;14;3986;165,1;38,4;22/05/2005;14:29:09
Cogshall;ER 2;15;3635;158,2;34,3;22/05/2005;14:29:33
Cogshall;ER 2;16;4121;173,2;39,6;22/05/2005;14:30:15
Cogshall;ER 2;17;4170;167,4;38,1;22/05/2005;14:31:52
Cogshall;ER 2;18;4703;184,7;41,4;22/05/2005;14:33:16
Cogshall;ER 2;19;4012;168,7;35,8;22/05/2005;14:33:37
Cogshall;ER 2;20;4910;184,7;43,7;22/05/2005;14:35:46
Cogshall;ER 2;21;2884;154,2;34,8;22/05/2005;14:36:03
Cogshall;ER 2;22;4021;173,7;37,3;22/05/2005;14:36:37
Cogshall;ER 2;23;3533;170,4;37,3;22/05/2005;14:36:56
Cogshall;ER 3;1;1175;91,2;21,1;22/05/2005;14:37:57
Cogshall;ER 3;2;965;80;19;22/05/2005;14:38:11
Cogshall;ER 3;3;1359;96,3;24,6;22/05/2005;14:38:25
Cogshall;ER 3;4;2567;129,8;31;22/05/2005;14:38:55
Cogshall;ER 3;5;1808;105,7;28,2;22/05/2005;14:39:08
Cogshall;ER 3;6;2466;120,9;29,5;22/05/2005;14:39:30
Cogshall;ER 3;7;2095;130,8;27,7;22/05/2005;14:39:46
Cogshall;ER 3;8;2723;137,7;27,4;22/05/2005;15:22:51
Cogshall;ER 3;9;2259;121,7;29,7;22/05/2005;15:23:09
Cogshall;ER 3;10;2386;117,3;30,2;22/05/2005;15:23:38
Cogshall;ER 3;11;1927;130,8;24,4;22/05/2005;15:23:58
Cogshall;ER 3;12;2066;122,4;27,7;22/05/2005;15:24:23
Cogshall;ER 3;13;1835;111,5;26,7;22/05/2005;15:24:40
Cogshall;ER 3;14;4180;162,6;39,4;22/05/2005;15:25:08
Cogshall;ER 3;15;3072;140,2;33,5;22/05/2005;15:25:26
Cogshall;ER 3;16;4464;178,3;39,4;22/05/2005;15:25:51
Cogshall;ER 3;17;3511;154,9;35,1;22/05/2005;15:26:08
Cogshall;ER 3;18;3480;152,1;35,3;22/05/2005;15:26:30
Cogshall;ER 3;19;3265;165,6;31,5;22/05/2005;15:30:55
Cogshall;ER 3;20;3676;159,5;37,3;22/05/2005;15:37:15
Cogshall;ER 3;21;2957;142,7;32,3;22/05/2005;15:37:32
Cogshall;ER 3;22;4586;171,2;41,1;22/05/2005;15:38:50
Cogshall;ER 3;23;3986;145,5;41,9;22/05/2005;15:39:09
Cogshall;ER 3;24;4093;180,8;38,6;22/05/2005;15:39:43
Cogshall;ER 3;25;4771;179,1;39,4;22/05/2005;15:40:16
Cogshall;ER 3;26;4294;153,2;43,2;22/05/2005;15:40:57
Cogshall;ER 3;27;3337;149,6;35,6;22/05/2005;15:41:15
Cogshall;ER 3;28;6285;220,7;45,7;22/05/2005;15:41:52
Cogshall;ER 3;29;2821;139,2;31,7;22/05/2005;15:42:09
Cogshall;ER 3;30;4959;181,6;41,1;22/05/2005;15:42:51
Cogshall;ER 3;31;3816;166,1;36,6;22/05/2005;15:43:11
Cogshall;ER 3;32;7199;216,9;48,3;22/05/2005;15:43:45
Cogshall;ER 3;33;3567;160;34,8;22/05/2005;15:44:14
Cogshall;ER 3;34;8156;260,1;52,1;22/05/2005;15:44:47
Cogshall;ER 3;35;4956;195,8;39,9;22/05/2005;15:45:10
Cogshall;ER 3;36;9489;258,6;58,4;22/05/2005;15:45:48
Cogshall;ER 3;37;3699;159;34,8;22/05/2005;15:46:17
Cogshall;ER 3;38;7227;248,7;46;22/05/2005;15:47:07
Cogshall;ER 3;39;5932;180,3;47,8;22/05/2005;15:47:47
Cogshall;ER 4;1;968;77,7;19,8;23/05/2005;08:24:51
Cogshall;ER 4;2;1397;97,5;22,1;23/05/2005;08:25:09
Cogshall;ER 4;3;2359;135,9;28,7;23/05/2005;08:25:39
Cogshall;ER 4;4;2152;119,9;29,2;23/05/2005;08:26:08
Cogshall;ER 4;5;2598;127,5;32,8;23/05/2005;08:26:31
Cogshall;ER 4;6;2457;120,6;29,7;23/05/2005;08:26:46
Cogshall;ER 4;7;2138;130;29,2;23/05/2005;08:27:08
Cogshall;ER 4;8;1961;120,4;25,1;23/05/2005;08:27:23
Cogshall;ER 4;9;2607;124,5;32,3;23/05/2005;08:27:47
Cogshall;ER 4;10;2748;130;30,2;23/05/2005;08:28:02
Cogshall;ER 4;11;3203;138,2;36,6;23/05/2005;08:28:22
Cogshall;ER 4;12;2854;133,9;33,3;23/05/2005;08:28:39
Cogshall;ER 4;13;2024;109,5;27,2;23/05/2005;08:29:02
Cogshall;ER 4;14;2633;140,2;29,7;23/05/2005;08:29:16
Cogshall;ER 4;15;3166;128,8;34,3;23/05/2005;08:29:38
Cogshall;ER 4;16;2888;142,7;32,5;23/05/2005;08:29:55
Cogshall;ER 4;17;4160;151,1;39,1;23/05/2005;08:30:22
Cogshall;ER 4;18;3402;153,4;33,3;23/05/2005;08:30:40
Cogshall;ER 4;19;4423;162,3;42,4;23/05/2005;08:31:05
Cogshall;ER 4;20;2535;137,4;28,4;23/05/2005;08:31:21
Cogshall;ER 4;21;3997;168,4;37,3;23/05/2005;08:31:47
Cogshall;ER 4;22;4210;170,4;37,3;23/05/2005;08:32:07
Cogshall;ER 4;23;3885;159;38,6;23/05/2005;08:32:31
Cogshall;ER 4;24;3799;162,3;35,8;23/05/2005;08:32:55
Cogshall;ER 4;25;3957;156,7;36,8;23/05/2005;08:33:21
Cogshall;ER 4;26;3887;175,8;36,3;23/05/2005;08:33:50
Cogshall;ER 4;27;5887;212,9;44,2;23/05/2005;08:34:25
Cogshall;ER 4;28;6320;231,4;45,7;23/05/2005;08:35:09
Cogshall;ER 4;29;3047;140;34;23/05/2005;08:35:44
Cogshall;ER 4;30;2811;121,9;33,8;23/05/2005;08:36:00
Cogshall;ER 4;31;7103;228,3;50,3;23/05/2005;08:36:40
Cogshall;ER 4;32;5763;198,9;44,7;23/05/2005;08:37:02
Cogshall;ER 4;33;4480;169,7;38,9;23/05/2005;08:37:29
Cogshall;ER 4;34;4641;193,8;40,6;23/05/2005;08:37:51
Cogshall;ER 4;35;6129;210,1;44,4;23/05/2005;09:18:13
Cogshall;ER 4;36;5325;193;43,2;23/05/2005;09:18:39
Cogshall;ER 4;37;5202;192,3;43,7;23/05/2005;09:19:09
Cogshall;ER 4;38;2900;134,9;34,5;23/05/2005;09:19:24
Cogshall;ER 4;39;6392;205,7;47,2;23/05/2005;09:19:52
Cogshall;ER 4;40;3293;146;32,8;23/05/2005;09:20:09
Cogshall;ER 4;41;4446;181,6;37,8;23/05/2005;09:20:36
Cogshall;ER 4;42;3195;136,7;37,3;23/05/2005;09:20:53
Cogshall;ER 4;43;3387;156;34,8;23/05/2005;09:21:18
Cogshall;ER 4;44;3641;160;35,1;23/05/2005;09:21:50
Cogshall;ER 4;45;4401;175,8;40,1;23/05/2005;09:22:18
Cogshall;ER 4;46;4418;184,1;39,1;23/05/2005;09:22:38
Cogshall;ER 4;47;4026;173,2;39,1;23/05/2005;09:23:03
Cogshall;ER 4;48;3387;140,5;38,1;23/05/2005;09:23:17
Cogshall;ER 4;49;6854;229,6;47,8;23/05/2005;09:23:59
Cogshall;ER 4;50;4491;171,4;40,6;23/05/2005;09:24:22
Cogshall;ER 5;1;3411;149,9;38,1;23/05/2005;09:25:30
Cogshall;ER 5;2;2533;117,6;31,2;23/05/2005;09:25:43
Cogshall;ER 5;3;5427;194,1;43,2;23/05/2005;09:26:11
Cogshall;ER 5;4;3219;147,8;33,5;23/05/2005;09:26:27
Cogshall;ER 5;5;7034;223,8;50;23/05/2005;09:27:10
Cogshall;ER 5;6;4381;168,7;39,6;23/05/2005;09:27:49
Cogshall;ER 5;7;4551;187,5;39,1;23/05/2005;09:28:18
Cogshall;ER 5;8;5670;201,9;42,7;23/05/2005;09:28:41
Cogshall;ER 5;9;5166;196,3;42,2;23/05/2005;09:29:09
Cogshall;ER 5;10;5886;218,7;44,4;23/05/2005;09:29:39
Cogshall;ER 6;1;1566;104,6;23,1;23/05/2005;09:32:54
Cogshall;ER 6;2;1786;111;25,1;23/05/2005;09:33:10
Cogshall;ER 6;3;1242;94,7;20,1;23/05/2005;09:33:28
Cogshall;ER 6;4;2434;132,6;31,7;23/05/2005;09:33:53
Cogshall;ER 6;5;1794;131,3;24,9;23/05/2005;09:34:12
Cogshall;ER 6;6;2014;114,3;26,9;23/05/2005;09:34:31
Cogshall;ER 6;7;1840;125,2;25,9;23/05/2005;09:34:48
Cogshall;ER 6;8;2259;126,2;29;23/05/2005;09:35:08
Cogshall;ER 6;9;2113;114,3;29,7;23/05/2005;09:35:22
Cogshall;ER 6;10;2733;139,2;31,7;23/05/2005;09:35:52
Cogshall;ER 6;11;1818;106,2;26,9;23/05/2005;09:36:07
Cogshall;ER 6;12;3925;169,2;36,1;23/05/2005;09:37:04
Cogshall;ER 6;13;2265;119,6;29,5;23/05/2005;09:37:20
Cogshall;ER 6;14;2947;128,5;38,1;23/05/2005;09:39:06
Cogshall;ER 6;15;2667;126;32,5;23/05/2005;09:39:26
Cogshall;ER 6;16;2641;127;31,7;23/05/2005;09:39:48
Cogshall;ER 6;17;2271;114,8;30,5;23/05/2005;09:40:02
Cogshall;ER 6;18;2883;137,9;32,8;23/05/2005;09:40:26
Cogshall;ER 6;19;2817;138,9;31;23/05/2005;09:40:45
Cogshall;ER 6;20;2144;113;28,7;23/05/2005;09:41:06
Cogshall;ER 6;21;2845;138,7;31;23/05/2005;09:41:24
Cogshall;ER 6;22;4092;144;42,7;23/05/2005;09:41:55
Cogshall;ER 6;23;2956;153,7;31,7;23/05/2005;09:52:26
Cogshall;ER 6;24;2703;145;30,7;23/05/2005;09:52:53
Cogshall;ER 6;25;2651;140,5;37,3;23/05/2005;09:53:26
Cogshall;ER 6;26;3661;149,4;37,6;23/05/2005;09:53:50
Cogshall;ER 6;27;2826;137,9;32,3;23/05/2005;09:54:05
Cogshall;ER 6;28;3175;153,7;33,5;23/05/2005;09:54:28
Cogshall;ER 6;29;2956;160;32,3;23/05/2005;09:54:48
Cogshall;ER 6;30;4061;173,7;37,6;23/05/2005;09:55:16
Cogshall;ER 6;31;3816;175,5;35,8;23/05/2005;09:55:39
Cogshall;ER 6;32;3585;151,4;36,8;23/05/2005;09:56:05
Cogshall;ER 6;33;3286;157,5;35,1;23/05/2005;09:56:20
Cogshall;ER 6;34;5259;200,9;41,9;23/05/2005;09:56:50
Cogshall;ER 6;35;4573;196,3;39,1;23/05/2005;09:57:08
Cogshall;ER 6;36;5217;199,6;40,6;23/05/2005;09:57:45
Cogshall;ER 6;37;3137;146;35,3;23/05/2005;09:58:02
Cogshall;ER 6;38;3458;151,9;35,3;23/05/2005;09:58:27
Cogshall;ER 6;39;4810;179,6;39,6;23/05/2005;09:58:44
Cogshall;ER 6;40;6759;234,9;47;23/05/2005;09:59:36
Cogshall;ER 6;41;3633;165,4;33,8;23/05/2005;14:09:03
Cogshall;ER 6;42;5028;181,9;43,9;23/05/2005;14:10:38
Cogshall;ER 6;43;3457;149,6;35,6;23/05/2005;14:11:08
Cogshall;ER 6;44;3619;151,9;36,6;23/05/2005;14:25:31
Cogshall;ER 6;45;3746;163,1;36,1;23/05/2005;14:26:19
Cogshall;ER 6;46;6765;227,6;48,3;23/05/2005;14:26:51
Cogshall;ER 6;47;4282;165,9;38,9;23/05/2005;14:27:13
Cogshall;ER 6;48;4049;160,3;38,9;23/05/2005;14:27:37
Cogshall;ER 6;49;2621;128,5;31,5;23/05/2005;14:28:01
Cogshall;ER 6;50;3489;166,9;35,6;23/05/2005;14:28:28
Cogshall;ER 6;51;3768;154,2;37,1;23/05/2005;15:08:16
Cogshall;ER 6;52;4921;182,9;41,9;23/05/2005;15:08:43
Cogshall;ER 6;53;3151;141,5;34,3;23/05/2005;15:08:59
Cogshall;ER 6;54;5507;205;45;23/05/2005;15:09:28
Cogshall;ER 6;55;4435;172,2;39,1;23/05/2005;15:09:48
Cogshall;ER 6;56;5262;193;42,2;23/05/2005;15:10:17
Cogshall;ER 6;57;2897;136,1;32;23/05/2005;15:10:32
Cogshall;ER 6;58;4515;185,2;40,4;23/05/2005;15:10:59
Cogshall;ER 6;59;3881;162,3;37,1;23/05/2005;15:11:26
Cogshall;ER 6;60;4444;183,1;36,8;23/05/2005;15:11:58
Cogshall;ER 6;61;3758;155,4;35,6;23/05/2005;15:12:16
Cogshall;ER 6;62;5329;203,7;43,4;23/05/2005;15:12:46
Cogshall;ER 6;63;3407;161,5;34;23/05/2005;15:13:01
Cogshall;ER 6;64;4163;169,7;41,1;23/05/2005;15:16:02
Cogshall;ER 6;65;3919;148,3;39,6;23/05/2005;15:25:44
Cogshall;ER 6;66;4726;176,5;40,6;23/05/2005;15:26:09
Cogshall;ER 6;67;4268;170,4;39,9;23/05/2005;15:26:30
Cogshall;ER 7;1;3439;148,3;36,3;23/05/2005;15:48:41
Cogshall;ER 7;2;2382;125,2;30,5;23/05/2005;15:48:56
Cogshall;ER 7;3;5521;188;44,2;23/05/2005;15:49:23
Cogshall;ER 7;4;3221;147,8;34,8;23/05/2005;15:49:42
Cogshall;ER 7;5;5745;199,9;42,7;23/05/2005;15:50:10
Cogshall;ER 7;6;5246;186,9;43,7;23/05/2005;15:50:39
Cogshall;ER 7;7;4987;185,7;41,7;23/05/2005;15:51:03
Cogshall;ER 7;8;3412;152,1;37,6;23/05/2005;15:51:28
Cogshall;ER 7;9;6622;209,8;48,8;23/05/2005;15:53:46
Cogshall;ER 7;10;6832;213,1;49,3;23/05/2005;15:54:08
Cogshall;ER 8;1;1143;91,4;19,6;23/05/2005;15:54:51
Cogshall;ER 8;2;1321;99,8;22,1;23/05/2005;15:55:03
Cogshall;ER 8;3;1622;108,2;24,4;23/05/2005;15:55:23
Cogshall;ER 8;4;1228;93,7;22,1;23/05/2005;15:55:33
Cogshall;ER 8;5;2640;133,1;32,3;23/05/2005;15:55:55
Cogshall;ER 8;6;1824;100,1;26,4;23/05/2005;15:56:14
Cogshall;ER 8;7;2126;125;26,2;23/05/2005;15:56:35
Cogshall;ER 8;8;2478;128,5;29,5;23/05/2005;15:56:49
Cogshall;ER 8;9;3472;159;34,3;23/05/2005;15:57:15
Cogshall;ER 8;10;2060;122,2;26,9;23/05/2005;15:57:29
Cogshall;ER 8;11;3296;145,8;38,4;23/05/2005;15:57:54
Cogshall;ER 8;12;2826;140,5;31,5;23/05/2005;15:58:12
Cogshall;ER 8;13;3539;153,4;35,8;23/05/2005;15:58:36
Cogshall;ER 8;14;3503;158,7;34,5;23/05/2005;15:58:57
Cogshall;ER 8;15;4809;198,9;40,6;23/05/2005;15:59:33
Cogshall;ER 8;16;4525;181,9;36,8;24/05/2005;08:02:37
Cogshall;ER 8;17;4781;168,7;42,7;24/05/2005;08:03:00
Cogshall;ER 8;18;3331;156,5;33;24/05/2005;08:03:26
Cogshall;ER 8;19;6720;233,9;49,5;24/05/2005;08:03:55
Cogshall;ER 8;20;4986;193,3;39,4;24/05/2005;08:04:19
Cogshall;ER 8;21;4688;189,7;39,6;24/05/2005;08:04:52
Cogshall;ER 8;22;4887;177;40,4;24/05/2005;08:05:09
Cogshall;ER 8;23;5076;204;43,7;24/05/2005;08:05:36
Cogshall;ER 8;24;4421;161,5;39,1;24/05/2005;08:05:55
Cogshall;ER 8;25;4321;170,7;40,1;24/05/2005;08:06:20
Cogshall;ER 8;26;3420;154,7;34,3;24/05/2005;08:06:37
Cogshall;ER 8;27;4591;192,3;41,7;24/05/2005;08:07:10
Cogshall;ER 8;28;3176;147,3;33;24/05/2005;08:07:25
Cogshall;ER 8;29;6405;217,7;44,7;24/05/2005;08:07:52
Cogshall;ER 8;30;6190;208,8;45;24/05/2005;08:08:14
Cogshall;ER 8;31;5584;196,6;43,7;24/05/2005;08:08:39
Cogshall;ER 8;32;4625;185,2;38,6;24/05/2005;08:16:00
Cogshall;ER 8;33;6503;237;46,5;24/05/2005;08:20:19
Cogshall;ER 8;34;4983;194,8;43,2;24/05/2005;08:20:41
Cogshall;ER 8;35;5828;207,8;42,9;24/05/2005;08:33:17
Cogshall;ER 8;36;3433;172,7;34,8;24/05/2005;08:33:36
Cogshall;ER 8;37;5843;226,1;42,7;24/05/2005;08:34:05
Cogshall;ER 8;38;5501;205,7;42,2;24/05/2005;08:34:24
Cogshall;ER 8;39;4451;184,9;39,1;24/05/2005;08:34:52
Cogshall;ER 8;40;3088;154,4;31,7;24/05/2005;08:35:11
Cogshall;ER 8;41;5088;191,5;39,1;24/05/2005;08:35:39
Cogshall;ER 8;42;4222;170,7;36,8;24/05/2005;08:35:59
Cogshall;ER 8;43;7174;230,4;48,8;24/05/2005;08:36:34
Cogshall;ER 8;44;6669;225,6;47,2;24/05/2005;08:37:02
Cogshall;ER 8;45;6489;226,8;46,7;24/05/2005;08:37:36
Cogshall;ER 8;46;4347;179,8;36,8;24/05/2005;08:37:56
Cogshall;ER 8;47;5007;214,4;40,1;24/05/2005;08:38:25
Cogshall;ER 8;48;4350;178,1;37,8;24/05/2005;08:38:46
Cogshall;ER 8;49;6293;223,5;45,7;24/05/2005;08:39:17
Cogshall;ER 8;50;4345;189,2;37,6;24/05/2005;08:39:38
Cogshall;ER 8;51;6280;214,4;44,4;24/05/2005;08:40:20
Cogshall;ER 8;52;6302;215,1;43,7;24/05/2005;08:40:43
Cogshall;ER 8;53;5367;202,9;40,4;24/05/2005;08:41:15
Cogshall;ER 8;54;4793;192,3;39,4;24/05/2005;08:41:39
Cogshall;ER 8;55;6479;231,6;45,5;24/05/2005;08:42:12
Cogshall;ER 8;56;2798;143;31,2;24/05/2005;08:42:30
Cogshall;ER 8;57;4651;186,2;38,4;24/05/2005;08:43:00
Cogshall;ER 8;58;4903;183,4;39,9;24/05/2005;08:43:28
Cogshall;ER 8;59;5368;193,8;45,7;24/05/2005;08:44:00
Cogshall;ER 8;60;2459;135,4;27,7;24/05/2005;08:44:17
Cogshall;ER 8;61;6652;240,3;45,2;24/05/2005;08:44:46
Cogshall;ER 8;62;5215;191,8;40,9;24/05/2005;08:45:14
Cogshall;ER 8;63;4646;185,4;40,6;24/05/2005;08:45:42
Cogshall;ER 8;64;3245;139,4;34,3;24/05/2005;08:45:58
Cogshall;ER 8;65;6761;232,7;45,2;24/05/2005;08:46:28
Cogshall;ER 8;66;3523;148,1;36,6;24/05/2005;08:46:46
Cogshall;ER 9;1;983;73,4;19,6;24/05/2005;09:19:25
Cogshall;ER 9;2;547;39,1;22,9;24/05/2005;09:19:35
Cogshall;ER 9;3;2318;129,5;29,2;24/05/2005;09:19:59
Cogshall;ER 9;4;2842;112,8;41,4;24/05/2005;09:20:15
Cogshall;ER 9;5;1719;115,6;23,1;24/05/2005;09:20:41
Cogshall;ER 9;6;1545;101,1;24,9;24/05/2005;09:21:00
Cogshall;ER 9;7;1915;108,7;25,7;24/05/2005;09:21:27
Cogshall;ER 9;8;2490;133,1;29,5;24/05/2005;09:21:55
Cogshall;ER 9;9;1734;100,6;24,9;24/05/2005;09:22:10
Cogshall;ER 9;10;2718;150,9;32,5;24/05/2005;09:22:44
Cogshall;ER 9;11;2968;129;34,3;24/05/2005;09:23:10
Cogshall;ER 9;12;3185;157,5;32,3;24/05/2005;09:23:39
Cogshall;ER 9;13;1565;175,5;30;24/05/2005;09:23:58
Cogshall;ER 9;14;4043;160,3;38,4;24/05/2005;10:00:51
Cogshall;ER 9;15;2599;129,8;30,5;24/05/2005;10:20:50
Cogshall;ER 9;16;3686;157,7;38,6;24/05/2005;10:21:23
Cogshall;ER 9;17;3038;144,8;31,2;24/05/2005;14:21:03
Cogshall;ER 9;18;3849;190,2;35,8;24/05/2005;14:21:28
Cogshall;ER 9;19;2803;137,2;30,7;24/05/2005;14:21:46
Cogshall;ER 9;20;4405;182,4;37,8;24/05/2005;14:22:11
Cogshall;ER 9;21;2245;114,6;27,7;24/05/2005;15:15:55
Cogshall;ER 9;22;3610;177,3;35,3;24/05/2005;15:16:20
Cogshall;ER 9;23;3336;149,9;34;25/05/2005;07:53:34
Cogshall;ER 9;24;4054;168,4;36,1;25/05/2005;07:53:54
Cogshall;ER 9;25;2520;133,9;28,4;25/05/2005;07:54:07
Cogshall;ER 9;26;4878;191;39,1;25/05/2005;07:54:28
Cogshall;ER 9;27;5922;212,1;44,7;25/05/2005;07:54:56
Cogshall;ER 9;28;4989;201,9;39,6;25/05/2005;07:55:20
Cogshall;ER 9;29;3970;172,7;37,3;25/05/2005;07:55:35
Cogshall;ER 9;30;5525;204,5;41,7;25/05/2005;07:56:00
Cogshall;ER 9;31;4038;184,7;36,1;25/05/2005;07:56:19
Cogshall;ER 9;32;4414;172,2;39,9;25/05/2005;07:56:40
Cogshall;ER 9;33;4006;170,4;35,8;25/05/2005;07:56:55
Cogshall;ER 9;34;4585;184,9;39,9;25/05/2005;07:57:17
Cogshall;ER 9;35;2887;144;33,5;25/05/2005;07:57:31
Cogshall;ER 9;36;5885;225,8;43,4;25/05/2005;07:58:00
Cogshall;ER 9;37;4191;161,3;41,4;25/05/2005;08:05:36
Cogshall;ER 9;38;4018;163,8;37,3;25/05/2005;08:06:03
Cogshall;ER 9;39;3182;140,2;33,8;25/05/2005;08:06:24
