traitement;Bloc;plant;uc;localisation;position;pt_card;flor2011;sortieUC;Long;diametre;NbFeu;fhlong;fhlarg;fhsfol;fblong;fblarg;fbsfol
taille-juillet2012;BL2;E16;9;IL 2;L;S;0;S9;8,5;3,98;10;9,3;2,7;18,58;10,3;2,7;20,58
taille-juillet2012;BL2;E16;10;IL 2;L;S;1;2011;6;4,14;9;13,4;3,5;34,71;12,5;3,2;29,6
taille-juillet2012;BL2;E16;11;R1;A;E;1;2011;18,2;7,14;16;15,1;3,8;42,46;17;4,6;57,87
taille-juillet2012;BL2;E16;12;R1;L;E;1;2011;11,8;5,77;9;13;3,4;32,71;19,6;5,4;78,32
taille-juillet2012;BL2;E16;13;R1;A;E;1;2011;10,5;4,68;11;11,2;2,9;24,04;11,6;3,1;26,61
taille-juillet2012;BL2;E16;14;R1;A;E;1;2011;15;5,8;7;12,7;4,3;40,41;15,7;4,2;48,8
taille-juillet2012;BL2;E16;15;R1;A;E;1;2011;12,6;6,63;14;12;3,1;27,53;17,8;4,3;56,64
taille-juillet2012;BL2;E16;16;R 2;L;O;1;2011;9,5;4,56;3;13;3,7;35,59;13;3,7;35,59
taille-juillet2012;BL2;E16;17;R 2;L;O;0;S9;7,2;3,32;7;14,6;3,4;36,73;16,8;4,2;52,21
taille-juillet2012;BL2;E16;18;R 2;L;O;0;S9;8,5;3,48;6;10,5;2,5;19,43;14,2;3,2;33,63
taille-juillet2012;BL2;E16;19;R 2;L;O;0;S9;8,7;3,72;7;12;2,8;24,86;18;4,2;55,94
taille-juillet2012;BL2;E16;20;R 2;L;O;0;S9;3,6;2,54;5;13,4;3,4;33,71;14,8;3,8;41,62
taille-juillet2012;BL3;H2;1;IL 1;A;N;0;2011;6;6,08;16;11,9;2,5;22,02;13,6;3,9;39,25
taille-juillet2012;BL3;H2;2;IL 1;L;N;0;S11;5,3;4,47;11;9,4;3,2;22,26;11,6;3,7;31,76
taille-juillet2012;BL3;H2;3;IL 1;L;N;0;S11;8;4,21;9;7,8;2,4;13,85;11,7;3,4;29,44
taille-juillet2012;BL3;H2;4;IL 1;L;N;0;S11;9,2;5,27;9;8,6;2,6;16,55;18,7;5,8;80,26
taille-juillet2012;BL3;H2;5;IL 1;A;N;1;2011;12;6,5;12;13;3,8;36,56;13,7;3,6;36,5
taille-juillet2012;BL3;H2;6;IL 2;A;S;0;2011;8,6;5,5;13;11,7;3,2;27,71;13,1;3,6;34,9
taille-juillet2012;BL3;H2;7;IL 2;A;S;0;2011;6,9;4,37;10;10,8;2,7;21,58;12,7;3,4;31,95
taille-juillet2012;BL3;H2;8;IL 2;A;S;0;2011;9,4;5,57;11;14,7;3,8;41,34;16,7;4,1;50,67
taille-juillet2012;BL3;H2;9;IL 2;A;S;0;2011;5,1;5,54;17;11,7;3,2;27,71;16,1;4,1;48,85
taille-juillet2012;BL3;H2;10;IL 2;A;S;0;2011;4,5;3,8;8;9,8;2,7;19,58;12,9;3,4;32,46
taille-juillet2012;BL3;H2;11;R1;L;E;0;S11;9,5;4,13;9;9,5;2,6;18,28;14,3;4,4;46,56
taille-juillet2012;BL3;H2;12;R1;L;E;0;2011;4;4,28;10;10,8;2,9;23,18;11;3,5;28,49
taille-juillet2012;BL3;H2;13;R1;A;E;0;S11;7;4,9;13;11,3;2,9;24,25;14,9;4,1;45,21
taille-juillet2012;BL3;H2;14;R1;A;E;0;S11;7,5;5,46;17;11,2;2,9;24,04;15,3;4,2;47,55
taille-juillet2012;BL3;H2;15;R1;A;E;0;S20;7,6;6,2;18;11,9;3,4;29,94;15,7;4,3;49,96
taille-juillet2012;BL3;H2;16;R 2;A;O;0;2011;5;5,5;11;12;3,2;28,42;14,2;4,2;44,13
taille-juillet2012;BL3;H2;17;R 2;A;O;0;2011;6,5;4,81;10;9,3;2,9;19,96;13,8;4;40,85
taille-juillet2012;BL3;H2;18;R 2;L;O;0;S11;7,1;4,83;4;14,5;3,4;36,48;13,9;3,4;34,97
taille-juillet2012;BL3;H2;19;R 2;A;O;0;S11;5;5,21;13;9,2;2,7;18,38;13,2;3,5;34,19
taille-juillet2012;BL3;H2;20;R 2;A;O;0;2011;6,7;6,58;13;17;4,1;51,58;18;4,4;58,61
taille-juillet2012;BL3;H3;1;IL 1;A;N;0;S11;3,9;4,68;6;10,5;2,9;22,53;11,9;3;26,42
taille-juillet2012;BL3;H3;2;IL 1;A;N;1;2011;9,2;5,81;11;17,7;4,3;56,32;19,2;4,3;61,09
taille-juillet2012;BL3;H3;3;IL 1;L;N;0;S11;5,8;4,09;7;10,2;2,9;21,89;11,2;3,4;28,18
taille-juillet2012;BL3;H3;4;IL 1;A;N;1;2011;12,7;6,32;14;11,4;3,2;27;17,2;4,1;52,18
taille-juillet2012;BL3;H3;5;IL 1;A;N;1;2011;14,7;6,09;14;13;3,4;32,71;17,9;4,7;62,26
taille-juillet2012;BL3;H3;6;IL 2;L;S;1;2011;12,9;4,28;5;15,2;3,6;40,49;13,7;3,4;34,47
taille-juillet2012;BL3;H3;7;IL 2;L;S;1;2011;14,6;5,8;9;13,2;3,2;31,26;17,8;4,5;59,27
taille-juillet2012;BL3;H3;8;IL 2;L;S;1;2011;13,5;5,36;9;15;3,6;39,96;17,5;4,9;63,46
taille-juillet2012;BL3;H3;9;IL 2;L;S;1;2011;19,2;7,25;3;10,5;2,7;20,98;18,7;4,4;60,89
taille-juillet2012;BL3;H3;10;IL 2;L;S;0;2011;9,5;4,04;8;9,8;2,8;20,31;17,8;4,5;59,27
taille-juillet2012;BL3;H3;11;R1;A;E;1;2011;6,3;4,84;11;13,9;3,6;37,03;14,5;3,9;41,85
taille-juillet2012;BL3;H3;12;R1;L;E;0;2011;8,3;4,16;7;13,7;3,2;32,44;19,4;5;71,78
taille-juillet2012;BL3;H3;13;R1;A;E;0;S11;5,3;4,7;11;12;3,4;30,19;14,6;4;43,22
taille-juillet2012;BL3;H3;14;R1;L;E;0;S11;3;3,22;5;8,9;2,5;16,47;5,8;4,2;18,03
taille-juillet2012;BL3;H3;15;R1;A;E;0;S11;5,3;6,41;17;11,8;3,8;33,18;20,9;6,6;102,08
taille-juillet2012;BL3;H3;16;R 2;L;O;1;2011;15,5;5,49;8;14,5;3,2;34,34;15;3,7;41,07
taille-juillet2012;BL3;H3;17;R 2;L;O;1;2011;9,7;4,18;7;13,3;3,1;30,51;16,4;3,8;46,12
taille-juillet2012;BL3;H3;18;R 2;L;O;0;2011;10,4;3,61;6;16,8;3,4;42,27;18,3;3,8;51,46
taille-juillet2012;BL3;H3;19;R 2;L;O;1;2011;11,6;5,21;9;15,2;3,8;42,74;15;4,2;46,62
taille-juillet2012;BL3;H3;20;R 2;L;O;0;2011;7,1;4,24;5;17,2;4,2;53,46;19,4;4,9;70,34
taille-juillet2012;BL3;H4;1;IL 1;A;N;0;S11;3,4;3,13;4;12,3;3;27,31;10,7;2,8;22,17
taille-juillet2012;BL3;H4;2;IL 1;A;N;1;2011;10,5;5,79;5;13,4;3,1;30,74;15,4;3,6;41,03
taille-juillet2012;BL3;H4;3;IL 1;A;N;1;2011;7;2,57;5;11,2;2,9;24,04;13,1;3,3;31,99
taille-juillet2012;BL3;H4;4,1;IL 1;L;N;0;S20;4,3;5,57;3;14,3;3,6;38,1;14,3;3,6;38,1
taille-juillet2012;BL3;H4;5;IL 1;L;N;0;S11;10;4,02;10;8;2,1;12,43;13,2;3,5;34,19
taille-juillet2012;BL3;H4;6;IL 2;L;S;1;2011;9,2;4,55;9;14;3;31,08;21;4,7;73,04
taille-juillet2012;BL3;H4;7;IL 2;A;S;1;2011;9,2;6,8;12;14,2;3,8;39,93;14,8;3,7;40,52
taille-juillet2012;BL3;H4;8;IL 2;L;S;0;S11;6;4,1;8;15;4,2;46,62;13,1;5;48,47
taille-juillet2012;BL3;H4;9,1;IL 2;L;S;0;S20;2,7;2,3;1;11,2;3;24,86;11,2;3;24,86
taille-juillet2012;BL3;H4;9,2;IL 2;L;S;0;S20;3,5;3,26;5;16,7;4,7;58,08;15,8;4,7;54,95
taille-juillet2012;BL3;H4;10;IL 2;L;S;1;2011;4;3,92;5;10,3;2,5;19,06;15,4;3,5;39,89
taille-juillet2012;BL3;H4;11;R1;A;E;1;2011;12,2;7,32;6;16,5;3,8;46,4;17,2;4,1;52,18
taille-juillet2012;BL3;H4;12;R1;L;E;1;2011;9,5;5,58;2;24;4,5;79,92;24;4,5;79,92
taille-juillet2012;BL3;H4;13;R1;A;E;1;2011;22,5;7,55;13;14;3,3;34,19;13,7;3,1;31,43
taille-juillet2012;BL3;H4;14;R1;L;E;0;2011;6,5;4,2;8;15,1;3,9;43,58;17,5;4,8;62,16
taille-juillet2012;BL3;H4;15;R1;L;E;1;2011;16,7;5,97;8;11,5;2,8;23,83;10,5;2,5;19,43
taille-juillet2012;BL3;H4;16,1;R 2;L;O;0;S20;3,5;2,68;4;13,9;3,1;31,89;13,9;3;30,86
taille-juillet2012;BL3;H4;16,2;R 2;L;O;0;S20;3,8;3,4;6;13,1;3;29,08;14,1;3,8;39,65
taille-juillet2012;BL3;H4;16,3;R 2;L;O;0;S20;20;2,36;3;10,1;2,5;18,69;10,1;2,5;18,69
taille-juillet2012;BL3;H4;17;R 2;L;O;0;S11;6,7;3,33;6;11,3;3,2;26,76;15,6;4;46,18
taille-juillet2012;BL3;H4;18;R 2;L;O;0;S11;6,3;3,6;7;11,7;2,9;25,11;13,9;3,6;37,03
taille-juillet2012;BL3;H4;19;R 2;A;O;1;2011;9,3;4,22;6;14,9;3,2;35,28;17;4,7;59,13
taille-juillet2012;BL3;H4;20,1;R 2;A;O;0;S20;2;2,3;2;13,9;4,1;42,17;13,9;4,1;42,17
taille-juillet2012;BL3;H5;1,1;IL 1;L;N;0;S20;5,5;2,91;9;10,7;3;23,75;14,1;4,7;49,04
taille-juillet2012;BL3;H5;1,2;IL 1;L;N;0;S20;3,5;3,26;4;14,5;3,7;39,7;14;4;41,44
taille-juillet2012;BL3;H5;1,3;IL 1;L;N;0;S20;4,5;3,67;6;12,4;3,2;29,36;14,5;4,5;48,29
taille-juillet2012;BL3;H5;2,1;IL 1;L;N;0;S20;4,2;3,48;7;11;3,4;27,68;17,9;4,1;54,31
taille-juillet2012;BL3;H5;2,2;IL 1;L;N;0;S20;5;3,61;8;10;2,7;19,98;17,7;5,4;70,73
taille-juillet2012;BL3;H5;3;IL 1;L;N;1;2011;14,5;4,68;9;13,7;3,4;34,47;17,6;4,4;57,31
taille-juillet2012;BL3;H5;4;IL 1;L;N;1;2011;14;5,55;9;10,7;2,8;22,17;18,2;4,5;60,61
taille-juillet2012;BL3;H5;5;IL 1;A;N;1;2011;13,5;6,27;15;17,1;4,1;51,88;17,5;5;64,75
taille-juillet2012;BL3;H5;6;IL 2;L;S;0;2011;11;4,68;7;15,8;3,4;39,75;20,9;4,8;74,24
taille-juillet2012;BL3;H5;7;IL 2;L;S;0;2011;9,7;3,75;4;9,2;4,1;27,91;17,2;4,9;62,37
taille-juillet2012;BL3;H5;8,1;IL 2;L;S;0;S20;6;2,82;5;11,5;3,2;27,23;12,7;4,5;42,29
taille-juillet2012;BL3;H5;8,2;IL 2;L;S;0;S20;7,3;3,85;9;9,3;2,3;15,83;16,5;4,7;57,39
taille-juillet2012;BL3;H5;8,3;IL 2;L;S;0;S20;6,8;3,51;8;10,7;2,7;21,38;15,7;4,4;51,12
taille-juillet2012;BL3;H5;8,4;IL 2;L;S;0;S20;8,7;3,59;8;14,5;3,5;37,56;16,4;3,8;46,12
taille-juillet2012;BL3;H5;8,5;IL 2;L;S;0;S20;7,6;3;5;12;3;26,64;15,6;4;46,18
taille-juillet2012;BL3;H5;9,1;IL 2;L;S;0;S20;5;3,04;6;13,7;3,4;34,47;15,8;4,1;47,94
taille-juillet2012;BL3;H5;9,2;IL 2;L;S;0;S20;5,7;3,76;8;12;3,5;31,08;18,2;4,7;63,3
taille-juillet2012;BL3;H5;9,3;IL 2;L;S;0;S20;6,1;3,78;6;10,2;3,6;27,17;16,8;4,3;53,46
taille-juillet2012;BL3;H5;10,1;IL 2;L;S;1;2011;4,1;5,04;2;6,7;2,9;14,38;6,7;2,9;14,38
taille-juillet2012;BL3;H5;11;R1;L;E;1;2011;13,5;5,2;9;12,7;3,4;31,95;15,4;4,4;50,14
taille-juillet2012;BL3;H5;12;R1;L;E;1;2011;5,5;4,5;6;14;3,9;40,4;7,9;4,6;26,89
taille-juillet2012;BL3;H5;13;R1;L;E;1;2011;13;4,37;6;15,6;3,9;45,02;17,4;4,5;57,94
taille-juillet2012;BL3;H5;14;R1;L;E;1;2011;14,2;4,22;7;15,2;3,4;38,24;15,2;3,5;39,37
taille-juillet2012;BL3;H5;15;R1;L;E;0;2011;10,3;4,3;7;12,9;3,2;30,55;21,3;4,9;77,23
taille-juillet2012;BL3;H5;16;R 2;A;O;1;2011;11,1;6,05;8;16,4;4,5;54,61;17,5;4,5;58,28
taille-juillet2012;BL3;H5;17,1;R 2;L;O;0;S20;2,7;2,89;6;7,8;3,3;19,05;10,1;2,9;21,67
taille-juillet2012;BL3;H5;17,2;R 2;L;O;0;S20;2,8;2,76;4;7,5;3;16,65;8,5;2,9;18,24
taille-juillet2012;BL3;H5;18,1;R 2;L;O;0;S20;3,2;2,53;5;11,9;2,9;25,54;11;2,9;23,61
taille-juillet2012;BL3;H5;18,2;R 2;L;O;0;S20;4;3,3;6;15,6;4,2;48,48;17,8;4,8;63,23
taille-juillet2012;BL3;H5;18,3;R 2;L;O;0;S20;3,9;2,51;3;10,5;3,2;24,86;10,5;3,2;24,86
taille-juillet2012;BL3;H5;18,4;R 2;L;O;0;S20;3;2,58;2;11,5;3,2;27,23;11,5;3,2;27,23
taille-juillet2012;BL3;H5;19;R 2;L;O;0;2011;11;4,49;7;15,6;3,2;36,94;17,6;4;52,1
taille-juillet2012;BL3;H5;20;R 2;L;O;0;2011;9,9;4,41;6;20;4,8;71,04;20,5;5,6;84,95
taille-juillet2012;BL3;H6;1;IL 1;A;N;0;2011;14,6;5,71;13;13,5;3,4;33,97;10,7;3,2;25,34
taille-juillet2012;BL3;H6;2;IL 1;A;N;1;2011;12,7;5,32;10;16,7;3,9;48,2;12,7;3;28,19
taille-juillet2012;BL3;H6;3;IL 1;A;N;1;2011;8,1;5,06;11;14,9;3,9;43;17,3;4,8;61,45
taille-juillet2012;BL3;H6;4;IL 1;A;N;1;2011;12,8;5,8;9;14,6;4;43,22;19;4,6;64,68
taille-juillet2012;BL3;H6;5;IL 1;A;N;1;2011;17,7;7,23;12;17,9;4,3;56,96;22,4;5,8;96,14
taille-juillet2012;BL3;H6;6;IL 2;L;S;0;2011;10,3;3,87;8;13,5;3;29,97;19,8;4,7;68,86
taille-juillet2012;BL3;H6;7;IL 2;L;S;0;2011;12,2;4,25;7;15,1;3,6;40,23;18;4,7;62,6
taille-juillet2012;BL3;H6;8;IL 2;L;S;1;2011;14,1;5,34;8;11;2,6;21,16;16,9;4,1;51,27
taille-juillet2012;BL3;H6;9;IL 2;A;S;1;2011;9,2;4,31;8;11,9;3,2;28,18;14,7;4,1;44,6
taille-juillet2012;BL3;H6;10;IL 2;A;S;0;2011;17,4;7,55;19;12,2;3,2;28,89;14,2;4,5;47,29
taille-juillet2012;BL3;H6;11;R1;L;E;0;2011;15,1;5,04;9;12,5;3,1;28,68;18,5;4,7;64,34
taille-juillet2012;BL3;H6;12;R1;L;E;0;2011;13,1;4,22;8;11,8;3;26,2;19,7;5,3;77,26
taille-juillet2012;BL3;H6;13;R1;A;E;0;2011;8;5,5;13;11,8;3,3;28,82;16,2;4,5;53,95
taille-juillet2012;BL3;H6;14,1;R1;L;E;0;S20;1,6;2,15;4;4,5;1,1;3,66;4,3;1,3;4,14
taille-juillet2012;BL3;H6;14,2;R1;L;E;0;S20;2;2,49;5;7,9;2;11,69;8,8;2,3;14,98
taille-juillet2012;BL3;H6;14,3;R1;L;E;0;S20;2,5;2,59;5;9;2,8;18,65;9,9;3,4;24,91
taille-juillet2012;BL3;H6;15;R1;A;E;1;2011;16,1;7;10;18,6;4,7;64,69;23,3;5,5;94,83
taille-juillet2012;BL3;H6;16;R 2;A;O;1;2011;18,9;7,33;17;16,3;3,8;45,84;21,7;5,2;83,5
taille-juillet2012;BL3;H6;17;R 2;A;O;1;2011;9,7;5,09;12;15,2;3,6;40,49;21,4;5,5;87,1
taille-juillet2012;BL3;H6;18;R 2;A;O;0;2011;8,3;4,06;7;15,1;4;44,7;16,6;4,3;52,82
taille-juillet2012;BL3;H6;19,1;R 2;L;O;0;S20;3,2;3;8;14;3,6;37,3;14,5;4,2;45,07
taille-juillet2012;BL3;H6;19,2;R 2;L;O;0;S20;1,8;2,04;1;10;4;29,6;10;4;29,6
taille-juillet2012;BL3;H6;20,1;R 2;A;O;0;S18;3,6;6,36;11;12,3;2,8;25,49;18,4;4,8;65,36
temoin;BL3;H7;1;IL 1;A;N;1;2011;7,3;5,05;9;9,8;2,4;17,4;16,3;4,2;50,66
temoin;BL3;H7;2,1;IL 1;L;N;0;S16;2,1;2,02;2;5,4;2,9;11,59;5,4;2,9;11,59
temoin;BL3;H7;2,2;IL 1;L;N;0;S16;4,2;3,29;6;3,8;3,2;9;3,8;3,2;9
temoin;BL3;H7;2,3;IL 1;L;N;0;S16;2,2;2,98;2;11,5;5;42,55;11,5;5;42,55
temoin;BL3;H7;2,4;IL 1;L;N;0;S16;3,6;2,54;4;10;3,4;25,16;13,5;4;39,96
temoin;BL3;H7;3;IL 1;L;N;1;2011;9,8;4,59;6;10,9;2,7;21,78;12,2;3,8;34,31
temoin;BL3;H7;4;IL 1;L;N;0;S11;3,8;2,6;5;12,9;3,2;30,55;16,1;3,9;46,46
temoin;BL3;H7;5;IL 1;L;N;0;S16;9,3;4,66;4;13,3;3,5;34,45;14,2;3,7;38,88
temoin;BL3;H7;6,1;IL 2;L;S;0;S16;1;2,68;3;8,1;3,3;19,78;8,1;3,3;19,78
temoin;BL3;H7;6,2;IL 3;L;S;0;S16;1,3;2,9;3;10,5;3,3;25,64;10,5;3,3;25,64
temoin;BL3;H7;7;IL 2;L;S;1;2011;7,8;4,7;9;8,3;2,4;14,74;17,2;4,5;57,28
temoin;BL3;H7;8;IL 2;L;S;1;2011;14;4,65;8;12,6;3,4;31,7;16,3;3,6;43,42
temoin;BL3;H7;9;IL 2;L;S;1;2011;11,8;4,78;10;11,6;3,1;26,61;12,2;3,4;30,7
temoin;BL3;H7;10;IL 2;L;S;0;2011;2,6;3,16;4;8,8;3,3;21,49;11;3,6;29,3
temoin;BL3;H7;11;R1;L;E;1;2011;2,8;4,11;8;10;3;22,2;13,2;3,7;36,14
temoin;BL3;H7;12;R1;L;E;0;2011;11;4,49;10;16,2;2,6;31,17;15,1;3,8;42,46
temoin;BL3;H7;13;R1;L;E;0;2011;9;4,2;6;12,5;3,2;29,6;17,3;4,2;53,77
temoin;BL3;H7;14;R1;L;E;0;2011;9,5;3,79;5;14,1;3,5;36,52;15;4,5;49,95
temoin;BL3;H7;15;R1;L;E;0;2011;11;4,54;7;13,5;3,5;34,97;14,3;3,9;41,27
temoin;BL3;H7;16;R 2;L;O;1;2011;4,8;2,73;5;6;3,2;14,21;12,2;3,3;29,79
temoin;BL3;H7;17,1;R 2;L;O;0;S16;1,3;2,65;3;8;2,7;15,98;8;2,7;15,98
temoin;BL3;H7;17,2;R 2;L;O;0;S16;1,9;1,84;1;7,3;2,3;12,42;7,3;2,3;12,42
temoin;BL3;H7;17,3;R 2;L;O;0;S16;1;2,34;2;15,3;3,6;40,76;15,3;3,6;40,76
temoin;BL3;H7;18;R 2;L;O;1;2011;14,1;4,69;5;10;3,6;26,64;15,2;3,6;40,49
temoin;BL3;H7;19;R 2;L;O;1;2011;28;3,85;2;15,6;4;46,18;15,6;4;46,18
temoin;BL3;H7;20;R 2;L;O;1;2011;6,1;4,57;5;11,8;2,8;24,45;17;4,9;61,64
temoin;BL3;H8;1;IL 1;L;N;1;2011;21,8;5,36;10;12,3;2,9;26,4;21,9;4,9;79,41
temoin;BL3;H8;2,1;IL 1;L;N;0;S16;3,1;2,64;3;9,5;4;28,12;9,5;4;28,12
temoin;BL3;H8;2,2;IL 1;L;N;0;S16;2,7;3,09;3;8;3,6;21,31;8;3,6;21,31
temoin;BL3;H8;3;IL 1;L;N;1;2011;13,7;4,22;10;13,2;2,9;28,33;18,2;3,9;52,53
temoin;BL3;H8;4;IL 1;L;N;1;2011;14,2;5,2;12;12,6;3,2;29,84;13,5;3,4;33,97
temoin;BL3;H8;5;IL 1;A;N;1;2011;9,7;4,57;10;14,3;3,3;34,92;17,7;4,5;58,94
temoin;BL3;H8;6;IL 2;L;S;1;2011;12;4,04;4;18,1;4,2;56,25;19,7;4,5;65,6
temoin;BL3;H8;7;IL 2;A;S;1;2011;13,4;4,06;11;12;3,2;28,42;15,7;4,3;49,96
temoin;BL3;H8;8;IL 2;A;S;1;2011;9;5,68;7;10,9;2,9;23,39;14,5;4,4;47,21
temoin;BL3;H8;9,1;IL 2;A;S;0;S16;1,5;4,34;2;3,7;3;8,21;3,7;3;8,21
temoin;BL3;H8;10;IL 2;L;S;1;2011;13,2;5,11;10;14,6;3,8;41,06;13,7;4;40,55
temoin;BL3;H8;11;R1;L;E;1;2011;12,5;5,09;9;16,1;4,1;48,85;17,6;4,5;58,61
temoin;BL3;H8;12,1;R1;L;E;0;S16;1,7;2,55;4;11,4;4,2;35,43;12,3;4,2;38,23
temoin;BL3;H8;13,1;R1;L;E;0;S16;4,2;3,01;5;11,5;3,3;28,08;10,8;3,8;30,37
temoin;BL3;H8;13,2;R1;L;E;0;S16;3,8;2,79;5;10,4;3,2;24,63;11,1;3,4;27,93
temoin;BL3;H8;13,3;R1;L;E;0;S16;3,5;2,27;3;8,8;3;19,54;8,8;3;19,54
temoin;BL3;H8;13,4;R1;L;E;0;S16;1,7;2,08;1;10,5;3,1;24,09;10,5;3,1;24,09
temoin;BL3;H8;14,1;R1;L;E;0;S16;3,2;2,53;4;9,5;2,6;18,28;16,8;4,3;53,46
temoin;BL3;H8;14,2;R1;L;E;0;S16;4,6;3,27;8;9,8;3,5;25,38;15,5;3,2;36,7
temoin;BL3;H8;14,3;R1;L;E;0;S16;7,9;3,5;9;11,4;2,9;24,46;16,6;4,8;58,96
temoin;BL3;H8;15;R1;L;E;1;2011;15,5;7,35;14;14,5;3,2;34,34;20;5,3;78,44
temoin;BL3;H8;16;R 2;L;O;1;2011;12,7;4,86;6;13,8;3,3;33,7;18,1;4;53,58
temoin;BL3;H8;17;R 2;A;O;1;2011;5,6;5,76;3;7,5;4,9;27,2;7,5;4,9;27,2
temoin;BL3;H8;18;R 2;A;O;1;2011;11;6,23;11;16,4;4,1;49,76;20,8;5,2;80,04
temoin;BL3;H8;19;R 2;A;O;1;2011;14,5;5,83;10;14,9;3,3;36,39;16,7;3,7;45,72
temoin;BL3;H8;20;R 2;A;O;1;2011;7,4;5,51;12;13,3;3,8;37,4;22;5,2;84,66
temoin;BL3;H9;1;IL 1;A;N;0;2011;6,7;4,37;8;13,2;3,3;32,23;14,8;3,9;42,71
temoin;BL3;H9;2;IL 1;A;N;1;2011;6,5;3,98;1;13,1;3,4;32,96;13,1;3,4;32,96
temoin;BL3;H9;3;IL 1;L;N;1;2011;10;4,73;9;8,2;2;12,14;11,2;2,7;22,38
temoin;BL3;H9;4;IL 1;A;N;1;2011;14,7;6,4;12;13,2;3,1;30,28;17,6;3,7;48,19
temoin;BL3;H9;5;IL 1;L;N;0;2011;9,3;4,21;8;14,6;3,3;35,65;16,4;3,8;46,12
temoin;BL3;H9;6,1;IL 2;A;S;0;S18;3,2;4,12;8;9,6;2,4;17,05;12;3,5;31,08
temoin;BL3;H9;7;IL 2;A;S;0;S11;6,8;5,78;16;10;2,7;19,98;12,4;3,6;33,03
temoin;BL3;H9;8,1;IL 2;A;S;0;S18;3;3,85;6;9,9;2,9;21,25;12,5;3,5;32,38
temoin;BL3;H9;9;IL 2;A;S;1;2011;10,5;6,4;15;15,1;4;44,7;19,2;5;71,04
temoin;BL3;H9;10,1;IL 2;A;S;0;S18;1,2;3,55;1;9,1;2,4;16,16;9,1;2,4;16,16
temoin;BL3;H9;11;R1;A;E;1;2011;18,6;7,07;16;13,4;4,9;48,59;18,3;4,8;65
temoin;BL3;H9;12;R1;A;E;1;2011;14,3;5,65;7;13,4;3,3;32,72;14,1;3,4;35,48
temoin;BL3;H9;13;R1;L;E;0;S11;4,1;4,06;7;14,2;3,9;40,98;15,1;5,5;61,46
temoin;BL3;H9;14;R1;A;E;1;2011;10,5;5;10;17,3;4;51,21;18,1;4,1;54,92
temoin;BL3;H9;15;R1;A;E;1;2011;13;5,1;10;15,3;5,8;65,67;19,1;4,5;63,6
temoin;BL3;H9;16;R 2;A;O;1;2011;7,5;3,92;9;9,3;2,9;19,96;17;3,4;42,77
temoin;BL3;H9;17,1;R 2;A;O;0;S18;3;3,4;11;8,9;2,7;17,78;20,5;4,8;72,82
temoin;BL3;H9;18;R 2;L;O;0;2011;11,7;7,3;12;18,2;2,1;28,28;22,1;5,5;89,95
temoin;BL3;H9;19;R 2;L;O;1;2011;7,5;3,5;4;16,5;3,6;43,96;17,8;4,5;59,27
temoin;BL3;H9;20;R 2;A;O;1;2011;14,4;5,85;12;16;3,7;43,81;20;4,4;65,12
temoin;BL3;H10;1;IL 1;A;N;1;2011;13,2;5,58;10;16,6;4;49,14;20,2;4,6;68,76
temoin;BL3;H10;2;IL 1;L;N;0;2011;14,6;4,55;7;16;3,7;43,81;19,1;4,6;65,02
temoin;BL3;H10;3;IL 1;A;N;1;2011;5,3;3,35;6;12,4;3,4;31,2;13,9;4,8;49,37
temoin;BL3;H10;4;IL 1;L;N;0;S11;5,9;4,5;7;15,1;4,1;45,81;18,6;6,2;85,34
temoin;BL3;H10;5;IL 1;A;N;1;2011;13,2;5,97;11;16,6;4,4;54,05;18,8;4,9;68,17
temoin;BL3;H10;6;IL 2;A;S;1;2011;11,5;5,43;7;14;2,9;30,04;17,6;4,1;53,4
temoin;BL3;H10;7;IL 2;A;S;1;2011;9,9;5,32;2;15,3;3,4;38,49;15,3;3,4;38,49
temoin;BL3;H10;8;IL 2;L;S;0;2011;18,5;4,64;9;16,6;3,7;45,45;15;3,4;37,74
temoin;BL3;H10;9;IL 2;L;S;1;2011;8,4;3,94;3;17,3;4,3;55,05;17,3;4,3;55,05
temoin;BL3;H10;10;IL 2;A;S;0;S11;1,5;3,37;6;6,6;1,9;9,28;7,6;2,1;11,81
temoin;BL3;H10;11;R1;A;E;0;S11;3,4;3,36;8;8,8;3,5;22,79;12,6;3,7;34,5
temoin;BL3;H10;12;R1;L;E;0;S11;4,5;4,04;9;12,2;3,2;28,89;23;5,7;97,01
temoin;BL3;H10;13;R1;L;E;1;2011;14,2;4,51;5;13,3;3,4;33,46;14,3;3,5;37,04
temoin;BL3;H10;14;R1;L;E;1;2011;8,6;3,73;7;10,6;2,7;21,18;12,6;3,7;34,5
temoin;BL3;H10;15;R1;L;E;0;S11;8,5;4,83;9;13,2;3,7;36,14;20,3;6,1;91,63
temoin;BL3;H10;16;R 2;L;O;0;2011;12,7;3,29;3;15;3,3;36,63;15;3,3;36,63
temoin;BL3;H10;17;R 2;A;O;1;2011;13,2;4,71;9;18,2;5,2;70,03;19;5,2;73,11
temoin;BL3;H10;18;R 2;A;O;1;2011;12,8;5,52;9;14,7;3,6;39,16;21,4;5,2;82,35
temoin;BL3;H10;19,1;R 2;A;O;0;S18;3,8;3,03;6;8,9;2,6;17,12;10,5;3;23,31
temoin;BL3;H10;20;R 2;L;O;0;2011;11,5;3,81;5;16,2;4,2;50,35;14,6;3,9;42,14
