DATE;HOUR;GR;PAR;T;RH;DATETIME
22/10/2001;10;236;1508.04;25.6;58;22/10/2001 10:00
22/10/2001;11;198;1265.22;24.4;62;22/10/2001 11:00
22/10/2001;12;176;1124.64;25.5;56;22/10/2001 12:00
22/10/2001;13;246;1571.94;26.2;57;22/10/2001 13:00
22/10/2001;14;188;1201.32;24.9;62;22/10/2001 14:00
22/10/2001;15;134;856.26;24.1;63;22/10/2001 15:00
22/10/2001;16;120;766.8;24.9;60;22/10/2001 16:00
22/10/2001;17;80;511.2;24.4;60;22/10/2001 17:00
22/10/2001;18;28;178.92;23.2;64;22/10/2001 18:00
22/10/2001;19;2;12.78;21.4;73;22/10/2001 19:00
22/10/2001;20;0;0;19.8;82;22/10/2001 20:00
22/10/2001;21;0;0;20.2;78;22/10/2001 21:00
22/10/2001;22;0;0;19.5;79;22/10/2001 22:00
22/10/2001;23;0;0;18.8;78;22/10/2001 23:00
22/10/2001;24;0;0;18.1;81;23/10/2001 00:00
23/10/2001;1;0;0;17.7;79;23/10/2001 01:00
23/10/2001;2;0;0;17.7;78;23/10/2001 02:00
23/10/2001;3;0;0;17.7;77;23/10/2001 03:00
23/10/2001;4;0;0;17.8;74;23/10/2001 04:00
23/10/2001;5;0;0;17.1;76;23/10/2001 05:00
23/10/2001;6;2;12.78;18.2;72;23/10/2001 06:00
23/10/2001;7;44;281.16;22;66;23/10/2001 07:00
23/10/2001;8;122;779.58;23.7;64;23/10/2001 08:00
23/10/2001;9;202;1290.78;24.4;65;23/10/2001 09:00
23/10/2001;10;274;1750.86;24.5;63;23/10/2001 10:00
23/10/2001;11;364;2325.96;25.7;62;23/10/2001 11:00
23/10/2001;12;320;2044.8;26.3;62;23/10/2001 12:00
23/10/2001;13;256;1635.84;24.4;66;23/10/2001 13:00
23/10/2001;14;304;1942.56;24.4;68;23/10/2001 14:00
23/10/2001;15;302;1929.78;25.4;60;23/10/2001 15:00
23/10/2001;16;206;1316.34;25.6;58;23/10/2001 16:00
23/10/2001;17;170;1086.3;25.7;56;23/10/2001 17:00
23/10/2001;18;44;281.16;23.7;63;23/10/2001 18:00
23/10/2001;19;2;12.78;21.5;73;23/10/2001 19:00
23/10/2001;20;0;0;20.7;77;23/10/2001 20:00
23/10/2001;21;0;0;20.7;69;23/10/2001 21:00
23/10/2001;22;0;0;19.3;72;23/10/2001 22:00
23/10/2001;23;0;0;19.1;69;23/10/2001 23:00
23/10/2001;24;0;0;19;75;24/10/2001 00:00
24/10/2001;1;0;0;19;75;24/10/2001 01:00
24/10/2001;2;0;0;18.7;78;24/10/2001 02:00
24/10/2001;3;0;0;19.7;77;24/10/2001 03:00
24/10/2001;4;0;0;19.1;73;24/10/2001 04:00
24/10/2001;5;0;0;19.5;76;24/10/2001 05:00
24/10/2001;6;2;12.78;19;76;24/10/2001 06:00
24/10/2001;7;28;178.92;21.1;73;24/10/2001 07:00
24/10/2001;8;122;779.58;25;57;24/10/2001 08:00
24/10/2001;9;220;1405.8;26.5;55;24/10/2001 09:00
24/10/2001;10;300;1917;26.7;58;24/10/2001 10:00
24/10/2001;11;198;1265.22;26.2;62;24/10/2001 11:00
24/10/2001;12;210;1341.9;24.2;67;24/10/2001 12:00
24/10/2001;13;86;549.54;24.5;73;24/10/2001 13:00
24/10/2001;14;56;357.84;22.2;79;24/10/2001 14:00
24/10/2001;15;78;498.42;23;86;24/10/2001 15:00
24/10/2001;16;154;984.06;24.3;67;24/10/2001 16:00
24/10/2001;17;38;242.82;23.3;74;24/10/2001 17:00
24/10/2001;18;16;102.24;22.6;77;24/10/2001 18:00
24/10/2001;19;2;12.78;20.7;86;24/10/2001 19:00
24/10/2001;20;0;0;20.9;86;24/10/2001 20:00
24/10/2001;21;0;0;21.1;84;24/10/2001 21:00
24/10/2001;22;0;0;21;82;24/10/2001 22:00
24/10/2001;23;0;0;21.5;80;24/10/2001 23:00
24/10/2001;24;0;0;20.5;82;25/10/2001 00:00
25/10/2001;1;0;0;20.6;81;25/10/2001 01:00
25/10/2001;2;0;0;19.9;83;25/10/2001 02:00
25/10/2001;3;0;0;20;82;25/10/2001 03:00
25/10/2001;4;0;0;19.6;81;25/10/2001 04:00
25/10/2001;5;0;0;21.1;82;25/10/2001 05:00
25/10/2001;6;2;12.78;19.7;81;25/10/2001 06:00
25/10/2001;7;64;408.96;24.2;67;25/10/2001 07:00
25/10/2001;8;154;984.06;26.4;58;25/10/2001 08:00
25/10/2001;9;224;1431.36;26.2;60;25/10/2001 09:00
25/10/2001;10;300;1917;26.5;57;25/10/2001 10:00
25/10/2001;11;328;2095.92;26.4;58;25/10/2001 11:00
25/10/2001;12;340;2172.6;25.4;66;25/10/2001 12:00
25/10/2001;13;142;907.38;25.2;61;25/10/2001 13:00
25/10/2001;14;130;830.7;25.7;61;25/10/2001 14:00
25/10/2001;15;174;1111.86;27.4;60;25/10/2001 15:00
25/10/2001;16;228;1456.92;25.1;63;25/10/2001 16:00
25/10/2001;17;128;817.92;25.5;61;25/10/2001 17:00
25/10/2001;18;54;345.06;24.2;66;25/10/2001 18:00
25/10/2001;19;2;12.78;21.5;77;25/10/2001 19:00
25/10/2001;20;0;0;20.6;85;25/10/2001 20:00
25/10/2001;21;0;0;20.3;84;25/10/2001 21:00
25/10/2001;22;0;0;19.8;78;25/10/2001 22:00
25/10/2001;23;0;0;19.4;75;25/10/2001 23:00
25/10/2001;24;0;0;19;74;26/10/2001 00:00
26/10/2001;1;0;0;18.8;75;26/10/2001 01:00
26/10/2001;2;0;0;18.7;74;26/10/2001 02:00
26/10/2001;3;0;0;18.9;72;26/10/2001 03:00
26/10/2001;4;0;0;18.5;69;26/10/2001 04:00
26/10/2001;5;0;0;18.6;70;26/10/2001 05:00
26/10/2001;6;2;12.78;18.3;70;26/10/2001 06:00
26/10/2001;7;48;306.72;23;63;26/10/2001 07:00
26/10/2001;8;138;881.82;25.3;62;26/10/2001 08:00
26/10/2001;9;210;1341.9;24.4;65;26/10/2001 09:00
26/10/2001;10;224;1431.36;25.4;68;26/10/2001 10:00
26/10/2001;11;344;2198.16;25.9;62;26/10/2001 11:00
26/10/2001;12;334;2134.26;25.4;64;26/10/2001 12:00
26/10/2001;13;266;1699.74;25.4;64;26/10/2001 13:00
26/10/2001;14;322;2057.58;26.3;61;26/10/2001 14:00
26/10/2001;15;300;1917;26.9;63;26/10/2001 15:00
26/10/2001;16;170;1086.3;25.7;73;26/10/2001 16:00
26/10/2001;17;100;639;24.1;75;26/10/2001 17:00
26/10/2001;18;48;306.72;23.5;76;26/10/2001 18:00
26/10/2001;19;2;12.78;20.7;80;26/10/2001 19:00
26/10/2001;20;0;0;19.7;78;26/10/2001 20:00
26/10/2001;21;0;0;19.2;81;26/10/2001 21:00
26/10/2001;22;0;0;20.3;87;26/10/2001 22:00
26/10/2001;23;0;0;19.5;84;26/10/2001 23:00
26/10/2001;24;0;0;19.1;85;27/10/2001 00:00
27/10/2001;1;0;0;19.6;85;27/10/2001 01:00
27/10/2001;2;0;0;18.2;82;27/10/2001 02:00
27/10/2001;3;0;0;17.9;83;27/10/2001 03:00
27/10/2001;4;0;0;18.8;81;27/10/2001 04:00
27/10/2001;5;0;0;17.7;77;27/10/2001 05:00
27/10/2001;6;2;12.78;18.6;83;27/10/2001 06:00
27/10/2001;7;52;332.28;23.3;70;27/10/2001 07:00
27/10/2001;8;140;894.6;25.6;64;27/10/2001 08:00
27/10/2001;9;228;1456.92;25.6;65;27/10/2001 09:00
27/10/2001;10;288;1840.32;26.4;59;27/10/2001 10:00
27/10/2001;11;352;2249.28;26.9;64;27/10/2001 11:00
27/10/2001;12;376;2402.64;27.2;63;27/10/2001 12:00
27/10/2001;13;382;2440.98;26.5;60;27/10/2001 13:00
27/10/2001;14;318;2032.02;26.1;65;27/10/2001 14:00
27/10/2001;15;300;1917;26.9;64;27/10/2001 15:00
27/10/2001;16;224;1431.36;26.9;66;27/10/2001 16:00
27/10/2001;17;146;932.94;25.2;63;27/10/2001 17:00
27/10/2001;18;52;332.28;24.1;70;27/10/2001 18:00
27/10/2001;19;2;12.78;22.2;79;27/10/2001 19:00
27/10/2001;20;0;0;20.9;83;27/10/2001 20:00
27/10/2001;21;0;0;20.5;79;27/10/2001 21:00
27/10/2001;22;0;0;20.1;77;27/10/2001 22:00
27/10/2001;23;0;0;19.5;80;27/10/2001 23:00
27/10/2001;24;0;0;19.7;84;28/10/2001 00:00
28/10/2001;1;0;0;19.7;82;28/10/2001 01:00
28/10/2001;2;0;0;19.3;85;28/10/2001 02:00
28/10/2001;3;0;0;19.2;82;28/10/2001 03:00
28/10/2001;4;0;0;19.4;83;28/10/2001 04:00
28/10/2001;5;0;0;18.9;77;28/10/2001 05:00
28/10/2001;6;2;12.78;19;80;28/10/2001 06:00
28/10/2001;7;52;332.28;23.3;76;28/10/2001 07:00
28/10/2001;8;140;894.6;25.8;70;28/10/2001 08:00
28/10/2001;9;224;1431.36;25.8;64;28/10/2001 09:00
28/10/2001;10;268;1712.52;25.5;64;28/10/2001 10:00
28/10/2001;11;332;2121.48;26.7;62;28/10/2001 11:00
28/10/2001;12;306;1955.34;26.9;68;28/10/2001 12:00
28/10/2001;13;332;2121.48;27.8;70;28/10/2001 13:00
28/10/2001;14;224;1431.36;26.3;69;28/10/2001 14:00
28/10/2001;15;164;1047.96;25.9;65;28/10/2001 15:00
28/10/2001;16;80;511.2;25;70;28/10/2001 16:00
28/10/2001;17;28;178.92;23.7;79;28/10/2001 17:00
28/10/2001;18;6;38.34;23.2;82;28/10/2001 18:00
28/10/2001;19;4;25.56;23.3;79;28/10/2001 19:00
28/10/2001;20;0;0;21.4;88;28/10/2001 20:00
28/10/2001;21;0;0;20.6;91;28/10/2001 21:00
28/10/2001;22;0;0;20.4;95;28/10/2001 22:00
28/10/2001;23;0;0;20;97;28/10/2001 23:00
28/10/2001;24;0;0;20.2;98;29/10/2001 00:00
29/10/2001;1;0;0;20.7;99;29/10/2001 01:00
29/10/2001;2;0;0;20.1;100;29/10/2001 02:00
29/10/2001;3;0;0;19.7;101;29/10/2001 03:00
29/10/2001;4;0;0;19.4;102;29/10/2001 04:00
29/10/2001;5;0;0;19.7;103;29/10/2001 05:00
29/10/2001;6;0;0;22;76;29/10/2001 06:00
29/10/2001;7;10;63.9;21.8;78;29/10/2001 07:00
29/10/2001;8;22;140.58;19.8;91;29/10/2001 08:00
29/10/2001;9;65;415.35;20.6;88;29/10/2001 09:00
29/10/2001;10;131;837.09;21.8;83;29/10/2001 10:00
29/10/2001;11;207;1322.73;22.7;84;29/10/2001 11:00
29/10/2001;12;270;1725.3;23.7;75;29/10/2001 12:00
29/10/2001;13;220;1405.8;24.2;77;29/10/2001 13:00
29/10/2001;14;153;977.67;23.3;74;29/10/2001 14:00
29/10/2001;15;106;677.34;23.4;80;29/10/2001 15:00
29/10/2001;16;124;792.36;21.8;81;29/10/2001 16:00
29/10/2001;17;70;447.3;20.3;85;29/10/2001 17:00
29/10/2001;18;48;306.72;20.6;79;29/10/2001 18:00
29/10/2001;19;4;25.56;20.6;74;29/10/2001 19:00
29/10/2001;20;0;0;20.6;74;29/10/2001 20:00
29/10/2001;21;0;0;20.3;70;29/10/2001 21:00
29/10/2001;22;0;0;18.1;77;29/10/2001 22:00
29/10/2001;23;0;0;17.7;83;29/10/2001 23:00
29/10/2001;24;0;0;18;82;30/10/2001 00:00
30/10/2001;1;0;0;16.9;83;30/10/2001 01:00
30/10/2001;2;0;0;16.8;81;30/10/2001 02:00
30/10/2001;3;0;0;16;81;30/10/2001 03:00
30/10/2001;4;0;0;15.6;79;30/10/2001 04:00
30/10/2001;5;0;0;15.7;73;30/10/2001 05:00
30/10/2001;6;2;12.78;16.8;72;30/10/2001 06:00
30/10/2001;7;56;357.84;20;65;30/10/2001 07:00
30/10/2001;8;60;383.4;19.3;75;30/10/2001 08:00
30/10/2001;9;190;1214.1;21.7;64;30/10/2001 09:00
30/10/2001;10;220;1405.8;23.7;66;30/10/2001 10:00
30/10/2001;11;374;2389.86;22.9;67;30/10/2001 11:00
30/10/2001;12;388;2479.32;23.5;62;30/10/2001 12:00
30/10/2001;13;404;2581.56;24.5;62;30/10/2001 13:00
30/10/2001;14;318;2032.02;23;63;30/10/2001 14:00
30/10/2001;15;234;1495.26;23.5;62;30/10/2001 15:00
30/10/2001;16;136;869.04;22.3;77;30/10/2001 16:00
30/10/2001;17;80;511.2;20.7;75;30/10/2001 17:00
30/10/2001;18;36;230.04;20;77;30/10/2001 18:00
30/10/2001;19;2;12.78;18.6;80;30/10/2001 19:00
30/10/2001;20;0;0;18.7;83;30/10/2001 20:00
30/10/2001;21;0;0;18.8;82;30/10/2001 21:00
30/10/2001;22;0;0;17.5;85;30/10/2001 22:00
30/10/2001;23;0;0;18.1;83;30/10/2001 23:00
30/10/2001;24;0;0;17.6;83;31/10/2001 00:00
31/10/2001;1;0;0;17.8;76;31/10/2001 01:00
31/10/2001;2;0;0;18.2;75;31/10/2001 02:00
31/10/2001;3;0;0;18.3;73;31/10/2001 03:00
31/10/2001;4;0;0;18.3;72;31/10/2001 04:00
31/10/2001;5;0;0;18.2;74;31/10/2001 05:00
31/10/2001;6;2;12.78;18.2;78;31/10/2001 06:00
31/10/2001;7;26;166.14;18.1;85;31/10/2001 07:00
31/10/2001;8;146;932.94;21.3;70;31/10/2001 08:00
31/10/2001;9;196;1252.44;22;61;31/10/2001 09:00
31/10/2001;10;312;1993.68;23;59;31/10/2001 10:00
31/10/2001;11;362;2313.18;23.4;63;31/10/2001 11:00
31/10/2001;12;400;2556;24.1;53;31/10/2001 12:00
31/10/2001;13;368;2351.52;24.4;51;31/10/2001 13:00
31/10/2001;14;366;2338.74;24;50;31/10/2001 14:00
31/10/2001;15;320;2044.8;23.2;53;31/10/2001 15:00
31/10/2001;16;224;1431.36;24.1;60;31/10/2001 16:00
31/10/2001;17;164;1047.96;22.2;60;31/10/2001 17:00
31/10/2001;18;50;319.5;20.6;67;31/10/2001 18:00
31/10/2001;19;2;12.78;19.4;69;31/10/2001 19:00
31/10/2001;20;0;0;19;75;31/10/2001 20:00
31/10/2001;21;0;0;18.9;81;31/10/2001 21:00
31/10/2001;22;0;0;18.7;80;31/10/2001 22:00
31/10/2001;23;0;0;18.7;82;31/10/2001 23:00
31/10/2001;24;0;0;19.2;77;01/11/2001 00:00
01/11/2001;1;0;0;17.8;88;01/11/2001 01:00
01/11/2001;2;0;0;17.2;94;01/11/2001 02:00
01/11/2001;3;0;0;17.7;87;01/11/2001 03:00
01/11/2001;4;0;0;18;78;01/11/2001 04:00
01/11/2001;5;0;0;16.7;85;01/11/2001 05:00
01/11/2001;6;2;12.78;17.8;76;01/11/2001 06:00
01/11/2001;7;54;345.06;20.6;69;01/11/2001 07:00
01/11/2001;8;152;971.28;22.3;61;01/11/2001 08:00
01/11/2001;9;254;1623.06;22.7;62;01/11/2001 09:00
01/11/2001;10;204;1303.56;22.8;61;01/11/2001 10:00
01/11/2001;11;368;2351.52;23.5;55;01/11/2001 11:00
01/11/2001;12;404;2581.56;24.1;58;01/11/2001 12:00
01/11/2001;13;350;2236.5;23.8;62;01/11/2001 13:00
01/11/2001;14;352;2249.28;24.3;58;01/11/2001 14:00
01/11/2001;15;314;2006.46;23.1;61;01/11/2001 15:00
01/11/2001;16;240;1533.6;23.9;67;01/11/2001 16:00
01/11/2001;17;154;984.06;22;69;01/11/2001 17:00
01/11/2001;18;36;230.04;20.6;74;01/11/2001 18:00
01/11/2001;19;2;12.78;19.6;81;01/11/2001 19:00
01/11/2001;20;0;0;20.2;80;01/11/2001 20:00
01/11/2001;21;0;0;18.4;81;01/11/2001 21:00
01/11/2001;22;0;0;18.8;82;01/11/2001 22:00
01/11/2001;23;0;0;20.6;76;01/11/2001 23:00
01/11/2001;24;0;0;19.3;78;02/11/2001 00:00
02/11/2001;1;0;0;19;80;02/11/2001 01:00
02/11/2001;2;0;0;19.2;82;02/11/2001 02:00
02/11/2001;3;0;0;19.4;79;02/11/2001 03:00
02/11/2001;4;0;0;19.3;85;02/11/2001 04:00
02/11/2001;5;0;0;19.1;84;02/11/2001 05:00
02/11/2001;6;2;12.78;19.4;81;02/11/2001 06:00
02/11/2001;7;28;178.92;19.7;79;02/11/2001 07:00
02/11/2001;8;62;396.18;19.1;89;02/11/2001 08:00
02/11/2001;9;144;920.16;21.6;79;02/11/2001 09:00
02/11/2001;10;316;2019.24;22.5;64;02/11/2001 10:00
02/11/2001;11;330;2108.7;23.8;70;02/11/2001 11:00
02/11/2001;12;342;2185.38;23.5;62;02/11/2001 12:00
02/11/2001;13;260;1661.4;23.5;62;02/11/2001 13:00
02/11/2001;14;272;1738.08;23.9;62;02/11/2001 14:00
02/11/2001;15;218;1393.02;23;63;02/11/2001 15:00
02/11/2001;16;158;1009.62;22.7;64;02/11/2001 16:00
02/11/2001;17;74;472.86;22.9;67;02/11/2001 17:00
02/11/2001;18;36;230.04;21.4;72;02/11/2001 18:00
02/11/2001;19;4;25.56;20.2;76;02/11/2001 19:00
02/11/2001;20;0;0;18.9;80;02/11/2001 20:00
02/11/2001;21;0;0;19;76;02/11/2001 21:00
02/11/2001;22;0;0;18;77;02/11/2001 22:00
02/11/2001;23;0;0;17.9;72;02/11/2001 23:00
02/11/2001;24;0;0;17.9;70;03/11/2001 00:00
03/11/2001;1;0;0;17.5;74;03/11/2001 01:00
03/11/2001;2;0;0;17.6;72;03/11/2001 02:00
03/11/2001;3;0;0;17.5;79;03/11/2001 03:00
03/11/2001;4;0;0;18.3;82;03/11/2001 04:00
03/11/2001;5;0;0;17.7;83;03/11/2001 05:00
03/11/2001;6;2;12.78;17.8;82;03/11/2001 06:00
03/11/2001;7;52;332.28;22.1;73;03/11/2001 07:00
03/11/2001;8;148;945.72;24.8;60;03/11/2001 08:00
03/11/2001;9;238;1520.82;25.4;50;03/11/2001 09:00
03/11/2001;10;312;1993.68;25.9;56;03/11/2001 10:00
03/11/2001;11;362;2313.18;26;55;03/11/2001 11:00
03/11/2001;12;386;2466.54;26.2;58;03/11/2001 12:00
03/11/2001;13;392;2504.88;26;60;03/11/2001 13:00
03/11/2001;14;342;2185.38;25.6;64;03/11/2001 14:00
03/11/2001;15;308;1968.12;25.1;63;03/11/2001 15:00
03/11/2001;16;204;1303.56;24;67;03/11/2001 16:00
03/11/2001;17;150;958.5;23.5;67;03/11/2001 17:00
03/11/2001;18;60;383.4;22.5;72;03/11/2001 18:00
03/11/2001;19;4;25.56;21.5;78;03/11/2001 19:00
03/11/2001;20;0;0;20.6;78;03/11/2001 20:00
03/11/2001;21;0;0;20.7;80;03/11/2001 21:00
03/11/2001;22;0;0;19.2;77;03/11/2001 22:00
03/11/2001;23;0;0;17.8;82;03/11/2001 23:00
03/11/2001;24;0;0;17.3;80;04/11/2001 00:00
04/11/2001;1;0;0;18.4;85;04/11/2001 01:00
04/11/2001;2;0;0;18.6;81;04/11/2001 02:00
04/11/2001;3;0;0;18;82;04/11/2001 03:00
04/11/2001;4;0;0;18.4;79;04/11/2001 04:00
04/11/2001;5;0;0;17.8;81;04/11/2001 05:00
04/11/2001;6;2;12.78;17.9;83;04/11/2001 06:00
04/11/2001;7;62;396.18;22.9;64;04/11/2001 07:00
04/11/2001;8;150;958.5;23.9;63;04/11/2001 08:00
04/11/2001;9;238;1520.82;24.6;63;04/11/2001 09:00
04/11/2001;10;312;1993.68;25.4;63;04/11/2001 10:00
04/11/2001;11;362;2313.18;25.7;65;04/11/2001 11:00
04/11/2001;12;388;2479.32;25.6;66;04/11/2001 12:00
04/11/2001;13;392;2504.88;25.7;64;04/11/2001 13:00
04/11/2001;14;360;2300.4;25.3;68;04/11/2001 14:00
04/11/2001;15;322;2057.58;24.8;68;04/11/2001 15:00
04/11/2001;16;218;1393.02;23.6;73;04/11/2001 16:00
04/11/2001;17;106;677.34;23.9;73;04/11/2001 17:00
04/11/2001;18;68;434.52;22.3;80;04/11/2001 18:00
04/11/2001;19;4;25.56;20.9;87;04/11/2001 19:00
04/11/2001;20;0;0;21.3;94;04/11/2001 20:00
04/11/2001;21;0;0;21.2;96;04/11/2001 21:00
04/11/2001;22;0;0;21.6;95;04/11/2001 22:00
04/11/2001;23;0;0;21.8;88;04/11/2001 23:00
04/11/2001;24;0;0;21.5;85;05/11/2001 00:00
05/11/2001;1;0;0;19;91;05/11/2001 01:00
05/11/2001;2;0;0;19.1;92;05/11/2001 02:00
05/11/2001;3;0;0;19.3;92;05/11/2001 03:00
05/11/2001;4;0;0;19;88;05/11/2001 04:00
05/11/2001;5;0;0;19.6;85;05/11/2001 05:00
05/11/2001;6;4;25.56;20.2;82;05/11/2001 06:00
05/11/2001;7;52;332.28;23.4;75;05/11/2001 07:00
05/11/2001;8;152;971.28;24.8;71;05/11/2001 08:00
05/11/2001;9;238;1520.82;25.9;75;05/11/2001 09:00
05/11/2001;10;312;1993.68;27.1;73;05/11/2001 10:00
05/11/2001;11;362;2313.18;27.6;64;05/11/2001 11:00
05/11/2001;12;396;2530.44;28.5;70;05/11/2001 12:00
05/11/2001;13;322;2057.58;27.4;68;05/11/2001 13:00
05/11/2001;14;274;1750.86;25.6;70;05/11/2001 14:00
05/11/2001;15;150;958.5;26.2;71;05/11/2001 15:00
05/11/2001;16;152;971.28;25.3;75;05/11/2001 16:00
05/11/2001;17;52;332.28;25.5;76;05/11/2001 17:00
05/11/2001;18;30;191.7;24.6;78;05/11/2001 18:00
05/11/2001;19;4;25.56;22.6;83;05/11/2001 19:00
05/11/2001;20;0;0;21.9;82;05/11/2001 20:00
05/11/2001;21;0;0;20;89;05/11/2001 21:00
05/11/2001;22;0;0;20.3;90;05/11/2001 22:00
05/11/2001;23;0;0;19.5;87;05/11/2001 23:00
05/11/2001;24;0;0;21.2;85;06/11/2001 00:00
06/11/2001;1;0;0;20;84;06/11/2001 01:00
06/11/2001;2;0;0;19.8;84;06/11/2001 02:00
06/11/2001;3;0;0;19.6;82;06/11/2001 03:00
06/11/2001;4;0;0;19.6;82;06/11/2001 04:00
06/11/2001;5;0;0;20.5;78;06/11/2001 05:00
06/11/2001;6;4;25.56;20.5;79;06/11/2001 06:00
06/11/2001;7;58;370.62;24.6;70;06/11/2001 07:00
06/11/2001;8;148;945.72;27.1;66;06/11/2001 08:00
06/11/2001;9;234;1495.26;26.9;59;06/11/2001 09:00
06/11/2001;10;310;1980.9;28.1;58;06/11/2001 10:00
06/11/2001;11;288;1840.32;26.8;61;06/11/2001 11:00
06/11/2001;12;86;549.54;25.7;70;06/11/2001 12:00
06/11/2001;13;108;690.12;26.4;67;06/11/2001 13:00
06/11/2001;14;356;2274.84;28.4;66;06/11/2001 14:00
