"Nb_Inflorescences","Position_A","Position_Ancestor_A","Nature_Ancestor_F","1","3","4","5","6","7","8","9","10"
"2","1","1","0",0.00775583080287358,0.0193450449259008,0.0230989991100752,0.0841989425075603,0.208429671582052,0.25749811742887,0.218644114676909,0.105757521382588,0.0752717575831717
"3","1","1","0",0.0301008775941959,0.0694855938113977,0.0738661888226372,0.207919989052291,0.293031310447268,0.181996877158415,0.0908629937603183,0.0326470139452076,0.0200891554082692
"5","1","1","0",0.00892600402688807,0.022172282650377,0.0263050997388239,0.0943507634808405,0.223671287503473,0.258369050107506,0.205244292955009,0.094978300143844,0.0659829193932379
"1","0","0","1",0.00554945245185127,0.0139499167573991,0.0168621257051849,0.0634267653528516,0.17158199606941,0.246087479527752,0.246124922415724,0.134071583083479,0.102345758636348
"2","0","0","1",0.00609872817549937,0.0153009444237416,0.0184386496393626,0.0688077540484398,0.181896970182325,0.250562177808021,0.239184616598043,0.12576269628924,0.0939474628353277
"3","0","0","1",0.0237839933966072,0.0561046394379606,0.0615507788087621,0.184686569736171,0.293070353293908,0.204802626884775,0.109780076398834,0.040770665437027,0.0254502966059547
"5","0","0","1",0.00702065243239164,0.0175567406602428,0.0210490181586951,0.0775225898857347,0.19744482365931,0.255436099215115,0.227587735645369,0.113822613202505,0.0825597271406363
"1","1","0","1",0.00480567883411193,0.0121120653307443,0.0147016523925625,0.0559062552672894,0.156205682708089,0.23758006073394,0.255172743595654,0.147096066346323,0.116419794791286
"2","1","0","1",0.0052817280594559,0.0132894935145854,0.0160878790740202,0.0607512298916361,0.166242288281824,0.243383266234531,0.249454721857715,0.138505114698292,0.10700427838794
"3","1","0","1",0.0206470494577337,0.0492345355013422,0.0548862585259603,0.170401563901965,0.289382978166695,0.217477656311766,0.122223460029972,0.0464513207858251,0.0292951773187411
"5","1","0","1",0.00608090477183741,0.0152571877620826,0.0183877441858242,0.0686353980306409,0.181575203843969,0.250437500618128,0.239410654383759,0.126016987717893,0.0941984186858668
"1","0","1","1",0.0056222590217955,0.0141292989702366,0.0170720163319519,0.0641483317305223,0.172997827484395,0.246760085504859,0.245210878355172,0.132911482831176,0.101147819769892
"2","0","1","1",0.00617869624675458,0.0154971987723112,0.0186668401810771,0.0695792250390893,0.183330304239778,0.251105887224871,0.238170549204901,0.124633641057171,0.0928376580340473
"3","0","1","1",0.0240902345006125,0.0567672045304235,0.0621811651029968,0.185974521382924,0.293268989219053,0.203609691234707,0.10869314988563,0.0402878329326795,0.0251272112109741
"5","0","1","1",0.00711262249985794,0.0177809669552987,0.0213069943188137,0.0783708138398629,0.198884103846304,0.255772294944065,0.226450210728381,0.112749658026507,0.0815723348409092
"1","1","1","1",0.00486877516991923,0.0122683527295232,0.0148860884128354,0.0565549396920135,0.157577343545194,0.238428946222422,0.254435636340931,0.145901677327373,0.11507824055979
"2","1","1","1",0.00535104109380999,0.0134605956695991,0.016288697394151,0.0614472824283922,0.167645145337473,0.244119401129889,0.248598297782619,0.137331302603748,0.105758236560318
"3","1","1","1",0.020913764792019,0.0498246011056033,0.0554678808075756,0.171697403630041,0.289828332550953,0.216371002625016,0.121063070818453,0.0459092129018692,0.0289247307684698
"5","1","1","1",0.00616064058670861,0.0154528970601272,0.0186153474715911,0.0694052999811135,0.183008148289709,0.250985344992293,0.238399485522646,0.124886882190065,0.0930859539057466
"1","0","0","2",0.00718073213436634,0.0179469263022967,0.0214977596884696,0.0789965523240144,0.19993763263214,0.256005875660121,0.225610936979633,0.111967502093031,0.0808560821859277
"2","0","0","2",0.0078901881818646,0.0196708584179262,0.0234706452459585,0.0853937288172745,0.210313611275433,0.257733652961822,0.217050291598484,0.104401353990029,0.0740756695112073
"3","0","0","2",0.0306103855532008,0.0705390941043759,0.0747989749100726,0.209516515219304,0.292728546158786,0.180323031167674,0.0896053647000802,0.032126883674152,0.0197512045123552
"5","0","0","2",0.00908044727566091,0.0225436797118064,0.0267231067603249,0.0956486626371296,0.22549719282588,0.258309760322221,0.203560059893177,0.0937130201319462,0.0649240704418539
"1","1","0","2",0.00621969125993952,0.0155977638216663,0.0187836895340052,0.0699735518903673,0.184058588502698,0.251374838832377,0.237650849045449,0.124062264529138,0.0922787625843603
"2","1","0","2",0.00683485017581447,0.0171033010769534,0.0205265035115666,0.0757974164008082,0.194477618124151,0.254681014424474,0.229899563404483,0.116051068453471,0.0846286644282781
"3","1","0","2",0.0265976184920867,0.0621384662579782,0.0672120313273641,0.195868358194136,0.294030542576397,0.194172672757262,0.100508432197491,0.0367166746591651,0.0227552035381209
"5","1","0","2",0.00786717071569554,0.0196150636605169,0.0234070419958508,0.0851895912367378,0.20999346076156,0.257696107786395,0.217322372249343,0.104631296817263,0.0742778947766378
"1","0","1","2",0.00727478387167403,0.0181759655602676,0.0217607910267029,0.0798572505257341,0.201375386011324,0.256307520046698,0.224456593763672,0.110904418360213,0.0798872908337142
"2","0","1","2",0.00799345741216127,0.0199210727306192,0.0237556727353809,0.0863068299677534,0.211736925362669,0.257888207729593,0.215834577671241,0.103381605859036,0.0731816505315454
"3","0","1","2",0.0310017315026553,0.0713457044417295,0.0755095612480626,0.210717522221423,0.292472961983286,0.179053709784061,0.0886616617971043,0.0317381268686376,0.0194990201530409
"5","0","1","2",0.00919915053766026,0.0228288546201457,0.0270435743122924,0.0966397317489101,0.226873144327294,0.258240858553261,0.202279252640205,0.0927625813900842,0.0641328518701483
"1","1","1","2",0.00630123537414164,0.0157977129968208,0.0190158540997737,0.0707555841623626,0.185494270303575,0.25189059054982,0.23661767506309,0.122940391142025,0.0911866863083904
"2","1","1","2",0.00692440321954522,0.0173219247637298,0.0207785692357539,0.0766308520736806,0.195917787094601,0.255057905294911,0.228783117621096,0.114966657254984,0.0836187834416982
"3","1","1","2",0.0269390879160402,0.0628626240880279,0.0678795121910325,0.197130078627876,0.294028010287182,0.19293400752646,0.0994837489756668,0.0362773873849945,0.0224655430027204
"5","1","1","2",0.00797014110643371,0.019864594941374,0.0236913661995509,0.0861010642278417,0.211417424362102,0.257855274827836,0.216108345515233,0.103610160251041,0.0733816285685885
